ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΔΡΕΑΔΕΛΛΗ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΖΕΡΒΟΥ-ΤΕΝΤΟΜΑ ΜΑΡΙΑ του Σταύρου,ΚΟΤΣΑΛΗΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΜΠΟΥΡΝΟΥΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΛΛΗΣ ΓΕΩΡΓΙΟΣ του Ευστρατίου,Νέα Δημοκρατία,ΑΘΑΝΑΣΙΟΥ ΧΑΡΑΛΑΜΠΟΣ του Χριστόφα,ΒΑΛΣΑΜΙΔΗΣ ΘΕΟΔΩΡΟΣ του Σπυρίδωνος,ΓΟΜΟΣ ΔΗΜΗΤΡΙΟΣ του Ευστρατίου -  Παντελεήμονα,ΜΑΚΡΗ ΕΛΕΝΗ του Φωτίου,ΧΡΥΣΑΦΗ ΜΑΡΙΑ του Μόσχου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΝΝΟΥΛΑΚΗ ΜΑΡΙΑ του Ιωάννη,ΓΥΛΑΡΗ ΑΝΑΣΤΑΣΙΑ του Μόσχου,ΧΑΡΑΛΑΜΠΗΣ ΜΑΡΙΟΣ του Παναγιώτη,Κίνημα Αλλαγής,ΓΙΑΚΑΛΗΣ ΑΘΑΝΑΣΙΟΣ του Παναγιώτη,ΓΙΑΝΝΟΥΛΕΛΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΚΡΟΜΜΥΔΑ ΛΑΜΠΡΙΝΗ του Αναστασίου,ΜΗΛΙΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΧΟΧΛΑΚΑ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Θεοδώρου,Κ.Κ.Ε.,ΖΑΦΕΙΡΙΟΥ ΙΩΑΝΝΗΣ του Παναγιώτη,ΚΑΚΝΑΒΑΤΟΥ ΖΗΝΟΒΙΑ του Στυλιανού,ΚΛΙΟΜΙΔΙΩΤΗΣ ΘΕΜΙΣΤΟΚΛΗΣ του Ευστρατίου,ΚΟΜΝΗΝΑΚΑ ΜΑΡΙΑ του Αποστόλου,ΠΛΑΝΤΖΟΣ ΣΠΥΡΙΔΩΝ του Νικολάου,Ένωση Κεντρώων,ΑΛΕΞΑΝΔΡΟΥ ΠΑΝΑΓΙΩΤΗΣ του Σάββα,ΖΟΥΡΕΛΗ ΧΑΡΙΚΛΕΙΑ του Βασιλείου,ΣΥΚΗ ΠΑΝΑΓΙΩΤΑ του Γρηγορίου,Ο.Κ.Δ.Ε.,ΜΑΝΩΛΙΑ ΕΛΕΝΗ του Ιγνατίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΖΑΜΠΡΑΣ ΧΡΗΣΤΟΣ -  ΑΛΕΞΑΝΔΡΟΣ του Ελευθερίου,ΖΩΓΡΑΦΙΣΤΟΥ ΧΡΙΣΤΙΝΑ του Κωνσταντίνου,ΚΛΕΙΔΩΝΑ ΙΣΜΗΝΗ του Ιωάννη,ΜΑΝΑΒΗΣ ΝΙΚΟΛΑΟΣ του Αποστόλου,Ελλήνων Συνέλευσις,ΕΛΕΥΘΕΡΑΚΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΕΛΕΥΘΕΡΑΚΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΧΕΛΑ ΕΛΙΣΣΑΒΕΤ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΜΒΕΤΣΟΥ ΜΑΡΙΑΝΘΗ του Ευστρατίου,ΔΗΜΗΤΡΑΝΤΖΟΥ ΡΟΖΑΝΑ του Κωνσταντίνου,ΠΑΠΑΓΙΑΝΝΗΣ ΑΘΑΝΑΣΙΟΣ του Αγγέλου,Κ.Κ.Ε. (μ-λ),ΓΙΑΝΝΟΥΛΗΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΧΟΥΒΑΡΔΑ ΙΩΑΝΝΑ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΛΕΟΝΤΗ ΑΝΑΣΤΑΣΙΑ του Ιπποκράτη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΙΝΙΚΛΗ ΔΗΜΗΤΡΑ του Παναγιώτη,ΠΑΤΣΙΑΡΙΚΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΠΕΤΡΙΤΖΙΚΛΗ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Νικολάου,ΤΕΡΖΟΓΛΟΥ ΑΚΥΛΑΣ του Ηλία,Λαϊκή Ενότητα,ΖΕΡΔΕΛΗΣ ΙΩΑΝΝΗΣ του Χριστόφορου,ΚΟΥΤΛΗ ΠΑΠΑΔΟΥΛΑ του Γεωργίου,ΦΟΥΣΚΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΜέΡΑ25,ΙΩΑΝΝΙΔΟΥ ΕΛΕΝΗ του Ιωάννη,ΚΟΛΙΓΙΑΝΝΗΣ ΝΙΚΟΛΑΟΣ του Ακριβάκη,ΜΠΟΥΡΛΑΚΗΣ ΠΑΡΑΣΧΟΣ του Δημητρίου,Δημιουργία ξανά - Θ. Τζήμερος,ΒΑΧΤΣΑΒΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Μιχαήλ,ΛΕΩΝΙΔΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Χρήστου,ΤΣΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΙΑΜΑΝΤΖΙΟΥΡΑΣ ΣΤΑΥΡΟΣ (ΑΚΗΣ) του Δημητρίου
48 - Λέσβου,206 E.T. Δήμου Λήμνου,360,208,2,1,3,205,57,1,1,17,4,4,96,58,5,5,0,15,3,2,0,0,20,4,2,2,3,3,16,0,0,1,0,11,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1
48 - Λέσβου,207 E.T. Δήμου Λήμνου,458,254,3,1,4,250,70,8,2,25,6,5,112,52,2,14,3,20,5,2,0,0,36,16,0,1,3,12,11,1,0,0,0,8,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,3,0
48 - Λέσβου,208 E.T. Δήμου Λήμνου,327,75,2,2,4,71,20,1,0,8,1,2,35,13,3,3,2,8,0,0,0,0,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,1,0,0,0
48 - Λέσβου,209 E.T. Δήμου Λήμνου,378,52,0,0,0,52,13,2,1,5,1,0,25,10,4,0,0,10,4,3,0,1,6,0,1,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
48 - Λέσβου,210 E.T. Δήμου Λήμνου,372,98,0,1,1,97,30,4,2,14,1,1,33,29,1,0,2,0,3,1,0,0,10,7,0,0,0,1,12,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
48 - Λέσβου,211 E.T. Δήμου Λήμνου,488,127,4,2,6,121,21,1,0,16,0,2,57,21,8,0,2,17,1,0,1,0,17,11,0,2,0,2,11,0,0,1,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,1
48 - Λέσβου,212 E.T. Δήμου Λήμνου,270,64,1,1,2,62,10,1,1,5,0,0,37,18,6,0,1,6,3,1,0,0,8,1,0,0,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48 - Λέσβου,213 E.T. Δήμου Λήμνου,307,84,3,2,5,79,27,3,1,7,7,1,27,15,0,1,1,6,7,1,0,1,6,1,0,0,0,1,3,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
48 - Λέσβου,214 E.T. Δήμου Λήμνου,392,84,2,1,3,81,35,4,2,15,2,3,21,12,1,0,1,6,2,0,1,0,5,1,0,0,0,1,9,0,0,0,0,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,1,1,0,1,0
48 - Λέσβου,215 E.T. Δήμου Λήμνου,502,222,4,2,6,216,56,6,3,27,3,6,81,34,15,1,3,10,13,4,1,3,22,9,0,2,0,5,12,0,0,0,0,9,3,3,0,0,0,0,1,0,1,0,0,1,1,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,1,0,0,0,0,0,5,3
48 - Λέσβου,216 E.T. Δήμου Λήμνου,556,211,9,5,14,197,51,6,5,16,7,5,80,28,11,3,5,12,2,2,0,0,17,9,1,0,0,0,16,2,0,0,0,9,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,13,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,1,4,0,0,0,3,1
48 - Λέσβου,217 E.T. Δήμου Λήμνου,438,164,5,1,6,158,54,5,4,20,3,6,65,28,12,1,2,9,3,1,0,1,15,5,0,1,1,3,8,0,0,0,0,7,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4,0
48 - Λέσβου,218 E.T. Δήμου Λήμνου,449,149,2,2,4,145,32,7,1,14,1,4,55,22,6,1,1,13,4,2,1,1,30,12,0,1,0,8,6,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,4,1
48 - Λέσβου,219 E.T. Δήμου Λήμνου,505,209,7,3,10,199,57,10,6,23,4,8,79,40,20,0,3,10,10,5,0,0,19,10,3,1,0,2,6,3,0,0,0,3,6,1,3,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,8,3,2,1,2,0,0,1,4,2
48 - Λέσβου,220 E.T. Δήμου Λήμνου,505,175,4,2,6,169,52,3,6,18,3,6,61,29,7,2,1,6,3,1,0,0,21,7,1,1,2,2,7,1,0,0,0,5,6,2,1,0,0,0,2,1,1,0,0,0,0,0,0,6,0,0,4,1,1,0,0,0,2,0,1,0,0,0,0,0,0,4,3,0,0,2,0,2,0,2,1
48 - Λέσβου,221 E.T. Δήμου Λήμνου,177,61,0,4,4,57,20,1,0,8,1,2,21,7,1,0,1,5,1,1,0,0,9,6,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
48 - Λέσβου,222 E.T. Δήμου Λήμνου,639,272,9,0,9,263,67,5,5,32,1,7,88,42,7,0,8,16,6,4,2,0,53,25,17,4,1,2,7,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,1,30,1,1,0,1,0,0,0,0,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0
48 - Λέσβου,223 E.T. Δήμου Λήμνου,474,234,0,1,1,233,68,4,3,31,0,10,65,12,27,1,2,11,6,2,1,2,33,11,2,0,4,5,2,0,0,0,0,1,10,4,0,1,20,16,0,0,0,0,0,0,0,0,0,17,2,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,1,1,0,0,0,3,1
48 - Λέσβου,224 E.T. Δήμου Λήμνου,531,163,0,1,1,162,43,7,2,25,2,0,71,28,10,1,3,12,9,1,0,6,12,4,0,0,0,6,11,0,0,0,0,9,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,9,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
48 - Λέσβου,225 E.T. Δήμου Λήμνου,338,68,2,0,2,66,18,1,0,10,1,1,24,9,0,0,1,1,2,2,0,0,11,6,1,0,0,0,8,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48 - Λέσβου,226 E.T. Δήμου Λήμνου,292,171,3,4,7,164,41,5,2,14,2,2,55,16,4,0,2,13,18,6,1,4,13,5,0,1,1,0,9,0,0,0,0,4,5,1,0,1,0,0,1,0,0,0,0,2,1,0,0,6,0,1,1,0,0,0,0,0,3,1,1,0,0,2,1,0,1,4,1,1,1,4,1,1,1,1,0
48 - Λέσβου,227 E.T. Δήμου Λήμνου,293,105,0,4,4,101,21,3,0,6,0,3,50,22,4,0,0,7,7,3,0,1,10,5,1,0,0,1,4,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
48 - Λέσβου,228 E.T. Δήμου Λήμνου,215,63,0,1,1,62,23,2,0,13,1,2,8,4,0,1,0,0,1,1,0,0,13,10,0,2,0,0,2,0,0,0,0,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,2
48 - Λέσβου,229 E.T. Δήμου Λήμνου,221,54,0,2,2,52,11,0,1,7,0,1,16,6,1,0,1,6,2,0,1,0,7,6,0,0,0,1,14,2,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48 - Λέσβου,230 E.T. Δήμου Λήμνου,567,283,9,2,11,272,58,2,0,31,1,6,124,47,19,2,2,26,9,1,2,5,20,3,2,0,0,9,19,2,1,0,0,14,3,2,0,0,1,1,0,0,0,0,0,3,2,1,0,10,1,2,3,1,0,1,0,0,4,0,1,0,0,0,0,0,0,14,1,0,0,4,0,0,1,2,0
48 - Λέσβου,231 E.T. Δήμου Λήμνου,567,238,6,6,12,226,67,2,2,40,7,3,101,51,9,3,2,27,4,1,0,0,17,8,1,0,1,5,19,0,0,0,0,18,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,2,1
48 - Λέσβου,232 E.T. Δήμου Λήμνου,566,188,1,1,2,186,48,1,1,34,3,3,87,35,14,3,2,14,6,1,1,4,4,3,0,0,0,0,19,0,0,0,0,15,1,0,1,0,0,0,1,0,0,0,0,5,3,2,0,7,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,3
48 - Λέσβου,233 E.T. Δήμου Λήμνου,568,228,2,1,3,225,54,2,1,34,1,5,85,45,7,3,6,14,5,2,0,3,22,7,6,1,0,3,28,0,0,0,1,24,5,0,1,0,0,0,0,0,0,0,0,3,1,0,1,9,0,0,3,0,0,0,0,0,2,0,1,0,0,1,1,0,0,6,0,2,0,2,0,1,0,3,3
48 - Λέσβου,234 E.T. Δήμου Λήμνου,567,238,5,2,7,231,62,2,2,37,6,8,87,44,10,1,2,22,4,2,0,0,23,6,1,0,2,8,24,0,0,0,0,21,5,0,0,0,0,0,2,0,1,0,0,5,3,2,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,2,1,0,5,2,1,0,1,1
48 - Λέσβου,235 E.T. Δήμου Λήμνου,567,191,1,0,1,190,61,5,0,35,3,5,72,39,2,0,0,17,9,4,1,2,13,1,0,1,4,4,11,0,0,0,0,9,6,1,0,0,0,0,2,0,0,0,0,4,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,2,1
48 - Λέσβου,236 E.T. Δήμου Λήμνου,566,223,4,3,7,216,79,2,3,54,1,3,73,36,9,3,1,16,5,1,0,2,10,5,0,0,0,1,27,0,0,0,1,24,3,0,1,0,0,0,1,0,1,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,9,3,2,0,2,1,0,1,2,1
48 - Λέσβου,237 E.T. Δήμου Λήμνου,568,238,7,2,9,229,62,2,1,35,4,2,91,35,13,4,2,24,3,3,0,0,22,7,3,0,3,4,30,1,0,1,0,23,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,1,1
48 - Λέσβου,238 E.T. Δήμου Λήμνου,568,239,2,6,8,231,52,5,1,25,4,5,95,38,11,3,2,21,11,3,0,4,19,6,0,1,0,11,21,0,1,0,0,16,6,3,1,0,0,0,2,0,1,0,0,4,1,3,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,2,0,0,4,1,1,0,5,1
48 - Λέσβου,239 E.T. Δήμου Λήμνου,567,176,2,2,4,172,53,5,4,31,2,0,74,37,14,4,1,10,3,0,0,1,20,5,2,2,0,7,11,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,2,2
48 - Λέσβου,240 E.T. Δήμου Λήμνου,566,180,3,1,4,176,45,1,0,30,1,3,81,46,9,0,0,14,3,1,0,1,16,6,0,0,0,2,9,0,0,0,0,6,4,0,1,0,0,0,0,0,0,0,0,4,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,3,2
48 - Λέσβου,241 E.T. Δήμου Λήμνου,472,134,1,0,1,133,34,4,4,12,1,2,79,35,4,2,2,18,4,2,0,0,11,2,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48 - Λέσβου,242 E.T. Δήμου Λήμνου,472,168,1,1,2,166,50,2,2,33,0,2,89,50,5,0,0,15,6,0,0,1,5,1,0,1,0,1,7,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
48 - Λέσβου,243 E.T. Δήμου Λήμνου,422,281,3,3,6,275,61,4,1,31,5,7,49,22,4,2,2,4,23,5,0,7,17,3,2,1,1,1,90,0,0,0,7,67,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,2,0,0,4,1,1,0,2,1
48 - Λέσβου,244 E.T. Δήμου Λήμνου,421,245,6,5,11,234,63,6,3,29,2,3,49,23,2,0,0,12,8,2,0,3,19,5,0,0,0,2,70,1,0,0,2,60,8,2,1,0,2,0,1,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,2
48 - Λέσβου,245 E.T. Δήμου Λήμνου,490,211,0,2,2,209,60,5,1,36,2,4,102,46,15,3,3,24,5,2,1,1,9,5,1,0,0,0,18,0,0,2,0,15,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,1,0
48 - Λέσβου,246 E.T. Δήμου Λήμνου,310,176,9,1,10,166,38,4,0,8,1,3,65,26,1,5,0,11,9,0,0,4,14,5,1,0,3,1,9,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,4,1,2,0,5,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,8,2,1,0,3,2,0,0,3,3
48 - Λέσβου,247 E.T. Δήμου Λήμνου,410,192,9,2,11,181,45,2,2,20,3,7,80,32,6,4,1,23,7,1,1,2,17,5,1,0,0,7,7,0,0,0,1,4,2,2,0,0,0,0,1,0,0,0,0,1,1,0,0,13,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,2,1
48 - Λέσβου,248 E.T. Δήμου Λήμνου,194,160,5,3,8,152,21,4,1,4,0,1,76,30,1,1,2,21,16,2,0,3,14,3,1,1,4,0,6,1,0,0,0,2,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,5,1,0,0,2,0
48 - Λέσβου,249 E.T. Δήμου Λήμνου,321,266,12,10,22,244,71,14,4,26,2,4,78,23,6,1,9,14,24,8,4,4,14,2,0,1,2,1,10,1,1,0,1,5,6,0,0,0,0,0,4,0,0,2,1,0,0,0,0,14,7,0,2,0,0,0,1,1,1,0,0,0,0,1,0,1,0,13,4,2,0,1,0,0,0,6,1
48 - Λέσβου,250 E.T. Δήμου Λήμνου,562,147,7,3,10,137,33,5,1,6,0,2,46,16,5,0,2,12,11,2,2,0,18,7,0,0,0,8,4,0,0,1,0,2,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,7,1,1,2,1,0,1,0,1,0
48 - Λέσβου,251 E.T. Δήμου Λήμνου,569,145,4,1,5,140,39,3,0,14,2,6,57,17,9,2,3,12,8,2,0,0,15,4,1,2,1,4,7,0,1,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
48 - Λέσβου,252 E.T. Δήμου Λήμνου,582,131,1,1,2,129,42,1,3,22,1,2,45,18,5,0,2,6,6,1,2,0,18,4,3,2,0,5,5,2,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,1
48 - Λέσβου,253 E.T. Δήμου Λήμνου,438,137,5,2,7,130,39,6,2,16,5,0,51,19,12,0,2,10,13,3,1,4,6,1,1,1,2,1,1,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,1,0,1,1,1,0,0,1,1
48 - Λέσβου,254 E.T. Δήμου Λήμνου,589,283,2,2,4,279,75,5,5,41,2,2,123,43,12,8,4,40,11,4,0,5,25,8,3,3,1,6,12,1,0,0,1,9,1,0,0,1,0,0,2,0,1,0,0,1,0,0,1,12,3,2,3,0,0,0,0,0,3,1,0,0,0,2,0,1,0,6,4,0,1,0,0,0,0,6,2
48 - Λέσβου,255 E.T. Δήμου Λήμνου,169,61,1,1,2,59,7,0,0,2,0,1,31,10,8,3,1,4,0,0,0,0,6,3,0,0,0,0,6,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0
48 - Λέσβου,256 E.T. Δήμου Λήμνου,530,155,3,3,6,149,30,1,3,15,2,0,63,30,0,0,1,10,6,2,1,0,19,8,0,2,0,2,13,0,1,0,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,1,0
48 - Λέσβου,257 E.T. Δήμου Λήμνου,373,118,4,2,6,112,30,1,0,14,0,0,39,19,3,0,0,11,8,2,0,2,16,4,0,1,0,2,9,0,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3,2
48 - Λέσβου,258 E.T. Δήμου Λήμνου,368,88,6,1,7,81,15,3,0,9,1,1,34,11,6,0,1,7,0,0,0,0,18,4,0,0,0,12,8,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
48 - Λέσβου,Ετερ. Λέσβου (από 21ο Ε.Τ. Νομ. Θεσσαλονίκης),219,127,3,0,3,124,41,7,5,5,8,7,47,16,13,1,5,3,1,0,0,1,7,3,0,0,0,2,13,3,3,1,2,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,3,0,0,1,4,3
48 - Λέσβου,Ετερ. Λέσβου (από Εφετείο Θεσσαλονίκης),55,24,1,0,1,23,8,3,0,2,2,1,9,6,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0
48 - Λέσβου,Ετερ. Λέσβου (από 101ο Ε.Τ. Νομ. Αττικής-Αθηνών),534,328,8,3,11,317,100,13,9,9,19,32,124,50,18,3,9,16,1,0,0,1,27,15,4,1,0,4,37,5,2,2,13,1,5,2,0,1,0,0,1,0,0,0,1,0,0,0,0,7,1,2,1,0,0,0,0,0,1,0,0,1,0,2,1,1,0,6,1,1,0,1,0,0,0,5,2
48 - Λέσβου,Ετερ. Λέσβου (από 102ο Ε.Τ. Νομ. Αττικής-Αθηνών),542,310,1,2,3,307,78,18,6,11,10,19,116,49,27,3,11,14,6,2,1,3,20,8,4,1,0,1,55,2,9,7,17,5,2,1,0,1,0,0,4,0,0,1,0,0,0,0,0,8,2,1,5,0,0,0,0,0,2,1,0,0,1,0,0,0,0,11,3,2,1,2,2,0,0,3,2
48 - Λέσβου,Ετερ. Λέσβου (από 103ο Ε.Τ. Νομ. Αττικής-Αθηνών),535,314,1,0,1,313,84,16,9,13,11,15,134,49,25,7,20,14,5,3,1,1,21,6,5,1,2,5,41,6,6,1,15,5,4,2,1,1,0,0,4,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,4,1,2,3,0,1,0,4,3
48 - Λέσβου,Ετερ. Λέσβου (από 104ο Ε.Τ. Νομ. Αττικής-Αθηνών),542,315,6,1,7,308,96,14,3,10,14,32,112,52,20,5,10,10,25,1,0,0,3,2,3,3,3,0,35,8,4,1,14,3,5,4,1,0,0,0,2,0,1,0,1,0,0,0,0,8,3,0,5,1,0,1,0,0,4,3,0,0,0,2,2,0,0,12,5,2,1,0,0,0,0,3,1
