ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΔΡΙΤΣΕΛΗ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΞΑΦΟΣ ΑΘΑΝΑΣΙΟΣ του Αγγελου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Αποστόλου,ΣΙΜΟΡΕΛΗΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΣΤΑΜΟΥ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,ΧΑΡΤΟΠΟΥΛΟΥ ΠΕΡΙΣΤΕΡΑ (ΠΕΡΥ) του Μενέλαου,Νέα Δημοκρατία,ΒΛΑΧΟΓΙΑΝΝΗΣ ΗΛΙΑΣ του Γεωργίου,ΓΑΛΛΟΥ-ΔΑΛΚΑΦΟΥΚΗ ΧΡΥΣΑΝΘΗ του Αθανασίου,ΛΙΟΥΤΑΣ ΑΘΑΝΑΣΙΟΣ του Αχιλλέως,ΠΑΠΑΚΩΣΤΑ-ΠΑΛΙΟΥΡΑ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Δημητρίου,ΣΚΡΕΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΧΑΤΖΗΓΑΚΗΣ ΜΙΧΑΗΛ (ΜΙΚΕΛΗΣ) του Σωτηρίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΚΩΣΤΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΜΙΣΙΑΚΑΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΜΠΑΜΠΟΥΡΔΑ ΠΑΝΑΓΙΩΤΑ του Αγγελή,ΠΑΡΔΑΛΗΣ ΓΕΩΡΓΙΟΣ του Στεργίου,ΤΣΕΚΟΥΡΑ ΑΓΓΕΛΙΚΗ του Νικολάου,Κίνημα Αλλαγής,ΑΝΑΣΤΑΣΙΟΥ ΦΩΤΕΙΝΗ του Θεόφιλου,ΗΛΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Προκοπίου,ΜΠΛΕΤΣΑΣ ΣΩΤΗΡΙΟΣ του Σεραφείμ,ΝΤΙΝΤΗ ΧΡΙΣΤΟΥΛΑ (ΧΡΥΣΑ) του Κωνσταντίνου,ΠΑΠΑΕΥΘΥΜΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευαγγέλου,ΦΑΜΙΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σωτηρίου,Κ.Κ.Ε.,ΚΑΪΚΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΚΑΝΤΑΡΤΖΗΣ ΑΧΙΛΛΕΑΣ του Κλεομένη,ΚΑΠΕΤΗ ΓΕΩΡΓΙΑ του Παντελή,ΛΙΑΤΙΦΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΤΟΥΡΛΙΟΣ ΛΑΜΠΡΟΣ του Νικολάου,ΠΕΤΡΑΚΗ ΕΙΡΗΝΗ του Αντωνίου,Ένωση Κεντρώων,ΑΚΡΙΒΟΣ ΑΠΟΣΤΟΛΟΣ του Κωνσταντίνου,ΕΚΟΥΤΣΙΔΗ ΜΑΡΙΑ του Σαββελίου,ΜΑΝΤΖΑΝΑ ΒΑΣΙΛΙΚΗ του Αχιλλέα,ΜΗΤΣΙΟΣ ΜΑΡΙΟΣ του Ναπολέοντος,ΣΑΡΤΑΜΠΑΚΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,Ο.Κ.Δ.Ε.,ΔΡΑΓΟΥΤΑ ΜΑΡΙΑ του Παύλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΑΠΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΡΕΚΑΤΕΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΣΑΒΒΟΥΛΙΔΗ ΣΟΥΛΤΑΝΑ του Ευαγγέλου,ΤΑΧΟΥ ΕΥΑΓΓΕΛΙΑ (ΕΥΗ) του Δημητρίου,ΤΣΟΛΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΒΑΣΙΛΕΙΟΥ ΣΤΕΦΑΝΟΣ του Βασιλείου,Ελληνική Λύση - Κ. Βελόπουλος,ΜΑΓΚΟΥΤΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΠΑΝΑΓΟΥ ΚΩΝΣΤΑΝΤΙΑ του Στυλιανού,ΠΙΝΙΑΡΑ ΑΓΓΕΛΙΚΗ του Αθανασίου,ΣΒΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΣΤΑΣΟΣ ΑΧΙΛΛΕΥΣ του Κωνσταντίνου,ΤΣΙΟΥΜΑΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΖΟΛΩΤΑ ΕΥΑΓΓΕΛΗ (ΕΛΙΖΑ) του Γεωργίου,ΜΠΑΛΑΦΑΣ ΓΡΗΓΟΡΙΟΣ του Νικολάου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αποστόλου,ΣΑΠΟΥΝΑ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,ΤΟΥΦΕΞΙΔΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Μ-Λ Κ.Κ.Ε.,ΣΤΑΥΡΙΔΟΥ ΑΝΝΑ του Πολυχρόνη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΖΑΝΑΚΗΣ ΦΙΛΙΠΠΟΣ του Ιωάννη,ΚΑΝΤΑΚΟΥ ΑΝΔΡΟΜΑΧΗ του Φωτίου,Λαϊκή Ενότητα,ΧΟΝΔΡΟΥΛΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜέΡΑ25,ΕΛΕΝΗ ΜΑΡΙΑ του Αναστασίου,ΠΑΝΤΑΖΩΝΗ ΦΩΤΕΙΝΗ (ΦΕΝΙΑ) του Φωκίωνος,ΤΡΙΑΝΤΑΦΥΛΛΟΣ ΝΙΚΟΛΑΟΣ του Θαλή,ΧΟΥΤΟΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΓΑΛΑΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΓΚΙΟΞΑΡΗ ΒΑΡΒΑΡΑ του Ελευθερίου,ΜΠΑΡΤΖΙΩΚΑΣ ΑΘΑΝΑΣΙΟΣ του Γρηγορίου,ΣΕΠΥΡΓΙΩΤΗ ΑΓΓΕΛΙΚΗ του Ευσταθίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΖΩΓΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου
24 - Τρικάλων,318 E.T. Δήμου Φαρκαδόνας,421,193,4,0,4,189,39,8,1,11,6,11,2,87,21,6,27,20,35,34,1,0,0,1,0,1,52,33,13,0,28,10,5,2,2,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,1,1,2,0,0,0,0,0,1,1
24 - Τρικάλων,319 E.T. Δήμου Φαρκαδόνας,430,226,3,0,3,223,68,16,3,16,13,16,47,87,17,3,31,49,24,44,3,2,0,0,0,0,47,6,27,0,21,29,3,8,3,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,1,0,0,0,3,0
24 - Τρικάλων,320 E.T. Δήμου Φαρκαδόνας,492,228,5,1,6,222,61,9,6,8,16,9,19,110,16,1,24,38,47,58,2,1,1,0,0,0,29,4,7,1,18,17,2,6,0,5,0,3,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0
24 - Τρικάλων,321 E.T. Δήμου Φαρκαδόνας,475,218,7,2,9,209,78,32,2,31,9,25,5,93,31,4,21,18,59,22,2,0,0,0,0,0,17,1,5,1,7,7,3,2,2,2,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2,1,0,1,1,0,0,0,0,2,1
24 - Τρικάλων,322 E.T. Δήμου Φαρκαδόνας,459,166,1,0,1,165,55,13,2,13,9,10,6,73,24,7,7,23,30,25,1,0,0,0,0,0,28,2,16,0,8,15,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,323 E.T. Δήμου Φαρκαδόνας,405,166,1,2,3,163,59,24,5,21,7,10,3,83,32,5,26,24,29,9,2,0,0,0,0,0,12,1,6,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,324 E.T. Δήμου Φαρκαδόνας,459,313,1,0,1,312,138,18,25,52,48,11,15,116,39,7,39,14,45,33,4,1,1,1,0,1,27,1,17,1,8,10,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,1,0,5,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,7,2,0,1,0,2,0,0,1,0,2,0
24 - Τρικάλων,325 E.T. Δήμου Φαρκαδόνας,565,343,11,4,15,328,101,40,10,40,30,21,4,139,23,5,69,34,66,25,8,2,1,3,2,3,55,4,25,3,19,32,4,7,2,5,0,2,1,1,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,5,4,2,0,3,0,0,1,1,0,1,0,0,0,0,2,2,2,0,0,2,1,0,0,1,1,0,0,0,0,3,2
24 - Τρικάλων,326 E.T. Δήμου Φαρκαδόνας,343,245,1,1,2,243,52,11,11,25,8,8,3,149,5,1,123,19,25,19,6,0,1,0,0,6,6,0,3,0,5,3,0,14,3,10,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,3,0
24 - Τρικάλων,327 E.T. Δήμου Φαρκαδόνας,262,180,5,2,7,173,52,13,7,31,11,11,4,81,2,0,72,9,10,5,5,0,0,0,0,5,4,1,1,0,3,1,0,23,1,7,1,0,20,1,1,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
24 - Τρικάλων,328 E.T. Δήμου Φαρκαδόνας,527,311,5,1,6,305,126,26,10,47,32,15,8,97,17,11,43,13,49,9,8,0,3,0,0,1,32,6,10,1,8,11,4,15,2,12,0,0,7,2,4,0,0,2,0,2,0,0,2,1,0,0,0,1,0,0,9,5,2,0,1,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,4,2,2,0,0,1,0,0,1,0,5,2
24 - Τρικάλων,329 E.T. Δήμου Φαρκαδόνας,612,354,6,1,7,347,122,28,12,59,30,13,8,130,31,6,43,32,63,16,8,1,0,1,1,1,32,7,6,5,11,16,2,17,2,11,1,0,6,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,16,5,3,2,0,1,0,5,0,5,2,2,0,1,0,0,0,0,2,1,7,3,3,2,0,1,0,0,1,0,3,1
24 - Τρικάλων,330 E.T. Δήμου Φαρκαδόνας,287,168,2,0,2,166,57,16,1,27,7,4,3,87,38,6,23,17,37,31,2,1,0,0,0,0,2,0,1,0,1,2,0,5,1,3,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,0,0,0,0,0,1,0
24 - Τρικάλων,331 E.T. Δήμου Φαρκαδόνας,310,191,2,1,3,188,61,18,6,26,17,3,2,80,26,7,23,13,41,18,3,1,1,1,0,1,23,1,9,1,12,13,1,8,1,3,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,1,0,1,0
24 - Τρικάλων,332 E.T. Δήμου Φαρκαδόνας,471,204,5,1,6,198,63,14,5,25,10,29,2,90,24,1,15,38,40,27,2,0,1,1,1,0,15,3,2,0,8,6,2,11,1,1,1,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,2,0,1,0,0,1,1
24 - Τρικάλων,333 E.T. Δήμου Φαρκαδόνας,472,230,3,3,6,224,61,10,2,20,13,27,3,80,25,2,12,23,33,24,4,2,1,2,0,0,24,6,9,0,7,6,7,29,7,19,0,8,3,0,5,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,10,4,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,1,1,0,0,0,0,0,0,0
24 - Τρικάλων,334 E.T. Δήμου Φαρκαδόνας,450,231,4,3,7,224,73,22,5,15,14,35,7,83,27,3,19,25,38,29,7,4,0,0,4,2,23,6,4,1,10,11,6,17,3,7,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,1,2,1,1,0,0,0,0,0,0,0,0,3,2,2,0,0,7,3,3,2,2,3,1,0,0,1,0,0
24 - Τρικάλων,335 E.T. Δήμου Φαρκαδόνας,451,221,4,0,4,217,68,12,2,28,12,32,1,99,31,6,13,20,45,28,3,0,1,1,2,0,8,0,3,0,3,3,3,24,3,13,2,2,5,3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,5,2,0,1,1,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0,1,0
24 - Τρικάλων,336 E.T. Δήμου Φαρκαδόνας,485,247,15,2,17,230,80,16,10,47,9,37,8,84,19,2,11,27,43,28,3,2,0,0,1,0,22,3,7,1,10,11,2,26,10,15,1,8,1,3,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0,0,0,2,1,1,2,0,2,2
24 - Τρικάλων,337 E.T. Δήμου Φαρκαδόνας,163,84,2,0,2,82,17,7,1,6,3,5,3,48,17,4,9,16,19,12,6,1,5,1,0,5,5,0,0,0,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,1,0,1,0
24 - Τρικάλων,338 E.T. Δήμου Φαρκαδόνας,478,262,3,2,5,257,64,18,6,18,22,18,3,122,25,7,40,30,53,47,6,1,1,1,0,0,31,5,3,1,12,15,5,17,5,9,1,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,7,1,0,2,0,0,0
24 - Τρικάλων,339 E.T. Δήμου Φαρκαδόνας,480,257,9,4,13,244,79,40,3,20,15,11,7,99,20,5,23,17,55,27,5,0,1,0,1,1,16,2,3,0,9,4,5,20,5,14,3,9,0,2,3,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,7,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,0,2,3,0,1,0,1,3,2
24 - Τρικάλων,340 E.T. Δήμου Φαρκαδόνας,472,225,3,1,4,221,71,25,4,13,11,31,9,79,23,0,19,9,31,34,5,2,2,0,3,0,17,0,5,0,9,4,5,36,7,24,5,13,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,1,1,0,4,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0
24 - Τρικάλων,341 E.T. Δήμου Φαρκαδόνας,475,224,8,0,8,216,62,14,3,19,7,17,7,118,29,1,18,17,44,58,7,0,3,0,2,3,8,1,5,1,3,3,2,8,0,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3
24 - Τρικάλων,342 E.T. Δήμου Φαρκαδόνας,412,226,2,1,3,223,60,19,11,24,18,18,8,122,14,16,76,23,49,15,3,1,0,0,0,0,8,2,1,0,2,4,0,19,3,16,1,15,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,0,0,1,0
24 - Τρικάλων,343 E.T. Δήμου Φαρκαδόνας,458,264,2,0,2,262,76,16,8,22,15,24,7,114,41,0,20,25,70,12,1,0,1,0,1,0,22,2,9,0,7,9,3,32,1,24,1,6,0,2,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,1,3,1
24 - Τρικάλων,344 E.T. Δήμου Φαρκαδόνας,477,255,2,2,4,251,100,33,13,29,25,21,7,69,18,5,8,13,36,11,2,0,1,0,1,0,16,2,7,0,6,8,1,39,3,18,1,3,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,4,5,1,3,1,2,2,1,0,0,2,0,0,0,1,1,1,0,0,3,1,1,0,0,2,0,0,2,0,2,2
24 - Τρικάλων,345 E.T. Δήμου Φαρκαδόνας,457,278,6,3,9,269,66,23,6,2,13,19,10,119,38,7,29,27,63,32,1,0,0,0,0,0,26,2,9,0,14,11,2,41,4,24,8,12,2,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,6,3,2,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,1,0,0,0,0,4,2
24 - Τρικάλων,346 E.T. Δήμου Φαρκαδόνας,357,233,1,2,3,230,84,13,3,16,29,29,0,72,15,2,23,7,34,26,7,1,0,3,0,0,14,0,0,2,1,3,3,39,8,28,3,6,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,3,1
24 - Τρικάλων,347 E.T. Δήμου Φαρκαδόνας,411,241,2,1,3,238,48,6,1,24,6,27,1,130,33,2,35,42,58,24,7,2,2,0,1,0,37,2,5,0,23,20,4,10,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
24 - Τρικάλων,348 E.T. Δήμου Φαρκαδόνας,395,226,0,3,3,223,50,7,1,12,4,10,4,103,53,6,16,12,45,31,11,2,0,0,5,1,37,2,25,0,21,4,1,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,1,0,0,0,0,4,0
24 - Τρικάλων,Ετερ. Τρικάλων (από 30ο Ε.Τ. Νομ. Θεσσαλονίκης),146,111,1,0,1,110,25,5,5,3,7,1,7,57,29,4,10,8,35,11,5,2,3,1,1,1,9,3,1,2,4,1,2,6,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,1,0,0,0
24 - Τρικάλων,Ετερ. Τρικάλων (από Εφετείο Θεσσαλονίκης),59,39,0,0,0,39,7,2,1,1,1,0,3,21,5,1,8,2,16,4,0,0,0,0,0,0,5,2,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
24 - Τρικάλων,Ετερ. Τρικάλων (από Εφετείο Λάρισσας),140,86,1,2,3,83,41,11,5,3,7,0,4,22,10,4,3,3,11,2,1,0,0,0,0,0,6,2,1,1,1,1,0,7,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,1,1,0,0
24 - Τρικάλων,Ε.Τ. ΦΥΛΑΚΩΝ ΚΑΤΑΣΤΗΜΑ ΚΡΑΤΗΣΗΣ ΤΡΙΚΑΛΩΝ ,141,122,12,1,13,109,87,62,16,21,11,7,7,14,3,3,2,8,2,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
24 - Τρικάλων,Ετερ. Τρικάλων (από 134ο Ε.Τ. Νομ. Αττικής-Αθηνών),522,329,2,0,2,327,80,30,8,25,17,7,15,145,45,13,19,24,90,23,7,1,2,0,2,5,29,4,6,3,1,11,13,29,8,10,4,2,0,6,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,9,1,2,1,1,1,1,0,0,0,0,0,0,0,0,4,2,2,0,0,9,3,4,2,2,4,0,0,0,0,6,2
24 - Τρικάλων,Ετερ. Τρικάλων (από 135ο Ε.Τ. Νομ. Αττικής-Αθηνών),514,334,1,0,1,333,107,37,11,40,16,23,19,137,47,13,20,18,82,30,3,0,1,0,0,2,24,9,2,2,7,8,3,33,8,14,5,1,0,5,4,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,10,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,11,6,2,3,0,1,0,0,1,1,1,1
24 - Τρικάλων,Ετερ. Τρικάλων (από 136ο Ε.Τ. Νομ. Αττικής-Αθηνών),518,317,2,4,6,311,103,49,9,43,22,13,19,131,40,9,21,29,87,26,7,2,2,0,3,4,14,5,6,4,4,1,3,31,8,18,7,6,0,4,3,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,11,8,5,4,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,3,1,0,3,0,1,0,1,3,2
24 - Τρικάλων,Ετερ. Τρικάλων (από 137ο Ε.Τ. Νομ. Αττικής-Αθηνών),523,342,2,0,2,340,99,35,15,37,31,11,22,136,38,9,19,21,86,31,8,5,3,0,0,6,32,4,5,3,2,10,9,23,13,16,1,0,1,4,4,1,1,1,0,0,0,0,2,0,2,0,1,0,0,0,8,3,2,2,1,1,5,1,0,0,0,0,0,1,1,2,2,2,0,0,18,8,9,1,1,1,1,0,1,0,5,4
24 - Τρικάλων,Ετερ. Τρικάλων (από 26ο Ε.Τ. Νομ. Αττικής-Πειραιώς),113,77,2,0,2,75,23,8,3,8,2,3,3,36,7,0,5,7,30,11,5,1,4,0,0,4,2,0,0,0,1,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0
Σύνολο,,149928,86363,1070,520,1590,84773,25059,8124,2440,8645,6965,1913,3199,37619,9702,2854,10071,9934,18291,8338,1542,361,519,182,270,296,8232,1168,2923,469,2250,3182,1797,5140,1952,2623,659,593,781,633,666,223,100,158,77,43,28,8,356,72,81,35,117,61,64,44,2417,772,403,372,529,321,324,204,47,33,48,73,29,26,10,246,109,104,120,51,1741,481,312,247,366,602,86,47,321,61,711,370
