ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΛΑΜΑΤΙΑΝΟΣ ΔΙΟΝΥΣΙΟΣ-ΧΑΡΑΛΑΜΠΟΣ του Χρήστου,ΜΠΑΛΑΟΥΡΑΣ ΓΕΡΑΣΙΜΟΣ (ΜΑΚΗΣ) του Δημητρίου,ΜΠΑΞΕΒΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σόλωνα,ΝΟΤΑΡΑ ΚΑΤΕΡΙΝΑ-ΜΥΡΤΩ του Σταύρου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΤΖΑΜΠΑΖΗ ΜΑΡΙΑ του Ηλία,Νέα Δημοκρατία,ΑΥΓΕΡΙΝΟΠΟΥΛΟΥ ΔΙΟΝΥΣΙΑ-ΘΕΟΔΩΡΑ του Ζήσιμου,ΚΑΣΤΡΙΝΟΣ ΑΛΕΞΙΟΣ του Αθανασίου,ΚΟΝΤΟΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Θεοδώρου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ (ΝΤΕΝΗ) του Ιωάννη,ΣΤΑΘΟΠΟΥΛΟΥ ΙΩΑΝΝΑ-ΜΑΡΙΑ (ΜΑΡΙΑΝΝΑ) του Κωνσταντίνου,ΤΖΑΒΑΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΡΑΓΩΝΑΣ ΓΕΩΡΓΙΟΣ του Χαραλάμπους,ΚΡΕΣΠΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,ΚΩΝΣΤΑΝΤΙΝΟΥ ΝΙΚΟΛΑΟΣ του Χρήστου,ΛΑΒΔΑ ΔΙΟΝΥΣΙΑ του Παναγιώτη,ΧΡΙΣΤΟΦΟΡΟΥ ΣΠΥΡΙΔΟΥΛΑ του Αναστασίου,Κίνημα Αλλαγής,ΒΕΡΓΟΠΟΥΛΟΥ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,ΓΙΑΤΡΑ ΖΩΗ του Διονυσίου,ΖΑΦΕΙΡΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Γεωργίου,ΚΑΤΡΙΝΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΚΟΤΣΙΦΑΣ ΔΙΟΝΥΣΙΟΣ (ΣΑΚΗΣ) του Κωνσταντίνου,ΚΟΥΤΣΟΥΚΟΣ ΓΙΑΝΝΗΣ του Δημητρίου,ΧΡΟΝΗΣ ΑΡΙΣΤΟΜΕΝΗΣ του Παναγιώτη,Κ.Κ.Ε.,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΤΡΥΦΩΝ του Δημητρίου,ΓΙΑΝΝΑΡΟΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΓΙΑΝΝΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Δημοσθένη,ΚΑΡΑΠΑΝΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΞΕΝΟΣΤΑΘΗ ΑΘΑΝΑΣΙΑ (ΣΙΑ) του Ηλία,ΠΑΝΑΓΙΩΤΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Νικολάου,ΤΣΑΣΗ ΖΩΙΤΣΑ (ΖΩΗ) του Νικολάου,Ένωση Κεντρώων,ΔΗΛΑΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΔΟΥΔΟΥΞΗΣ ΔΗΜΗΤΡΗΣ του Σταμάτη,ΜΑΥΡΙΔΟΥ ΠΑΡΘΕΝΑ του Ξενοφώντος,ΠΑΝΑΓΟΠΟΥΛΟΥ-ΠΕΤΡΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Γεωργίου,ΣΤΑΜΑΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Χαράλαμπου,ΤΣΑΜΠΡΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΤΣΟΥΜΑ ΣΩΤΗΡΙΑ του Βασιλείου,Ο.Κ.Δ.Ε.,ΤΣΙΑΝΤΑ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΠΑΧΟΥΡΟΥ ΒΑΣΙΛΙΚΗ του Θεοδώρου,ΣΑΜΑΡΑΣ ΕΥΑΓΓΕΛΟΣ του Παναγιώτη,Ελλήνων Συνέλευσις,ΒΡΥΝΙΩΤΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΖΑΧΑΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΠΑΛΑΣΚΑ ΧΑΡΑΛΑΜΠΙΑ του Διονυσίου,ΠΑΠΑΔΑΤΟΥ-ΛΙΑΝΟΥ ΑΙΚΑΤΕΡΙΝΗ του Διονυσίου,ΧΡΙΣΤΟΔΟΥΛΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Αγγελή,Ελληνική Λύση - Κ. Βελόπουλος,ΑΝΑΣΤΑΣΟΠΟΥΛΟΣ ΦΩΤΙΟΣ του Νικολάου,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Δημητρίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΚΑΝΕΛΛΑ του Σωτηρίου,ΤΑΚΟΥΜΑΚΗ ΤΡΙΑΝΤΑΦΥΛΛΙΑ του Παναγιώτη,ΦΡΑΓΚΟΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΙΚΟΓΙΑΝΝΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Γεωργίου,ΖΟΥΛΟΥΜΗ ΚΩΝΣΤΑΝΤΙΝΑ του Χαράλαμπου,ΚΟΥΦΟΠΑΝΤΕΛΗΣ ΜΑΡΙΝΟΣ του Παντελή,Μ-Λ Κ.Κ.Ε.,ΣΟΦΗ ΠΑΡΑΣΚΕΥΟΥΛΑ του Δημητρίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΑΡΑΓΙΑΝΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γρηγορίου,Λαϊκή Ενότητα,ΒΑΜΒΑΚΑ ΠΑΝΑΓΙΩΤΑ του Κωνσταντίνου,ΚΑΡΑΜΑΝΗ ΕΛΕΝΗ του Αθανασίου,ΚΟΥΗΣ ΧΡΗΣΤΟΣ-ΧΡΥΣΟΣΤΟΜΟΣ του Διονυσίου,ΠΑΠΙΩΤΗΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΜέΡΑ25,ΚΑΝΕΛΛΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Διονυσίου,ΜΗΤΣΟΠΟΥΛΟΥ ΙΩΑΝΝΑ-ΦΩΤΕΙΝΗ του Γεωργίου,ΡΑΜΜΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΣΑΣΣΑΛΟΥ ΕΥΓΕΝΙΑ του Ανδρέα,ΦΩΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Δημιουργία ξανά - Θ. Τζήμερος,ΓΚΙΑΤΑ ΜΑΡΙΑ του Γεωργίου,ΚΑΤΣΙΚΑΔΑΚΟΥ ΙΟΥΛΙΑ του Βασιλείου,ΜΗΤΡΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΠΑΝΤΑΖΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΤΣΑΤΣΑΡΗΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΔΟΥΝΙΑΣ ΓΕΩΡΓΙΟΣ του Ανδρέα
32 - Ηλείας,220 E.T. Δήμου Ηλίδας,531,312,4,0,4,308,130,49,20,15,23,38,17,26,86,23,25,18,42,2,2,31,7,2,2,2,3,0,43,4,1,2,10,27,23,1,15,2,2,2,7,0,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,6,5,5,1,2,0,0,0,0,0,0,1,0,1,1,0,0,1,7,3,1,1,2,1,0,0,0,0,0,0,3,1
32 - Ηλείας,221 E.T. Δήμου Ηλίδας,538,305,0,2,2,303,132,26,22,19,32,41,22,31,85,29,18,20,41,4,2,14,5,2,2,0,1,0,47,2,4,0,6,21,38,1,8,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,1,2,1,0,0,0,0,0,0,5,1,1,1,1,0,0,4,1,1,0,0,1,0,0,0,0,0,0,7,3
32 - Ηλείας,222 E.T. Δήμου Ηλίδας,534,293,5,1,6,287,115,31,17,10,30,36,11,31,93,17,18,23,46,1,1,30,4,0,0,0,2,0,53,3,1,3,19,1,28,0,7,1,0,0,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
32 - Ηλείας,223 E.T. Δήμου Ηλίδας,489,269,3,2,5,264,97,25,20,4,20,11,26,2,88,29,27,38,27,2,1,9,6,2,2,1,1,0,48,3,6,2,29,26,11,1,6,1,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,0,0,0,0,0,4,0
32 - Ηλείας,224 E.T. Δήμου Ηλίδας,210,118,1,0,1,117,27,7,5,5,9,3,7,0,32,6,14,9,3,2,1,8,4,1,0,0,0,1,39,0,1,0,38,7,3,0,3,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,4,0
32 - Ηλείας,225 E.T. Δήμου Ηλίδας,543,316,3,1,4,312,106,18,25,11,26,20,9,1,103,22,31,20,49,1,1,21,7,2,1,0,3,2,62,4,4,9,15,39,28,1,6,1,1,1,0,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,7,4
32 - Ηλείας,226 E.T. Δήμου Ηλίδας,273,155,1,1,2,153,61,20,12,13,6,34,5,14,40,7,16,7,16,0,1,3,5,2,2,0,1,1,41,2,6,2,7,6,31,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0
32 - Ηλείας,227 E.T. Δήμου Ηλίδας,401,235,0,2,2,233,55,26,6,5,12,10,11,6,108,48,38,18,36,4,2,32,5,1,3,0,3,0,42,2,0,1,13,24,14,5,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,2,0,3,1,5,0,0,0,1,0,5,0
32 - Ηλείας,228 E.T. Δήμου Ηλίδας,312,205,0,0,0,205,70,10,18,14,15,17,10,3,74,18,12,11,32,3,3,18,6,2,1,1,1,1,21,2,1,0,7,3,11,0,14,0,1,1,7,1,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,1,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,8,3,0,0,2,2,0,0,0,0,0,0,1,0
32 - Ηλείας,229 E.T. Δήμου Ηλίδας,404,218,4,1,5,213,59,12,10,11,14,10,8,4,115,16,43,12,51,4,1,35,3,0,1,0,0,0,19,2,1,0,7,6,11,0,7,1,1,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
32 - Ηλείας,230 E.T. Δήμου Ηλίδας,513,285,0,1,1,284,113,38,14,9,20,11,68,6,78,15,40,19,25,0,2,19,8,2,0,3,3,1,36,0,4,0,21,11,22,0,23,0,5,1,8,2,8,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,8,0
32 - Ηλείας,231 E.T. Δήμου Ηλίδας,403,227,2,0,2,225,76,23,9,8,13,12,23,1,68,20,18,7,27,0,4,20,3,0,0,0,0,0,54,1,3,1,37,17,14,1,9,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,5,0
32 - Ηλείας,232 E.T. Δήμου Ηλίδας,451,225,2,1,3,222,62,26,11,4,18,9,4,2,87,17,17,38,42,2,0,16,4,0,0,0,0,0,45,0,0,0,23,16,15,4,11,0,0,0,7,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,2,0,0,0,0,0,0,0,1,0
32 - Ηλείας,233 E.T. Δήμου Ηλίδας,460,263,4,2,6,257,71,30,22,14,23,9,0,2,104,27,21,32,35,6,4,22,2,1,0,0,1,0,45,3,3,0,17,5,28,7,4,1,0,0,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,0,4,1,4,0,1,0,11,5,5,3,1,5,0,0,0,0,1,0,1,1,1,0,0,0,0,10,2,2,1,2,0,1,1,0,0,0,0,0,0
32 - Ηλείας,234 E.T. Δήμου Ηλίδας,415,254,10,1,11,243,97,32,15,3,20,22,9,3,75,24,33,7,36,3,0,13,10,1,1,1,5,0,41,2,5,1,17,5,22,10,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,0,5,3
32 - Ηλείας,235 E.T. Δήμου Ηλίδας,474,279,2,2,4,275,102,26,20,13,24,19,17,9,88,41,25,13,23,2,6,28,8,0,2,0,4,2,27,1,0,2,8,3,15,4,21,2,0,5,10,1,8,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,18,6,6,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,2,2
32 - Ηλείας,236 E.T. Δήμου Ηλίδας,534,319,1,4,5,314,106,38,17,14,32,27,17,9,106,40,33,20,33,3,0,29,11,1,4,0,3,2,41,3,5,0,16,13,20,1,27,4,2,7,10,1,12,4,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,12,5,5,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0
32 - Ηλείας,237 E.T. Δήμου Ηλίδας,566,265,0,0,0,265,124,56,23,8,17,44,27,23,62,8,60,0,5,0,0,51,0,0,0,0,0,0,77,1,3,0,48,15,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32 - Ηλείας,238 E.T. Δήμου Ηλίδας,490,227,0,0,0,227,78,30,14,13,7,7,32,5,88,30,15,26,39,7,2,20,10,1,2,4,0,1,37,0,0,4,16,3,22,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
32 - Ηλείας,239 E.T. Δήμου Ηλίδας,299,202,0,1,1,201,48,13,7,5,12,7,9,5,87,46,9,24,37,4,3,20,2,0,1,1,0,0,47,2,2,5,21,34,13,4,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,0,0,4,2
32 - Ηλείας,240 E.T. Δήμου Ηλίδας,547,319,3,2,5,314,124,40,11,12,25,21,15,6,81,13,48,15,35,3,15,26,3,0,0,1,2,0,71,8,9,1,29,16,32,6,4,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,8,5,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,2,3,0,0,0,0,0,5,0
32 - Ηλείας,241 E.T. Δήμου Ηλίδας,336,205,3,4,7,198,77,36,10,3,29,8,6,4,43,12,18,10,14,0,2,15,6,1,0,0,5,0,30,2,1,4,15,12,14,1,24,0,1,0,10,0,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,1,0,0,1,0,0,4,1
32 - Ηλείας,242 E.T. Δήμου Ηλίδας,452,250,5,6,11,239,104,60,24,17,20,18,21,5,78,14,40,10,31,2,3,18,6,3,2,0,1,0,17,3,1,2,7,5,6,1,13,1,1,2,8,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0
32 - Ηλείας,243 E.T. Δήμου Ηλίδας,360,214,2,1,3,211,87,42,23,18,22,7,17,7,68,15,37,13,25,6,1,15,6,2,0,1,2,0,24,2,4,2,8,7,9,9,10,0,2,1,8,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,2,3,2,3,1,0,0,0,0,0,1,0
32 - Ηλείας,244 E.T. Δήμου Ηλίδας,391,221,3,0,3,218,90,39,27,12,18,7,8,17,74,15,48,21,23,2,3,12,2,0,0,0,1,0,21,2,1,0,10,8,5,0,8,1,0,1,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,6,4,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,3,0
32 - Ηλείας,245 E.T. Δήμου Ηλίδας,402,263,2,3,5,258,58,14,6,8,16,8,3,3,131,41,39,26,59,4,1,30,6,0,4,0,3,3,45,4,4,0,13,10,17,4,7,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
32 - Ηλείας,246 E.T. Δήμου Ηλίδας,532,321,6,4,10,311,81,18,27,9,8,15,6,5,119,34,37,22,52,6,4,32,4,2,2,0,2,2,69,0,2,6,20,29,38,0,9,2,1,0,2,1,2,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,3,3,2,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,2,0,1,1,0,0,0,0,0,0,5,0
32 - Ηλείας,247 E.T. Δήμου Ηλίδας,535,300,3,2,5,295,82,29,30,12,9,12,11,7,129,39,33,27,59,7,2,36,6,1,3,0,4,1,50,2,4,2,25,20,17,1,4,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,1,3,1,0,1,1,0,0,0,0,0,2,0
32 - Ηλείας,248 E.T. Δήμου Ηλίδας,530,320,3,2,5,315,115,37,30,31,16,18,15,9,135,37,42,31,44,2,3,47,6,1,2,2,0,1,34,2,3,0,17,11,15,1,14,2,5,2,6,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0
32 - Ηλείας,249 E.T. Δήμου Ηλίδας,513,277,7,0,7,270,86,35,7,3,12,5,9,2,83,39,13,7,22,5,3,31,7,1,3,2,3,1,71,3,3,0,46,20,23,3,6,1,2,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,2,2,0,0,0,0,0,0,2,0
32 - Ηλείας,250 E.T. Δήμου Ηλίδας,241,131,0,0,0,131,53,25,5,6,8,7,15,7,18,5,4,1,3,0,0,6,9,0,0,0,0,1,38,2,1,3,23,20,12,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,1,0,0,0,0,0,0,0,0
32 - Ηλείας,251 E.T. Δήμου Ηλίδας,266,148,2,1,3,145,34,13,4,1,3,3,7,5,39,23,4,5,16,1,0,9,2,1,0,0,1,1,62,9,0,1,32,4,37,1,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32 - Ηλείας,252 E.T. Δήμου Ηλίδας,390,204,0,1,1,203,72,44,7,6,4,33,11,1,42,12,15,16,15,3,2,9,12,1,10,0,2,1,58,5,2,2,44,9,27,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1,1,3,1,0,1,0,0,1,4,0
32 - Ηλείας,253 E.T. Δήμου Ηλίδας,256,134,1,1,2,132,50,26,5,3,4,12,6,0,45,16,8,3,26,1,0,7,4,1,1,0,1,1,26,4,1,3,8,7,8,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32 - Ηλείας,254 E.T. Δήμου Ηλίδας,379,215,2,0,2,213,83,57,7,6,10,15,4,3,48,12,7,18,11,1,3,11,2,0,0,0,1,0,68,6,1,1,44,14,19,1,3,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
32 - Ηλείας,255 E.T. Δήμου Ηλίδας,462,272,0,3,3,269,78,46,10,6,9,3,3,2,58,22,19,3,30,2,2,12,4,0,2,0,1,0,99,6,10,1,65,18,36,5,11,2,2,1,8,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,4,1,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,0,0,1,0,4,0,0,0,0,0,1,0
32 - Ηλείας,256 E.T. Δήμου Ηλίδας,362,192,3,1,4,188,68,34,8,14,31,3,4,4,53,15,10,18,24,4,2,17,1,1,0,0,1,0,47,0,1,3,30,9,22,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32 - Ηλείας,257 E.T. Δήμου Ηλίδας,169,88,0,0,0,88,38,7,6,3,5,2,12,0,23,8,5,3,8,1,0,8,4,0,0,0,0,0,18,0,0,0,12,3,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32 - Ηλείας,258 E.T. Δήμου Ηλίδας,314,169,4,0,4,165,64,32,10,33,7,4,6,5,71,43,19,13,13,5,2,8,2,0,1,0,1,0,24,2,0,0,12,10,12,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32 - Ηλείας,259 E.T. Δήμου Ηλίδας,452,208,2,0,2,206,75,42,12,5,15,6,13,7,25,3,8,6,4,1,1,11,6,3,2,0,5,2,84,13,11,1,48,30,30,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,1,0,2,0,0,0,0,0,0,3,0
32 - Ηλείας,260 E.T. Δήμου Ηλίδας,281,137,1,0,1,136,36,23,2,3,1,19,2,2,65,40,5,15,26,4,3,16,2,0,1,0,1,0,27,2,5,0,13,11,16,0,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32 - Ηλείας,261 E.T. Δήμου Ηλίδας,296,157,6,2,8,149,84,39,5,17,12,8,10,17,10,3,0,0,4,4,0,3,3,1,1,0,0,0,45,6,1,1,19,11,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,1,1,0,0,0,0,0,1,0
32 - Ηλείας,262 E.T. Δήμου Ηλίδας,99,62,1,0,1,61,21,2,0,0,1,1,1,1,10,7,0,3,1,0,0,1,1,0,0,0,1,1,22,2,0,1,6,3,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
