ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΡΗΤΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Σωτηρίου,ΣΕΜΕΡΤΖΙΔΟΥ ΑΝΝΑ του Σάββα,ΣΗΦΑΚΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΤΖΑΚΡΗ ΘΕΟΔΩΡΑ του Εμμανουήλ,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΖΗΣΗΣ του Αθανασίου,Νέα Δημοκρατία,ΒΑΣΙΛΕΙΑΔΗΣ ΒΑΣΙΛΕΙΟΣ (ΛΑΚΗΣ) του Νικολάου,ΖΩΓΡΑΦΟΥ - ΤΣΑΝΤΑΚΗ ΜΑΡΙΑ του Γεωργίου,ΚΑΡΑΣΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΟΖΙΔΟΥ ΝΙΚΟΛΕΤΤΑ του Οδυσσέα,ΣΤΑΜΕΝΙΤΗΣ ΔΙΟΝΥΣΙΟΣ του Ευαγγέλου,ΦΟΥΝΤΟΥΚΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Αχιλλέα,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΚΑΤΣΑΡΑ-ΧΡΗΣΤΟΥ ΕΙΡΗΝΗ του Νικολάου,ΚΟΥΡΤΙΔΗΣ ΘΩΜΑΣ του Χαραλάμπους,ΣΑΧΙΝΙΔΗΣ ΙΩΑΝΝΗΣ του Ισαάκ,ΤΑΠΚΟΥ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,Κίνημα Αλλαγής,ΑΛΕΞΑΝΔΡΙΔΟΥ ΡΑΧΗΛ του Νικολάου,ΖΑΡΟΓΟΥΛΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αριστοτέλη,ΜΑΚΡΙΔΟΥ ΑΓΑΘΗ του Βασιλείου,ΜΠΟΓΔΑΝΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΠΑΠΑΔΑΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Γεωργίου,ΠΑΠΑΝΙΚΟΛΑΟΥ ΝΙΚΟΛΑΟΣ του Ιωάννη,Κ.Κ.Ε.,ΔΡΟΣΟΓΛΟΥ ΣΤΑΥΡΟΣ του Νικολάου,ΜΠΟΥΦΚΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΥΜΠΙΑ του Νικολάου,ΣΟΥΜΕΛΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΤΣΙΤΣΑΓΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωακείμ,ΧΑΤΖΗΒΑΣΙΛΕΙΑΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,Ένωση Κεντρώων,ΑΝΑΣΤΑΣΙΟΥ ΣΤΑΥΡΟΣ του Ιωάννη,ΔΗΜΟΠΟΥΛΟΥ ΑΓΓΕΛΙΚΗ του Χαραλάμπους,ΔΟΥΛΚΕΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΚΑΤΣΑΝΟΥ ΕΛΕΥΘΕΡΙΑ του Χαρίλαου,ΠΟΥΣΙΝΗΣ ΣΤΑΥΡΟΣ του Πέτρου,Ο.Κ.Δ.Ε.,ΓΑΤΣΟΥ ΙΟΡΔΑΝΑ του Ευάγγελου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΕΡΑΤΙΔΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΛΟΥΣΙΩΤΗΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΜΠΑΚΑΛΑΚΗ ΟΛΓΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΔΑΝΑΣ ΑΡΓΥΡΙΟΣ του Σταύρου,ΔΙΠΛΑΡΙΔΟΥ ΕΙΡΗΝΗ του Χαραλάμπους,ΔΙΣΚΟΥ ΠΑΡΑΣΚΕΥΗ του Παύλου,ΜΑΤΖΑΡΗΣ ΑΡΙΣΤΕΙΔΗΣ του Γεωργίου,ΟΡΜΑΝΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΦΑΝΤΙΔΗΣ ΦΩΤΙΟΣ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΥΓΕΡΟΥ ΜΑΡΙΑΝΝΑ του Αθανασίου,ΔΕΛΛΙΟΣ ΓΡΗΓΟΡΙΟΣ του Αντωνίου,ΚΑΠΕΤΑΝΙΔΗΣ ΖΑΦΕΙΡΙΟΣ του Ιωάννη,ΚΟΥΚΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ελευθερίου,ΤΡΙΚΑΛΙΩΤΗ ΑΙΚΑΤΕΡΙΝΗ του Αποστόλου,ΤΣΕΜΠΕΡΛΙΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Αναστασίου,Κ.Κ.Ε. (μ-λ),ΖΑΓΓΑΝΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ταξιάρχη,ΚΟΤΑΝΙΔΟΥ ΜΑΡΙΑ του Δημητρίου ,ΠΑΠΑΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Μ-Λ Κ.Κ.Ε.,ΣΟΥΛΙΩΤΗ ΣΟΦΙΑ του Κωνσταντίνου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΕΥΘΥΜΙΑΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΚΟΚΚΙΝΟΜΑΓΟΥΛΟΥ ΜΑΡΙΑ του Ίον,Λαϊκή Ενότητα,ΚΡΗΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΜΗΛΩΣΗ ΝΙΝΑ του Χρήστου,ΤΟΠΑΛΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Χρυσοβέργη,ΜέΡΑ25,ΔΟΥΡΔΟΥΜΠΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΑΡΚΟΥΔΑ ΕΥΘΥΜΙΑ (ΕΦΗ) του Αθανασίου,ΜΑΥΡΙΔΟΥ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Κυριάκου,ΠΟΖΑΡΛΗΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΤΟΥΣΙΑΣ ΛΕΩΝΙΔΑΣ του Αθανασίου,Δημιουργία ξανά - Θ. Τζήμερος,ΜΑΚΡΙΔΗΣ ΦΩΤΙΟΣ του Ευαγγέλου,ΜΑΤΣΑΚΙΔΟΥ ΑΝΘΙΑ του Βασιλείου -  Ελευθερίου,ΜΠΟΣΝΕΑ ΣΟΦΙΑ του Ιωάννη,ΧΑΪΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΡΕΝΤΖΟΥΛΑΣ ΑΝΔΡΕΑΣ του Γεωργίου ,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΠΑΝΟΓΛΟΥ ΕΥΣΤΡΑΤΙΟΣ του Ευθυμίου
11 - Πέλλας,93 E.T. Δήμου Έδεσσας,567,355,10,4,14,341,98,14,5,33,31,57,2,140,25,19,62,11,29,24,9,4,1,5,4,26,5,4,3,1,20,0,7,0,1,1,0,5,2,9,4,1,2,0,0,1,1,3,2,2,1,1,0,0,1,1,0,0,20,6,10,2,5,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,13,0,2,5,3,4,5,0,0,0,0,0,0,7,4
11 - Πέλλας,94 E.T. Δήμου Έδεσσας,566,330,5,2,7,323,114,11,2,28,41,61,3,125,13,18,56,8,34,16,7,3,1,2,2,26,6,1,2,3,12,2,5,0,0,1,0,2,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,2,6,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,2,0,4,2,2,2,0,0,0,0,0,0,6,0
11 - Πέλλας,95 E.T. Δήμου Έδεσσας,532,359,4,5,9,350,112,11,6,29,35,53,3,132,24,14,56,7,31,16,11,6,2,5,0,30,9,1,1,1,16,2,8,0,2,1,0,2,2,7,1,0,1,0,0,0,0,6,0,4,1,0,0,0,0,0,0,0,16,2,2,4,6,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,17,1,0,0,1,9,3,0,1,0,0,0,0,5,3
11 - Πέλλας,96 E.T. Δήμου Έδεσσας,557,340,4,4,8,332,117,9,12,38,40,53,4,100,15,13,33,4,30,12,8,3,0,0,1,29,7,2,2,2,15,2,8,1,1,0,0,4,1,7,1,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,26,2,8,3,10,0,4,0,0,0,0,0,0,3,1,1,0,0,0,0,20,1,1,2,0,11,4,1,0,0,0,0,0,8,6
11 - Πέλλας,97 E.T. Δήμου Έδεσσας,536,354,11,6,17,337,134,13,11,49,41,55,7,112,17,17,41,2,32,23,9,4,2,4,1,15,3,2,4,4,8,1,8,0,0,0,0,4,2,11,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,23,7,8,1,9,1,2,0,0,0,0,0,0,3,0,0,1,0,0,0,11,0,0,1,1,7,1,0,0,0,0,0,0,6,0
11 - Πέλλας,98 E.T. Δήμου Έδεσσας,547,320,2,6,8,312,110,5,4,37,31,63,1,118,25,17,42,14,32,23,4,3,0,1,1,25,4,3,1,3,16,1,6,0,0,2,1,2,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,4,4,3,7,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,15,2,2,1,3,7,1,0,0,0,0,0,0,4,0
11 - Πέλλας,99 E.T. Δήμου Έδεσσας,541,322,2,2,4,318,123,11,12,25,25,70,4,114,13,14,73,9,28,14,2,0,0,2,0,26,7,2,4,3,19,0,11,1,1,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,7,2,4,4,2,0,0,0,0,0,0,3,0,0,1,0,0,0,13,2,2,1,4,3,2,0,0,0,0,0,0,2,0
11 - Πέλλας,100 E.T. Δήμου Έδεσσας,556,339,5,2,7,332,107,2,5,29,39,59,3,126,14,25,51,14,38,21,7,4,1,1,1,25,8,1,3,3,11,2,12,0,0,2,2,4,2,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,3,10,1,4,3,7,0,0,0,0,1,0,1,0,0,1,0,0,0,11,1,0,1,4,2,5,0,0,0,0,0,0,1,0
11 - Πέλλας,101 E.T. Δήμου Έδεσσας,537,319,0,3,3,316,102,9,12,30,35,47,3,112,9,14,49,14,31,21,13,5,4,6,1,25,9,1,1,3,17,2,6,1,0,1,1,3,1,12,3,2,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,16,2,4,0,6,0,3,0,0,0,0,0,0,4,0,0,1,1,1,0,14,2,1,1,2,8,3,1,0,0,0,0,0,6,3
11 - Πέλλας,102 E.T. Δήμου Έδεσσας,532,320,10,2,12,308,102,10,3,36,28,48,1,102,20,10,58,9,24,19,10,4,3,4,0,25,9,1,0,2,21,0,17,0,1,0,1,8,4,7,1,1,2,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,20,3,7,0,7,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,16,2,2,2,3,5,2,2,0,1,0,0,0,4,1
11 - Πέλλας,103 E.T. Δήμου Έδεσσας,567,347,7,0,7,340,119,11,7,43,34,54,1,121,48,17,51,9,56,19,10,5,2,4,2,27,8,2,0,3,9,6,5,0,0,1,0,1,0,10,3,1,2,2,1,0,0,4,0,3,1,1,0,0,0,0,0,1,17,4,4,1,8,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,16,0,1,2,4,15,3,0,0,0,0,0,0,5,1
11 - Πέλλας,104 E.T. Δήμου Έδεσσας,554,359,17,0,17,342,99,5,4,43,31,45,4,111,46,16,42,15,34,20,10,5,1,5,2,33,13,2,7,3,19,2,16,0,0,3,0,7,4,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,10,3,6,3,3,0,0,0,0,0,0,3,2,0,2,1,0,0,16,2,1,1,4,8,7,1,2,2,0,0,0,11,5
11 - Πέλλας,105 E.T. Δήμου Έδεσσας,570,330,3,5,8,322,109,14,9,27,32,52,8,121,12,11,45,11,38,19,10,5,1,0,0,17,8,0,0,4,7,2,4,1,0,0,0,2,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,6,8,2,8,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,14,1,2,2,3,11,5,0,0,0,0,7,0,0,0
11 - Πέλλας,106 E.T. Δήμου Έδεσσας,538,304,3,5,8,296,84,8,10,31,30,35,5,122,14,12,52,9,25,27,19,7,2,7,3,22,10,0,1,2,11,1,11,1,0,2,2,2,3,3,1,1,0,1,1,1,1,3,0,2,1,0,0,0,0,0,0,0,16,4,7,2,2,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,8,0,2,2,1,2,2,1,0,0,1,0,0,4,2
11 - Πέλλας,107 E.T. Δήμου Έδεσσας,541,280,3,0,3,277,77,6,6,22,20,40,6,103,10,24,59,7,23,13,9,6,1,2,1,28,9,2,2,3,15,4,5,0,2,2,0,1,3,10,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,21,4,9,6,7,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,15,1,2,2,2,9,0,0,0,0,0,0,0,3,0
11 - Πέλλας,108 E.T. Δήμου Έδεσσας,555,310,3,5,8,302,100,17,11,24,40,53,1,106,22,22,48,6,24,22,11,9,1,4,3,27,6,1,4,0,11,4,2,0,0,0,0,2,2,9,3,4,5,1,1,0,0,4,0,2,2,0,0,0,0,0,0,0,12,3,2,4,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17,4,1,0,5,10,3,0,0,0,0,0,0,10,9
11 - Πέλλας,109 E.T. Δήμου Έδεσσας,539,303,4,2,6,297,75,6,9,23,27,40,4,126,24,20,71,9,37,14,16,10,3,6,2,20,6,3,6,3,9,5,12,1,0,2,1,4,2,6,0,2,2,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,11,7,1,2,1,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,13,1,2,5,3,3,5,1,1,2,0,0,0,8,5
11 - Πέλλας,110 E.T. Δήμου Έδεσσας,569,319,3,2,5,314,110,11,4,35,38,55,4,107,19,16,38,10,27,18,9,1,2,2,0,30,7,0,3,7,21,2,13,0,9,0,1,8,5,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,1,7,0,4,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,6,1,2,0,3,2,2,0,0,0,0,0,0,9,0
11 - Πέλλας,111 E.T. Δήμου Έδεσσας,531,292,4,0,4,288,113,11,5,38,36,52,3,92,13,19,42,2,27,12,11,6,1,3,3,12,2,2,1,2,4,1,11,1,0,2,1,5,5,7,1,2,1,2,0,3,3,4,0,4,3,0,0,0,0,0,0,0,21,5,8,1,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,8,2,0,0,3,2,3,2,0,0,1,0,0,2,1
11 - Πέλλας,112 E.T. Δήμου Έδεσσας,532,293,1,0,1,292,96,16,7,32,25,49,5,97,16,13,41,5,24,14,24,17,2,6,8,18,12,1,1,4,8,0,3,1,0,0,1,1,0,4,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,14,4,5,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,2,2,6,12,5,0,0,0,0,0,0,7,0
11 - Πέλλας,113 E.T. Δήμου Έδεσσας,530,287,2,6,8,279,92,7,7,29,38,43,4,93,20,13,44,10,27,19,9,5,2,4,2,24,13,0,1,3,16,1,13,0,0,3,2,6,4,5,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,22,3,6,1,6,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,9,0,1,0,2,3,3,0,0,0,0,0,0,3,0
11 - Πέλλας,114 E.T. Δήμου Έδεσσας,530,268,7,0,7,261,83,9,7,25,20,44,2,83,14,9,53,3,27,10,6,2,0,2,2,21,6,1,4,4,9,1,6,0,0,0,1,3,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,4,8,1,9,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,1,1,4,0,8,4,0,0,0,0,0,0,6,0
11 - Πέλλας,115 E.T. Δήμου Έδεσσας,530,276,7,6,13,263,81,16,1,31,23,45,5,103,12,16,42,12,20,11,6,1,1,5,0,18,4,2,2,1,6,3,21,1,2,2,5,9,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,1,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,7,0,0,0,0,0,0,5,0
11 - Πέλλας,116 E.T. Δήμου Έδεσσας,530,292,8,8,16,276,104,13,13,46,35,39,8,85,10,18,38,9,21,20,11,7,2,3,2,24,9,0,0,1,13,3,2,1,0,0,1,2,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,4,8,1,7,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,1,2,3,4,1,0,0,0,0,0,0,7,0
11 - Πέλλας,117 E.T. Δήμου Έδεσσας,535,270,6,3,9,261,64,9,2,20,22,17,1,111,14,18,49,12,20,13,14,7,2,7,0,18,8,0,1,0,13,1,9,0,0,0,3,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,8,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,1,2,5,6,3,0,1,0,0,0,6,3
11 - Πέλλας,118 E.T. Δήμου Έδεσσας,423,285,2,1,3,282,84,6,0,21,25,50,6,93,19,9,50,7,17,23,3,0,0,0,0,53,33,3,2,3,31,3,12,0,1,0,1,9,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,5,5,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,3,4,1,0,0,0,0,0,0,4,0
11 - Πέλλας,119 E.T. Δήμου Έδεσσας,410,254,3,2,5,249,95,10,7,25,30,62,1,90,5,10,69,5,26,15,7,5,3,3,0,25,8,0,3,3,18,2,3,1,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,2,1,2,2,0,0,0,0,0,0,3,1,1,0,0,0,0,8,1,1,1,2,5,3,1,2,1,0,0,0,1,1
11 - Πέλλας,120 E.T. Δήμου Έδεσσας,372,226,1,1,2,224,102,7,13,25,31,61,1,63,5,9,40,4,23,4,4,2,1,0,2,21,9,0,1,1,6,2,5,1,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,8,1,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,0,0,2,2,0,0,0,0,0,0,2,0
11 - Πέλλας,121 E.T. Δήμου Έδεσσας,381,229,0,1,1,228,93,7,9,12,28,65,0,72,4,9,48,1,13,12,6,1,1,1,0,13,3,0,1,1,10,1,7,0,0,0,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,3,1,1,1,2,2,0,0,0,0,0,0,2,0,0,1,1,0,1,18,0,2,4,5,6,1,1,0,0,1,0,0,3,2
11 - Πέλλας,122 E.T. Δήμου Έδεσσας,311,124,0,0,0,124,31,3,2,8,4,23,0,77,25,6,65,6,13,7,2,0,0,0,0,8,2,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0
11 - Πέλλας,123 E.T. Δήμου Έδεσσας,350,144,3,1,4,140,64,0,3,6,14,51,1,56,18,4,35,4,19,4,6,4,1,1,0,9,1,0,2,0,8,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 - Πέλλας,124 E.T. Δήμου Έδεσσας,342,212,3,1,4,208,64,5,2,6,13,48,2,97,26,12,57,3,22,14,11,5,2,2,1,18,3,0,4,3,13,1,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,2,0
11 - Πέλλας,125 E.T. Δήμου Έδεσσας,419,250,0,4,4,246,84,4,3,11,32,67,1,110,31,9,74,9,20,10,7,0,2,4,2,22,2,0,3,2,15,5,3,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,1,0,5,1,0,0,0,0,0,0,1,0
11 - Πέλλας,126 E.T. Δήμου Έδεσσας,299,208,3,1,4,204,95,7,6,13,24,80,1,58,12,7,30,3,14,9,2,0,0,0,0,16,3,0,0,11,8,0,15,1,1,1,1,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,6,3,0,0,0,0,0,0,0,0,0
11 - Πέλλας,127 E.T. Δήμου Έδεσσας,292,201,2,2,4,197,59,7,2,6,12,50,1,73,27,7,46,1,19,9,4,1,0,1,1,25,4,0,0,10,11,0,2,0,0,0,0,1,0,6,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,11,6,4,2,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,12,0,0,4,2,1,0,0,0,0,0,0,0,2,1
11 - Πέλλας,128 E.T. Δήμου Έδεσσας,396,252,2,0,2,250,54,6,2,9,16,37,1,130,34,19,85,3,30,13,14,0,0,0,0,25,11,0,0,4,19,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,5,5,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11 - Πέλλας,129 E.T. Δήμου Έδεσσας,369,221,0,3,3,218,91,2,8,20,17,60,1,63,20,10,36,2,9,9,10,10,1,3,1,19,6,9,3,0,10,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,4,4,0,4,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0
11 - Πέλλας,130 E.T. Δήμου Έδεσσας,435,301,1,1,2,299,96,6,6,27,18,67,0,97,19,13,46,2,32,12,11,4,2,5,1,32,15,0,1,3,17,3,4,2,0,1,0,2,1,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,34,6,7,2,21,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,1,1,2,3,1,0,0,0,0,0,0,2,0
11 - Πέλλας,131 E.T. Δήμου Έδεσσας,363,192,1,3,4,188,68,5,1,2,11,53,0,84,18,6,71,2,22,8,3,1,0,2,0,8,4,0,0,0,7,0,2,0,1,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,3,0
11 - Πέλλας,132 E.T. Δήμου Έδεσσας,358,179,2,2,4,175,57,5,1,1,15,44,3,79,45,4,48,1,11,8,2,1,0,1,0,11,8,0,0,2,1,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,2,4,0,0,0,0,0,0,0,4,0
11 - Πέλλας,133 E.T. Δήμου Έδεσσας,496,363,3,0,3,360,155,6,9,16,23,129,1,78,21,9,43,2,17,12,10,1,2,3,1,39,14,1,0,5,22,1,19,0,0,0,2,5,0,11,3,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,25,1,9,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,9,0,1,1,1,3,2,0,0,0,0,0,0,8,2
11 - Πέλλας,134 E.T. Δήμου Έδεσσας,416,267,3,1,4,263,96,2,6,16,18,57,9,94,17,8,39,10,21,30,5,3,3,4,0,14,12,1,0,1,1,1,5,0,1,0,0,2,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,2,3,1,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,16,1,3,1,6,6,5,0,0,0,0,0,0,6,0
11 - Πέλλας,135 E.T. Δήμου Έδεσσας,435,239,3,2,5,234,95,7,2,11,19,57,10,73,10,3,22,10,18,13,7,2,3,3,1,17,10,0,1,0,4,0,6,0,0,0,0,4,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,6,3,6,0,0,0,0,0,0,0,0
11 - Πέλλας,136 E.T. Δήμου Έδεσσας,467,291,3,3,6,285,110,10,16,23,28,56,10,67,12,5,25,8,14,15,10,4,1,5,2,37,23,5,0,1,17,3,12,0,0,0,2,7,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,2,3,2,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,2,13,1,3,0,0,0,0,0,0,5,0
11 - Πέλλας,137 E.T. Δήμου Έδεσσας,429,239,2,2,4,235,117,10,1,11,27,86,3,70,15,12,28,7,27,14,5,4,0,3,0,10,7,0,0,1,9,1,7,0,0,1,0,3,1,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,3,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,2,0
11 - Πέλλας,138 E.T. Δήμου Έδεσσας,478,266,5,5,10,256,99,1,8,12,17,76,4,95,43,11,37,5,32,12,6,0,2,4,0,26,5,0,3,3,15,0,4,0,0,2,0,2,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,3,2,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,2,2,6,0,0,0,0,0,0,0,2,0
11 - Πέλλας,139 E.T. Δήμου Έδεσσας,260,175,1,0,1,174,65,2,1,13,31,41,0,71,3,29,22,0,43,7,8,6,3,1,3,5,1,0,0,0,3,0,3,0,1,0,0,1,0,4,1,0,0,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,7,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0
