ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΙΑΝΝΑΚΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Αλεξάνδρου,ΖΕΪΜΠΕΚ ΧΟΥΣΕΪΝ του Χασάν,ΜΠΕΖΙΑΤ ΒΑΛΕΝΤΙΝΑ-ΛΥΓΙΑ του Βασιλείου,ΡΟΥΤΣΗ-ΕΥΑΓΓΕΛΙΔΟΥ ΧΡΙΣΤΙΝΑ του Δημητρίου,ΣΤΟΓΙΑΝΝΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Κωνσταντίνου,Νέα Δημοκρατία,ΠΑΥΛΙΔΟΥ ΜΑΡΙΝΑ του Γεωργίου,ΣΑΛΤΟΥΡΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΣΙΑΜΠΑΝ ΟΓΛΟΥ ΑΛΕΒ του Σουκρή,ΤΣΙΛΙΓΓΙΡΗΣ ΣΠΥΡΙΔΩΝ (ΣΠΥΡΟΣ) του Γεωργίου,ΧΑΤΖΗ ΜΕΜΙΣ ΤΟΥΡΚΕΣ του Μεχμέτ,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΕΩΡΓΑΚΑΚΗΣ ΙΑΚΩΒΟΣ του Γαβριήλ,ΓΚΟΥΤΖΙΜΙΔΗ ΕΙΡΗΝΗ του Ιωάννη,ΓΟΡΙΔΑΡΗ ΚΥΡΙΑΚΗ του Παναγιώτη,ΚΑΠΑΓΕΡΙΔΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΚΟΤΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,Κίνημα Αλλαγής,ΑΜΑΞΑ ΑΓΛΑΪΑ του Ευαγγέλου,ΑΝΤΩΝΙΑΔΗΣ ΑΝΕΣΤΗΣ του Κωνσταντίνου,ΚΑΡΑΛΙΔΗΣ ΦΩΤΙΟΣ του Γεωργίου,ΜΠΑΡΑΝ ΜΠΟΥΡΧΑΝ του Νετζαντή,ΣΑΦΕΡ ΟΓΛΟΥ ΝΕΡΙΜΑΝ του Χουσεΐν,Κ.Κ.Ε.,ΒΑΚΙΡΤΖΗΣ ΕΥΑΓΓΕΛΟΣ (ΜΠΑΚΕΡΟ) του Χρήστου,ΜΑΧΑΙΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Βίκτωρ,ΡΟΪΔΟΥ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΦΩΤΙΑΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Πολυκάρπου,ΧΑΤΖΟΓΛΟΥ ΜΟΥΡΑΤ του Σαμπρή,Ένωση Κεντρώων,ΚΥΡΙΑΚΙΔΟΥ ΣΟΝΙΑ του Σέργιου,ΜΠΑΛΤΑΤΖΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΠΡΑΠΑΣ ΑΛΚΙΒΙΑΔΗΣ του Παναγιώτη,Ο.Κ.Δ.Ε.,ΝΤΟΥΡΟΥ ΕΛΕΥΘΕΡΙΑ του Θωμά,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΛΕΞΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Ευαγγέλου,ΜΗΛΙΑΖΗΜ ΤΖΕΜΑΛΗ του Μεχμέτ,Ελλήνων Συνέλευσις,ΚΑΡΑΚΑΣΗΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΤΟΤΙΕΦ ΕΙΡΗΝΗ του Σέργιου,ΤΣΕΡΝΟΣ ΙΩΑΝΝΗΣ του Ευαγγέλου,Ελληνική Λύση - Κ. Βελόπουλος,ΕΥΘΥΜΙΑΔΟΥ ΑΘΑΝΑΣΙΑ του Χρήστου,ΚΟΥΤΕΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΜΠΑΪΡΑΚΤΑΡΗΣ ΣΩΤΗΡΙΟΣ του Λεωνίδα,ΜΥΛΩΝΑΣ ΓΕΩΡΓΙΟΣ του Ανέστη,ΨΑΡΑΓΚΑΘΟΥ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΑΝΤΩΝΙΑΔΟΥ-ΜΑΡΙΟΛΗ ΜΑΡΙΑ του Παναγιώτη,ΙΩΑΝΝΙΔΟΥ ΕΛΙΣΣΑΒΕΤ (ΒΕΤΑ) του Κωνσταντίνου,ΚΑΜΠΑΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΚΟΣΟΓΛΟΥ ΜΟΥΖΑΦΕΡ του Ρασήμ,ΧΑΤΖΗΣΑΒΒΑΣ ΣΤΕΦΑΝΟΣ του Αποστόλου,Μ-Λ Κ.Κ.Ε.,ΠΕΤΡΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Νικολάου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΟΤΣΙΚΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,Λαϊκή Ενότητα,ΚΑΡΑΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΟΣΜΙΔΗΣ ΑΝΤΩΝΙΟΣ του Νικολάου,ΧΑΡΑΛΑΜΠΙΔΟΥ ΕΛΙΣΣΑΒΕΤ του Δημητρίου,ΜέΡΑ25,ΓΙΑΝΝΙΚΗ ΕΛΙΣΣΑΒΕΤ του Ιωάννη,ΠΑΠΑΔΟΥΔΗΣ ΑΝΤΩΝΙΟΣ του Χριστοφόρου,ΤΣΑΜΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,Δημιουργία ξανά - Θ. Τζήμερος,ΜΕΡΜΗΓΚΑΣ ΓΕΩΡΓΙΟΣ -  ΑΝΔΡΟΜΑΧΟΣ του Δημητρίου,ΜΠΑΝΑ ΖΩΗ του Γεωργίου,ΤΣΙΜΠΕΡΙΔΗΣ ΙΩΑΝΝΗΣ του Βαλσάμη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΥΡΕΝΤΙΑΔΗΣ ΓΙΑΝΝΗΣ του Πέτρου
3 - Ξάνθης,1 E.T. Δήμου Αβδήρων,534,285,6,0,6,279,89,41,5,1,9,10,103,22,26,0,45,1,10,6,0,0,2,1,39,2,9,25,0,0,4,3,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,18,7,2,6,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5,2,1,0,1,0,0,0,3,1
3 - Ξάνθης,2 E.T. Δήμου Αβδήρων,524,270,3,3,6,264,69,36,4,0,9,8,124,23,30,3,59,0,11,5,0,0,1,1,33,1,15,12,2,0,5,1,2,0,1,1,1,0,0,0,0,0,0,0,0,2,1,1,0,8,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,5,1,0,0,2,0
3 - Ξάνθης,3 E.T. Δήμου Αβδήρων,536,273,5,3,8,265,82,43,6,5,3,0,105,14,27,3,58,0,12,8,0,0,2,1,34,0,2,29,0,0,4,2,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15,3,2,4,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,2,0,3,0,1,0,1,1
3 - Ξάνθης,4 E.T. Δήμου Αβδήρων,533,270,1,2,3,267,63,27,7,3,4,9,146,14,36,4,84,0,7,3,1,0,2,0,28,1,2,22,1,0,2,0,1,1,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,6,0,2,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,4,0,2,0,3,3
3 - Ξάνθης,5 E.T. Δήμου Αβδήρων,289,163,0,1,1,162,29,10,4,0,2,4,84,12,23,1,48,0,24,23,0,0,1,0,11,1,9,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
3 - Ξάνθης,6 E.T. Δήμου Αβδήρων,473,275,5,5,10,265,39,17,0,3,4,8,154,31,60,0,63,0,6,4,0,0,1,1,24,0,5,16,0,0,2,1,0,0,1,0,3,1,2,0,0,0,3,3,0,0,0,0,0,7,2,1,2,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,14,2,8,1,1,0,0,1,9,6
3 - Ξάνθης,7 E.T. Δήμου Αβδήρων,454,281,3,0,3,278,82,36,4,3,4,5,103,42,11,0,39,0,23,7,2,0,7,3,23,0,1,17,0,0,5,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,14,1,1,6,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,11,1,5,0,2,0,0,0,9,5
3 - Ξάνθης,8 E.T. Δήμου Αβδήρων,372,221,1,3,4,217,29,21,0,0,0,0,85,19,13,1,49,0,10,1,0,0,0,6,61,2,0,57,0,0,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,3,4,0,0,0,0,0,4,4
3 - Ξάνθης,9 E.T. Δήμου Αβδήρων,370,217,0,1,1,216,29,19,0,2,0,1,97,33,33,0,25,0,15,5,0,2,0,4,41,0,0,39,0,0,6,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,13,1,0,4,4,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,6,0,0,0,0,0,2,2
3 - Ξάνθης,10 E.T. Δήμου Αβδήρων,389,268,5,1,6,262,69,51,0,3,0,4,112,32,27,1,49,0,16,6,0,0,4,5,25,11,5,5,4,0,4,1,0,0,1,0,5,1,3,0,0,0,0,0,0,0,0,0,0,14,3,1,4,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,6,1,1,2,5,0,3,1,3,2
3 - Ξάνθης,11 E.T. Δήμου Αβδήρων,378,254,4,2,6,248,64,41,0,2,1,8,126,23,20,1,74,0,5,1,0,0,3,1,22,13,3,6,0,0,2,1,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,10,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,2,4,0,1,0,0,0
3 - Ξάνθης,12 E.T. Δήμου Αβδήρων,222,132,2,0,2,130,23,14,1,0,0,3,73,22,19,0,28,0,12,1,1,0,7,3,5,0,3,2,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,2,1,0,0,2,1
3 - Ξάνθης,13 E.T. Δήμου Αβδήρων,399,255,3,1,4,251,77,39,2,5,2,14,86,16,24,1,40,0,12,3,0,0,2,3,40,1,4,26,0,0,7,3,1,0,1,0,3,0,2,0,0,0,1,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,8,4,0,0,2,0,0,0,9,7
3 - Ξάνθης,14 E.T. Δήμου Αβδήρων,550,210,1,0,1,209,68,15,20,0,1,13,98,17,13,4,44,4,11,0,0,0,7,3,13,1,2,7,1,0,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,1
3 - Ξάνθης,15 E.T. Δήμου Αβδήρων,552,252,5,3,8,244,87,33,11,1,1,27,75,10,24,5,23,6,17,1,1,0,11,0,19,0,6,11,0,0,18,0,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12,2,3,3,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,6,2,1,0,3,0,2,0,2,0
3 - Ξάνθης,16 E.T. Δήμου Αβδήρων,553,204,2,2,4,200,90,31,7,3,2,22,67,15,13,0,24,7,9,1,0,0,7,1,5,0,0,1,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,7,3,1,0,2,0,1,0,1,0
3 - Ξάνθης,17 E.T. Δήμου Αβδήρων,548,225,4,1,5,220,84,38,16,0,3,19,60,12,28,0,15,1,12,0,1,0,7,4,15,1,9,4,0,0,19,0,18,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,14,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,2,1,1,3,0,2,0,2,2
3 - Ξάνθης,18 E.T. Δήμου Αβδήρων,548,225,8,1,9,216,79,24,21,3,0,11,84,18,22,2,31,5,7,1,0,1,4,0,10,1,3,2,3,0,15,0,11,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,1,1,1,2,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,5,1,2,0,0,0,0,0,4,2
3 - Ξάνθης,19 E.T. Δήμου Αβδήρων,553,200,4,0,4,196,80,16,20,0,4,19,78,12,17,1,36,7,5,1,0,0,2,0,14,7,2,2,2,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,1,1
3 - Ξάνθης,20 E.T. Δήμου Αβδήρων,566,270,6,2,8,262,57,22,22,1,2,4,148,21,30,2,74,9,13,1,0,0,6,2,14,1,4,4,5,0,5,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,14,4,0,6,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,3,0,1,1,0,0,0,0,2,1
3 - Ξάνθης,21 E.T. Δήμου Αβδήρων,551,267,14,2,16,251,61,20,18,0,0,2,140,33,19,3,57,18,10,1,0,1,5,1,9,0,2,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0,9,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,2,0,0,0,5,0,1,0,2,2
3 - Ξάνθης,22 E.T. Δήμου Αβδήρων,469,224,3,5,8,216,57,25,14,1,2,6,107,37,26,1,37,0,3,1,0,0,1,1,18,2,11,3,0,0,7,4,1,1,0,0,4,2,1,1,0,0,0,0,0,2,0,1,1,8,2,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,1,0,0,0,4,3
3 - Ξάνθης,23 E.T. Δήμου Αβδήρων,473,230,2,1,3,227,49,23,4,1,1,6,112,37,29,1,38,4,13,1,0,0,7,4,14,0,10,3,0,0,8,2,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,20,2,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,1,0,0,3,2
3 - Ξάνθης,24 E.T. Δήμου Αβδήρων,472,195,1,1,2,193,49,20,5,3,3,10,79,28,19,3,26,0,9,4,0,0,3,2,16,0,10,3,0,0,3,0,0,0,2,0,2,0,1,0,0,0,0,0,0,2,0,0,2,17,0,1,4,9,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,2,0,2,1,1,0,0,6,4
3 - Ξάνθης,25 E.T. Δήμου Αβδήρων,377,201,0,0,0,201,75,54,0,0,0,11,67,22,19,0,23,0,16,1,0,0,7,5,15,1,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,18,1,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,3,2
3 - Ξάνθης,26 E.T. Δήμου Αβδήρων,333,161,3,1,4,157,59,39,1,2,2,8,35,9,8,2,12,0,5,1,0,0,1,1,12,0,5,2,4,0,6,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,20,2,0,6,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,9,3,0,0,3,0,3,0,4,2
3 - Ξάνθης,27 E.T. Δήμου Αβδήρων,338,188,2,0,2,186,53,34,2,2,1,8,69,12,37,0,18,0,8,0,0,1,4,1,19,0,11,5,2,0,5,0,1,0,4,0,2,0,0,1,0,0,0,0,0,2,1,1,0,14,0,4,5,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,2,0,6,0,5,0,1,1
3 - Ξάνθης,28 E.T. Δήμου Αβδήρων,375,206,7,3,10,196,110,7,81,0,0,2,60,6,13,9,0,27,1,0,0,0,0,0,17,1,1,1,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
3 - Ξάνθης,29 E.T. Δήμου Αβδήρων,363,144,6,4,10,134,72,3,50,0,1,1,43,5,17,4,0,14,0,0,0,0,0,0,10,0,0,0,9,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3 - Ξάνθης,30 E.T. Δήμου Αβδήρων,323,168,1,3,4,164,72,16,40,5,0,4,46,15,11,4,9,6,7,2,0,0,2,2,12,1,2,2,6,0,6,0,0,0,1,2,3,1,1,0,0,0,2,0,2,0,0,0,0,12,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0
3 - Ξάνθης,31 E.T. Δήμου Αβδήρων,318,154,1,2,3,151,66,5,52,0,0,3,62,8,13,7,16,16,0,0,0,0,0,0,5,0,0,2,3,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,3,2
3 - Ξάνθης,32 E.T. Δήμου Αβδήρων,492,304,1,2,3,301,77,44,0,1,1,11,96,23,22,0,42,0,16,2,0,0,5,2,29,5,10,11,0,0,21,6,3,6,3,0,9,1,1,0,0,0,0,0,0,1,1,0,0,19,6,3,2,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,5,0,3,0,11,2,2,0,11,8
3 - Ξάνθης,33 E.T. Δήμου Αβδήρων,481,274,5,4,9,265,75,38,1,1,7,7,73,30,24,0,15,0,13,2,1,2,4,3,39,2,8,23,2,0,19,4,2,7,2,0,1,1,0,0,0,0,0,0,0,3,0,1,2,21,2,1,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,2,0,4,0,2,0,10,5
3 - Ξάνθης,34 E.T. Δήμου Αβδήρων,333,157,3,1,4,153,45,13,21,0,1,4,56,12,9,3,14,15,6,2,0,0,2,1,24,0,18,0,6,0,6,1,3,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,6,0,0,5,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0,1,0,1,1,0,0,0,0
3 - Ξάνθης,35 E.T. Δήμου Αβδήρων,340,163,1,2,3,160,75,22,40,0,0,8,50,18,9,2,5,11,2,0,0,0,0,1,18,0,16,1,1,0,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,2,2
3 - Ξάνθης,36 E.T. Δήμου Αβδήρων,414,213,4,0,4,209,63,23,2,0,3,20,99,7,29,0,58,1,4,1,0,0,2,0,16,3,2,9,0,1,4,0,0,2,1,0,0,0,0,0,0,0,1,0,0,3,0,0,3,9,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,5,1,1,0,0,1,0,0
3 - Ξάνθης,37 E.T. Δήμου Αβδήρων,421,214,3,2,5,209,69,31,1,3,2,22,94,23,12,0,57,0,3,0,0,0,0,2,22,1,6,15,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,7,4,0,0,1,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,3,1,1,0,0,0
3 - Ξάνθης,38 E.T. Δήμου Αβδήρων,498,281,1,1,2,279,75,36,4,0,2,20,108,37,29,0,30,0,14,3,0,0,4,1,35,2,12,17,3,0,4,0,1,0,2,0,6,0,3,0,0,0,0,0,0,1,0,0,1,27,2,7,9,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,0,4,2
3 - Ξάνθης,39 E.T. Δήμου Αβδήρων,407,240,3,3,6,234,79,46,3,2,4,9,74,19,16,1,32,0,14,1,1,0,7,0,17,1,11,4,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,15,1,1,3,6,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,8,1,2,1,0,0,0,0,5,3
3 - Ξάνθης,40 E.T. Δήμου Αβδήρων,412,224,2,2,4,220,71,54,1,0,1,9,71,15,14,1,37,1,10,2,0,0,3,2,26,1,6,13,1,1,4,1,0,1,1,0,4,2,0,2,0,0,0,0,0,0,0,0,0,17,6,1,4,4,0,2,0,0,0,0,0,0,0,5,3,1,0,1,0,3,1,0,1,2,0,1,1,4,4
3 - Ξάνθης,41 E.T. Δήμου Αβδήρων,320,155,1,2,3,152,69,5,52,1,2,2,57,6,6,10,13,18,0,0,0,0,0,0,16,0,0,0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3 - Ξάνθης,42 E.T. Δήμου Αβδήρων,381,213,1,0,1,212,58,33,0,0,5,10,94,27,30,0,31,0,15,5,1,0,6,1,21,0,3,11,0,0,5,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,6,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,1,0,1,0,1,0,2,1
3 - Ξάνθης,43 E.T. Δήμου Αβδήρων,349,213,8,3,11,202,48,23,1,1,4,7,80,13,21,0,38,0,12,5,1,0,2,2,33,5,0,27,0,0,2,0,1,0,1,0,4,2,1,0,0,0,0,0,0,1,1,0,0,12,0,1,5,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,1,0,0,0,0,0,3,1
3 - Ξάνθης,44 E.T. Δήμου Αβδήρων,461,275,5,3,8,267,59,21,2,0,1,24,131,50,34,0,42,0,6,1,0,0,0,3,40,0,6,29,1,0,4,1,0,0,2,0,4,1,3,0,0,0,0,0,0,0,0,0,0,10,0,0,5,3,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,6,1,1,0,3,1,1,0,1,1
3 - Ξάνθης,45 E.T. Δήμου Αβδήρων,466,260,1,1,2,258,83,32,10,1,2,27,110,31,29,1,39,3,6,2,0,0,3,1,28,0,5,21,0,0,5,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,12,2,1,5,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,1,5,0,3,2,1,0,1,0
3 - Ξάνθης,46 E.T. Δήμου Αβδήρων,515,336,3,2,5,331,55,25,1,0,5,20,181,52,43,0,73,0,12,2,0,0,4,2,28,7,11,7,0,0,4,2,0,1,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,23,3,4,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,9,0,7,1,8,0,8,0,4,0
3 - Ξάνθης,47 E.T. Δήμου Αβδήρων,456,232,1,2,3,229,91,6,65,2,1,6,93,26,18,15,23,7,2,0,0,0,1,0,21,1,1,2,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,11,1,0,2,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0,0,1,0,0,1,2,1
3 - Ξάνθης,48 E.T. Δήμου Αβδήρων,456,248,4,3,7,241,94,6,76,1,1,6,87,24,17,26,9,7,4,0,0,1,3,0,38,0,3,7,26,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,3,1
3 - Ξάνθης,49 E.T. Δήμου Αβδήρων,454,197,2,2,4,193,74,7,59,0,0,3,54,11,12,16,8,6,1,1,0,0,0,0,39,1,0,1,32,1,1,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,8,0,0,2,2,0,1,0,0,0,0,0,0,0,5,3,0,0,0,0,4,0,2,0,1,0,0,0,0,0
3 - Ξάνθης,50 E.T. Δήμου Αβδήρων,475,202,2,4,6,196,116,4,80,1,2,7,27,2,3,5,1,14,0,0,0,0,0,0,39,1,2,6,28,0,5,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0
3 - Ξάνθης,51 E.T. Δήμου Αβδήρων,476,277,10,7,17,260,170,4,121,2,1,18,28,5,1,4,3,13,0,0,0,0,0,0,49,0,0,5,43,0,6,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0
3 - Ξάνθης,52 E.T. Δήμου Αβδήρων,485,266,5,8,13,253,148,5,110,0,1,10,35,1,3,8,1,18,2,1,0,0,0,0,53,0,2,3,46,0,4,1,0,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0
3 - Ξάνθης,53 E.T. Δήμου Αβδήρων,462,221,2,2,4,217,128,6,98,1,0,6,36,6,3,3,11,13,1,0,0,0,0,0,46,0,1,7,37,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 - Ξάνθης,54 E.T. Δήμου Αβδήρων,466,229,4,2,6,223,129,1,87,3,0,13,24,5,2,1,5,10,0,0,0,0,0,0,60,0,0,11,48,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3 - Ξάνθης,55 E.T. Δήμου Αβδήρων,398,169,6,3,9,160,96,5,82,0,0,2,27,6,0,3,7,9,0,0,0,0,0,0,31,0,0,0,30,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 - Ξάνθης,56 E.T. Δήμου Αβδήρων,214,147,1,2,3,144,82,1,66,1,0,4,20,0,2,2,0,16,0,0,0,0,0,0,33,0,0,0,32,0,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3 - Ξάνθης,57 E.T. Δήμου Αβδήρων,498,304,6,2,8,296,120,28,56,0,0,13,125,31,17,3,30,30,9,1,0,0,3,1,22,1,3,6,10,0,3,1,2,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,2,0
