ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΖΑΝΝΙΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΘΗΒΑΙΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΚΑΤΣΙΦΗ-ΖΩΤΑ ΒΕΝΕΤΙΑ του Γεωργίου,ΠΟΥΛΟΥ ΠΑΝΑΓΙΟΥ (ΓΙΩΤΑ) του Λεωνίδα,ΧΑΛΒΑΤΖΗΣ ΣΤΑΜΑΤΗΣ του Ηλία,Νέα Δημοκρατία,ΘΕΟΔΩΡΟΥ - ΜΑΓΟΥΛΑ ΛΟΥΚΙΑ του Αναστασίου,ΚΑΡΑΜΠΕΛΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΥΤΣΟΥΜΠΑΣ ΑΝΔΡΕΑΣ του Βασιλείου,ΚΤΙΣΤΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Νικολάου,ΤΖΟΥΒΕΛΕΚΗ - ΡΕΠΟΥΣΚΟΥ ΕΥΑΓΓΕΛΙΑ του Ευαγγέλου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΟΥΛΗ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΚΑΡΑΚΩΣΤΑΣ ΕΥΑΓΓΕΛΟΣ του Θεοδώρου,ΣΠΑΝΟΥ ΑΙΚΑΤΕΡΙΝΗ - ΝΙΚΟΛΕΤΤΑ του Μιχαήλ,Κίνημα Αλλαγής,ΑΓΓΕΛΟΥ ΔΗΜΗΤΡΙΟΣ (ΜΙΜΗΣ) του Κωνσταντίνου,ΚΑΡΒΟΥΝΗΣ ΑΡΗΣ του Αλεξάνδρου,ΚΟΣΚΟΒΟΛΗ - ΓΙΑΧΡΙΤΣΗ ΑΙΚΑΤΕΡΙΝΗ του Λουκά,ΜΟΥΛΚΙΩΤΗΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΝΤΑΝΤΟΥΜΗ ΙΩΑΝΝΑ του Αθανασίου,Κ.Κ.Ε.,ΚΟΥΤΣΟΥΜΠΑΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,ΑΡΚΟΥΜΑΝΗΣ ΠΕΤΡΟΣ του Ιωάννη,ΔΑΝΑΣΗ - ΔΙΑΜΑΝΤΑΡΗ ΜΑΡΙΑ του Νικολάου,ΤΑΤΣΗ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Αποστόλου,ΤΟΥΛΟΥΜΑΚΟΣ ΑΝΤΩΝΙΟΣ του Σπύρου,Ένωση Κεντρώων,ΓΙΑΝΝΟΠΟΥΛΟΥ ΕΥΣΤΑΘΙΑ του Νικολάου,ΛΥΓΓΟΥ ΑΓΛΑΪΑ του Μιχαήλ,ΣΤΙΓΚΑΣ ΒΑΣΙΛΕΙΟΣ του Αθανασίου,ΤΖΑΝΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Μιχαήλ,Ο.Κ.Δ.Ε.,ΚΙΤΣΩΝΗ ΧΡΙΣΤΙΝΑ του Σπυρίδωνος,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΟΛΛΙΑΣ ΧΑΡΑΛΑΜΠΟΣ του Κωνσταντίνου,ΚΟΥΝΟΥΚΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΡΟΔΗ ΕΛΕΝΗ του Χρήστου,Ελλήνων Συνέλευσις,ΒΑΡΘΑΛΙΤΟΥ ΜΑΡΙΑΝΝΑ του Ιωσήφ,ΜΕΛΙΤΖΑΝΗΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,ΜΕΛΙΤΖΑΝΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΞΗΝΤΑΡΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ του Ευαγγέλου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΥΘΕΡΙΑ του Μιχαήλ,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΣΩΤΗΡΗΣ του Στυλιανού,Ελληνική Λύση - Κ. Βελόπουλος,ΚΥΡΙΑΚΙΔΟΥ ΜΑΡΙΑΝΘΗ του Παντελή,ΣΤΑΜΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Λουκά,ΣΩΤΗΡΙΟΥ ΓΕΩΡΓΙΟΣ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΣΑΓΙΑΝΝΗΣ ΒΑΣΙΛΕΙΟΣ του Σεραφείμ,Μ-Λ Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΤΑΞΙΑΡΧΗΣ του Ιωάννη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΝΤΩΝΑΚΟΣ ΓΡΗΓΟΡΙΟΣ του Παναγιώτη,ΜΟΣΧΟΣ ΑΘΑΝΑΣΙΟΣ του Αστερίου,ΧΡΙΣΤΕΛΗ ΠΑΝΑΓΙΩΤΑ του Αθανασίου,Λαϊκή Ενότητα,ΑΠΟΣΤΟΛΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΓΟΥΝΑΡΗ ΟΛΥΜΠΙΑ του Αθανασίου,ΣΚΟΥΜΑΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,ΜέΡΑ25,ΔΑΒΑΝΕΛΟΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Ευαγγέλου,ΝΤΑΛΛΗ ΘΕΟΔΩΡΑ - ΒΙΡΓΙΝΙΑ (ΡΑΝΙΑ) του Δημητρίου,ΠΛΑΣ ΔΗΜΗΤΡΙΟΣ του Λουκά,Δημιουργία ξανά - Θ. Τζήμερος,ΒΟΓΙΑΤΖΑΚΗ ΜΑΡΙΑ του Εμμανουήλ,ΛΑΝΤΖΟΣ ΑΘΑΝΑΣΙΟΣ του Χαραλάμπους,ΣΚΟΥΡΤΑΝΙΩΤΗΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΟΥΜΑΝΙΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου,ΠΟΛΥΧΡΟΝΟΠΟΥΛΟΥ ΑΛΕΞΑΝΔΡΑ του Γεωργίου
36 - Βοιωτίας,54 E.T. Δήμου Θηβαίων,557,293,5,0,5,288,132,8,13,5,41,60,78,26,3,5,28,15,9,2,3,2,19,2,0,0,15,2,16,0,0,0,1,9,3,0,1,0,0,0,0,2,2,0,0,3,2,0,0,1,0,0,0,11,3,4,2,0,0,0,0,0,0,0,0,4,1,0,3,7,2,4,0,2,1,1,0,2,1,1
36 - Βοιωτίας,55 E.T. Δήμου Θηβαίων,566,292,11,3,14,278,113,3,15,2,29,29,79,16,4,4,35,18,21,2,14,0,20,5,3,0,9,1,10,1,0,1,0,7,10,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,2,1,0,0,0,0,1,0,0,1,6,3,0,1,9,3,2,1,0,0,0,0,3,0,3
36 - Βοιωτίας,56 E.T. Δήμου Θηβαίων,556,263,2,1,3,260,75,3,9,3,18,27,100,16,6,4,33,19,17,0,6,1,24,5,0,2,9,0,10,3,0,0,0,5,1,0,1,0,0,0,0,4,1,0,2,1,0,0,0,0,1,0,0,8,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,8,1,0,1,3,0,0,1,7,0,0
36 - Βοιωτίας,57 E.T. Δήμου Θηβαίων,535,283,5,1,6,277,87,2,10,5,15,25,103,25,4,9,42,12,10,1,8,1,16,2,2,0,7,1,16,0,0,0,1,8,5,0,4,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,13,4,2,1,0,0,2,0,0,0,0,0,3,0,0,3,11,0,6,0,5,0,0,2,3,0,2
36 - Βοιωτίας,58 E.T. Δήμου Θηβαίων,537,273,2,6,8,265,86,3,9,3,14,40,110,29,5,1,53,11,11,3,4,1,13,2,0,0,2,3,10,0,0,0,0,9,3,0,1,0,0,0,0,2,1,0,1,3,1,0,2,0,0,1,0,7,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,8,0,4,2,1,0,0,1,9,2,3
36 - Βοιωτίας,59 E.T. Δήμου Θηβαίων,533,300,4,3,7,293,112,5,9,12,32,33,99,14,7,6,42,20,9,1,2,0,29,7,1,3,11,0,14,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,6,0,0,2,3,1,0,0,12,6,1,1,0,0,0,0,1,0,1,0,2,1,0,1,5,1,1,2,0,0,0,0,1,1,0
36 - Βοιωτίας,60 E.T. Δήμου Θηβαίων,533,285,3,5,8,277,94,3,17,9,9,35,106,27,2,10,38,22,9,1,7,0,13,1,0,0,8,2,25,8,0,0,0,13,3,0,0,0,0,0,0,2,1,0,0,2,1,1,0,0,0,1,0,9,3,1,2,0,0,0,0,1,0,0,1,3,1,0,2,7,0,3,2,1,0,0,0,1,0,0
36 - Βοιωτίας,61 E.T. Δήμου Θηβαίων,532,341,2,1,3,338,95,5,8,12,6,30,145,29,4,3,70,25,15,2,5,1,19,5,0,0,10,0,21,0,0,0,0,14,5,0,2,1,0,0,0,1,0,0,0,3,2,0,0,1,0,0,0,15,3,1,3,0,0,0,0,1,1,0,0,2,0,0,2,11,2,7,0,2,0,0,0,3,0,1
36 - Βοιωτίας,62 E.T. Δήμου Θηβαίων,567,352,4,1,5,347,97,4,15,8,16,28,132,27,9,7,60,16,8,2,3,2,24,8,2,1,11,1,30,0,0,0,0,21,4,1,2,0,0,0,0,3,0,0,2,4,2,0,0,0,0,1,0,19,6,3,3,0,0,0,0,0,0,0,0,2,0,0,2,18,0,10,1,2,1,0,0,3,0,2
36 - Βοιωτίας,63 E.T. Δήμου Θηβαίων,553,354,6,2,8,346,95,7,12,10,10,37,129,33,10,9,56,15,11,3,2,1,38,4,3,0,29,0,26,0,0,0,3,17,4,1,1,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0,12,3,3,1,1,1,0,0,1,0,1,0,5,0,0,5,14,5,3,0,1,0,0,0,5,1,2
36 - Βοιωτίας,64 E.T. Δήμου Θηβαίων,547,367,2,3,5,362,102,3,11,8,16,39,161,45,3,9,69,20,8,1,4,0,26,4,1,0,6,1,21,0,0,0,0,15,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,3,1,3,0,0,0,0,1,0,0,1,0,0,0,0,16,3,7,0,1,0,0,0,4,1,0
36 - Βοιωτίας,65 E.T. Δήμου Θηβαίων,538,339,2,4,6,333,115,5,17,4,28,38,113,23,3,10,52,16,12,0,8,1,17,4,2,0,10,0,12,1,0,0,0,11,10,3,4,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,13,7,3,0,1,0,0,0,1,0,0,1,3,1,0,1,20,1,8,0,4,1,0,1,9,1,5
36 - Βοιωτίας,66 E.T. Δήμου Θηβαίων,532,336,6,1,7,329,104,5,13,8,11,44,131,30,9,2,59,24,11,0,8,1,24,3,4,0,17,0,21,2,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,0,13,7,2,1,0,0,0,0,0,0,0,0,2,0,0,2,11,2,2,1,1,0,0,0,3,0,2
36 - Βοιωτίας,67 E.T. Δήμου Θηβαίων,539,339,2,1,3,336,112,5,27,10,12,35,140,41,8,8,54,21,15,0,9,6,17,4,1,0,10,1,12,0,0,0,0,7,8,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,9,1,0,0,0,1,0,0,0,0,0,2,0,0,2,11,1,7,0,0,0,0,0,3,2,1
36 - Βοιωτίας,68 E.T. Δήμου Θηβαίων,530,350,6,1,7,343,83,7,9,6,11,30,154,32,7,4,74,30,13,2,7,1,24,8,1,0,9,1,23,0,0,0,0,17,1,0,0,0,0,0,0,1,1,0,0,9,3,1,5,0,0,0,0,15,10,4,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,3,1,3,1,0,1,7,0,2
36 - Βοιωτίας,69 E.T. Δήμου Θηβαίων,532,346,1,1,2,344,87,7,16,0,6,31,154,46,9,8,65,18,13,2,4,0,21,6,2,0,9,2,28,5,0,0,0,22,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,3,0,0,0,0,1,1,0,0,1,0,0,1,14,0,8,0,2,0,0,2,5,0,2
36 - Βοιωτίας,70 E.T. Δήμου Θηβαίων,531,326,1,1,2,324,80,7,11,8,11,23,117,41,3,7,45,16,18,2,6,3,32,5,1,0,19,1,33,0,0,0,0,24,6,1,1,0,0,0,0,1,0,0,0,5,1,1,2,1,0,0,0,8,3,1,0,2,2,0,0,1,0,0,0,1,0,0,1,15,4,5,0,2,0,0,1,3,0,1
36 - Βοιωτίας,71 E.T. Δήμου Θηβαίων,527,324,6,3,9,315,136,6,13,9,25,52,103,33,3,4,39,16,15,2,4,1,7,1,1,0,3,0,14,5,0,0,0,9,2,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,10,3,3,1,0,0,0,0,3,3,0,0,2,1,0,0,15,2,6,1,1,0,0,0,5,3,0
36 - Βοιωτίας,72 E.T. Δήμου Θηβαίων,530,354,2,3,5,349,100,12,10,9,11,40,146,29,10,3,69,15,12,2,4,3,19,9,0,0,9,0,24,3,0,0,0,17,1,0,0,0,0,0,0,6,1,0,3,0,0,0,0,0,0,0,0,17,3,6,4,2,1,1,1,1,1,0,0,3,0,0,3,10,3,3,3,3,1,0,0,4,0,3
36 - Βοιωτίας,73 E.T. Δήμου Θηβαίων,528,335,1,1,2,333,132,9,17,7,22,43,98,25,1,11,39,16,18,3,9,1,18,1,0,0,13,0,24,0,0,0,0,15,4,0,0,0,0,1,0,4,0,0,3,3,0,1,0,2,0,0,0,14,5,0,4,0,0,0,0,1,0,0,0,1,0,0,1,11,2,4,2,1,0,0,0,3,1,0
36 - Βοιωτίας,74 E.T. Δήμου Θηβαίων,530,369,5,3,8,361,114,7,17,11,16,31,129,27,6,6,69,11,9,2,6,1,27,5,4,0,15,0,26,4,0,0,0,14,5,2,1,0,1,2,0,3,1,0,1,2,1,0,0,0,0,0,0,10,6,1,1,0,0,1,0,3,1,0,1,7,1,0,6,13,3,5,3,3,0,0,1,7,1,0
36 - Βοιωτίας,75 E.T. Δήμου Θηβαίων,538,360,2,1,3,357,87,9,9,2,8,30,161,40,9,14,57,28,14,2,5,1,16,5,0,0,8,0,25,0,0,0,0,18,4,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,22,3,6,6,0,0,2,1,0,0,0,0,3,2,0,1,15,5,4,0,0,0,0,0,6,0,4
36 - Βοιωτίας,76 E.T. Δήμου Θηβαίων,530,384,5,5,10,374,124,13,13,7,15,49,135,27,2,16,65,14,10,1,5,2,19,2,1,3,13,0,27,0,0,0,0,20,6,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16,3,4,0,0,0,0,0,2,0,1,1,5,0,1,3,18,1,10,2,2,0,0,2,9,1,7
36 - Βοιωτίας,77 E.T. Δήμου Θηβαίων,529,355,2,2,4,351,104,6,10,10,15,46,122,35,10,14,45,13,15,1,11,0,30,6,1,0,18,0,30,0,0,0,0,23,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,3,0,0,0,0,0,0,0,0,5,1,0,4,18,0,13,0,3,1,0,0,5,0,3
36 - Βοιωτίας,78 E.T. Δήμου Θηβαίων,381,276,3,3,6,270,95,4,9,2,12,48,108,31,7,1,36,22,9,0,3,2,7,3,0,0,2,0,20,0,0,0,0,6,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,10,2,1,0,0,0,1,0,0,0,0,0,5,0,0,4,9,2,4,1,1,0,0,0,1,1,0
36 - Βοιωτίας,79 E.T. Δήμου Θηβαίων,290,185,2,1,3,182,32,0,3,7,2,12,88,19,1,9,22,31,9,4,4,0,25,6,2,4,11,1,1,0,0,0,0,0,5,1,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,1,2,0,0,0,0,0,1,1,0,0,2,0,0,2,7,0,5,0,0,0,0,0,5,0,2
36 - Βοιωτίας,80 E.T. Δήμου Θηβαίων,290,221,3,1,4,217,55,2,5,3,5,19,102,6,2,11,42,30,8,0,5,2,15,3,0,0,8,0,12,5,0,1,0,4,4,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,6,1,1,1,0,0,0,0,1,0,0,1,4,0,0,4,3,3,0,0,2,0,0,1,2,0,1
36 - Βοιωτίας,83 E.T. Δήμου Θηβαίων,539,367,0,2,2,365,113,6,9,4,27,42,147,33,23,2,48,27,10,0,6,0,37,7,0,0,26,1,12,1,0,0,1,7,19,0,18,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,5,1,1,0,1,1,0,0,2,0,0,0,2,0,0,0,11,1,2,1,0,0,0,0,0,0,0
36 - Βοιωτίας,84 E.T. Δήμου Θηβαίων,199,135,0,1,1,134,36,2,1,2,15,3,65,12,1,10,29,8,3,1,0,0,13,1,1,0,9,1,9,0,0,0,1,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,1,0,1
36 - Βοιωτίας,85 E.T. Δήμου Θηβαίων,480,320,2,3,5,315,71,3,6,13,8,22,165,40,12,15,67,20,5,0,3,1,27,8,0,2,14,0,5,0,0,1,0,2,4,1,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,19,5,3,4,0,0,0,0,0,0,0,0,2,1,0,1,9,0,7,0,2,0,0,2,4,0,3
36 - Βοιωτίας,86 E.T. Δήμου Θηβαίων,400,243,3,2,5,238,56,1,9,3,10,14,130,29,4,20,37,25,6,0,2,0,14,6,0,0,6,0,8,3,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,3,1,0,2,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,3,0,1
36 - Βοιωτίας,87 E.T. Δήμου Θηβαίων,399,92,2,1,3,89,20,0,5,0,4,4,39,6,8,4,10,3,1,0,0,0,7,0,2,0,5,0,7,0,0,2,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,1,1,0,0,0,0,0,1,0,0
36 - Βοιωτίας,88 E.T. Δήμου Θηβαίων,389,103,1,1,2,101,37,2,12,1,3,10,39,12,5,4,9,5,5,1,2,0,8,0,1,1,4,0,8,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36 - Βοιωτίας,89 E.T. Δήμου Θηβαίων,397,177,3,0,3,174,65,3,8,4,11,10,51,23,6,3,11,0,6,0,5,0,19,6,0,0,12,0,14,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,2,0,0,0,1,0,0,0,7,1,1,0,2,0,0,1,2,1,0
36 - Βοιωτίας,90 E.T. Δήμου Θηβαίων,411,195,0,2,2,193,48,3,9,4,9,13,78,29,6,1,9,8,3,2,0,0,29,3,1,0,20,0,19,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,7,2,5,0,0,0,0,0,3,1,0
36 - Βοιωτίας,91 E.T. Δήμου Θηβαίων,464,196,3,2,5,191,53,6,2,5,5,29,79,37,7,6,11,11,4,0,3,1,15,0,0,1,11,1,19,9,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,0,0,5,2,1
36 - Βοιωτίας,92 E.T. Δήμου Θηβαίων,548,347,6,5,11,336,76,1,16,4,20,17,97,9,7,9,33,11,10,0,5,1,53,2,1,2,42,4,64,0,0,0,2,50,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,0,1,1,0,0,1,15,3,3,0,3,1,0,1,3,2,1
36 - Βοιωτίας,93 E.T. Δήμου Θηβαίων,327,192,0,1,1,191,40,4,8,4,2,9,81,36,5,8,13,14,7,2,3,0,25,4,3,0,12,2,18,0,2,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,9,1,4,0,0,0,0,0,1,0,1
36 - Βοιωτίας,94 E.T. Δήμου Θηβαίων,395,197,1,2,3,194,35,2,5,2,6,9,80,17,2,6,15,25,12,0,7,1,24,4,2,0,4,1,28,0,0,0,0,20,2,0,1,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,0,4,0,1,1,0,0,0,0,2,0,0,1,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0
36 - Βοιωτίας,95 E.T. Δήμου Θηβαίων,385,174,1,1,2,172,55,0,12,0,14,13,61,14,5,5,14,6,2,1,0,0,13,4,0,0,2,1,19,5,0,1,0,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,0,5,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,6,2,1
36 - Βοιωτίας,96 E.T. Δήμου Θηβαίων,356,186,0,0,0,186,56,3,4,4,22,8,56,15,7,3,8,15,1,0,0,0,18,4,1,0,7,0,26,0,0,1,0,11,2,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,5,1,2,1,2,0,0,0,1,0,0,0,3,0,0,3,7,1,1,0,2,0,0,0,4,1,0
36 - Βοιωτίας,97 E.T. Δήμου Θηβαίων,381,192,2,2,4,188,65,1,10,0,22,9,55,8,9,4,8,14,3,0,1,0,10,1,0,0,6,0,29,0,0,0,0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,1,1,2,1,0,0,0,5,4,1
36 - Βοιωτίας,98 E.T. Δήμου Θηβαίων,419,237,5,2,7,230,91,8,8,7,11,32,74,18,4,7,26,7,19,1,11,0,11,6,0,0,4,0,9,0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,1,0,0,0,0,1,1,0,0,1,0,0,0,9,2,3,1,2,1,0,0,3,0,3
36 - Βοιωτίας,99 E.T. Δήμου Θηβαίων,421,255,1,2,3,252,75,6,12,0,13,24,85,38,6,2,23,3,11,2,4,0,25,3,2,0,11,4,23,0,0,1,0,15,4,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,12,3,1,0,0,0,1,0,2,1,1,0,1,0,0,1,4,0,1,0,3,1,0,0,4,1,1
36 - Βοιωτίας,100 E.T. Δήμου Θηβαίων,430,254,0,2,2,252,96,6,12,4,17,35,75,19,6,4,29,6,15,2,8,0,19,1,1,0,8,2,21,3,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,0,0,0,1,0,2,1,0,1,2,0,0,2,3,0,1,0,1,0,0,0,3,0,0
36 - Βοιωτίας,101 E.T. Δήμου Θηβαίων,476,282,3,2,5,277,105,5,17,4,20,34,85,18,5,7,35,9,14,2,10,0,14,4,1,1,6,0,29,0,0,0,0,17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,2,0,2,0,0,0,0,2,0,0,1,1,0,0,1,9,1,3,0,2,0,0,2,8,0,2
36 - Βοιωτίας,102 E.T. Δήμου Θηβαίων,487,306,5,4,9,297,76,4,13,6,19,19,93,9,11,8,30,24,10,0,4,1,29,10,0,1,10,0,31,0,1,1,0,19,2,1,1,0,0,0,0,9,4,0,4,1,0,0,0,0,0,0,0,25,13,4,3,1,0,2,0,3,0,0,2,2,0,0,1,8,0,3,0,1,1,0,0,4,1,2
36 - Βοιωτίας,103 E.T. Δήμου Θηβαίων,551,318,4,2,6,312,64,5,8,4,10,15,134,28,13,12,41,14,5,2,2,0,26,7,0,0,11,0,33,0,1,0,0,23,3,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,17,5,3,3,0,0,1,1,3,0,0,1,1,0,0,0,16,1,8,0,1,0,0,0,5,2,1
36 - Βοιωτίας,104 E.T. Δήμου Θηβαίων,451,260,2,6,8,252,85,5,10,6,14,23,90,26,1,2,36,9,10,1,7,0,21,5,2,1,9,1,20,3,0,0,0,12,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,1,0,0,0,0,2,0,0
36 - Βοιωτίας,105 E.T. Δήμου Θηβαίων,552,322,2,2,4,318,126,5,9,4,35,31,90,28,4,9,31,3,18,0,6,4,34,5,2,0,18,0,17,0,0,1,1,10,3,0,1,0,0,0,0,2,1,1,0,1,0,0,1,0,0,1,1,14,7,3,0,0,0,0,0,1,0,1,0,2,0,0,2,2,1,0,0,0,0,0,0,7,1,2
36 - Βοιωτίας,106 E.T. Δήμου Θηβαίων,326,232,0,2,2,230,72,8,9,3,13,30,104,26,4,4,46,12,6,1,3,1,12,6,0,0,5,0,10,0,0,0,0,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,1,1,0,0,5,1,2
36 - Βοιωτίας,107 E.T. Δήμου Θηβαίων,292,196,2,2,4,192,56,1,6,2,8,25,77,23,12,11,19,4,9,0,6,0,6,1,0,0,3,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,4,4,0,0,1,0,1,0,0,0,3,0,0,3,14,0,3,1,2,1,0,0,2,0,2
36 - Βοιωτίας,108 E.T. Δήμου Θηβαίων,337,221,0,3,3,218,56,3,10,2,5,22,92,28,12,8,26,7,5,0,3,1,25,1,0,0,19,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2,2,5,0,0,7,6,4,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0
36 - Βοιωτίας,109 E.T. Δήμου Λεβαδέων,475,305,3,4,7,298,98,6,26,0,45,1,113,10,38,43,4,3,7,1,2,1,24,3,4,1,2,10,15,0,9,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,2,1,1,0,0,0,3,1,2,0,1,0,0,1,8,1,1,4,7,1,2,0,5,1,3
36 - Βοιωτίας,110 E.T. Δήμου Λεβαδέων,480,301,2,1,3,298,104,7,14,4,42,5,112,11,29,45,2,4,10,1,4,1,17,1,1,0,4,4,16,0,6,0,2,1,5,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,14,1,1,3,0,0,0,0,1,1,0,0,2,0,0,1,11,2,1,4,0,0,0,0,3,0,3
