ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Θωμά,ΒΑΓΕΝΑ ΚΗΛΑΗΔΟΝΗ ΑΝΝΑ χήρα Λουκιανού,ΓΕΛΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Λεωνίδα,ΖΩΓΡΑΦΟΣ ΒΑΣΙΛΕΙΟΣ του Χρήστου,ΚΑΡΙΠΙΔΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΚΟΚΚΑΛΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΑΛΗΟΓΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΙΤΗ) του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Αβραάμ,ΣΟΥΡΛΑΝΤΖΗ ΖΑΧΑΡΑΚΗ ΧΑΡΙΚΛΕΙΑ (ΡΟΥΛΑ) του Γεωργίου,ΧΡΗΣΤΟΥ ΧΡΥΣΟΥΛΑ του Χαράλαμπου,Νέα Δημοκρατία,ΑΔΑΜΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΑΞΙΟΓΛΟΥ ΕΛΕΝΗ (ΛΕΝΑ) του Ιωάννη,ΚΑΛΛΑ ΘΕΟΔΩΡΑ του Μάρκου,ΚΑΡΑΒΑΝΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΚΑΡΑΧΑΛΙΟΣ ΘΕΟΦΙΛΟΣ του Σωτηρίου,ΚΑΤΣΙΑΝΤΩΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΚΕΛΛΑΣ ΧΡΗΣΤΟΣ του Αχιλλέα,ΜΠΙΖΙΟΥ ΣΤΕΡΓΙΑΝΗ (ΣΤΕΛΛΑ) του Νικολάου,ΣΙΑΦΑΡΙΚΑ ΑΘΗΝΑ του Παύλου,ΤΖΑΝΑΚΟΥΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΧΑΡΑΚΟΠΟΥΛΟΣ ΜΑΞΙΜΟΣ του Παντελή,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΖΗΣΗ ΖΑΧΑΡΟΥΛΑ του Κωνσταντίνου,ΛΑΜΠΡΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΛΙΑΠΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΜΠΙΛΛΗ-ΤΣΙΤΣΕ ΜΑΡΙΑ συζ. Γεωργίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ-ΔΟΥΚΑΣ ΝΙΚΟΛΑΟΣ-ΙΩΑΝΝΗΣ του Δημητρίου,ΤΖΟΥΤΣΑΣ ΠΕΤΡΟΣ του Γεωργίου,Κίνημα Αλλαγής,ΑΓΟΡΙΤΣΑ ΦΑΝΗ του Θεόφιλου,ΓΑΛΛΙΟΥ ΜΑΡΙΑ του Ιωάννη,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Γρηγορίου,ΚΟΥΚΟΥΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΛΙΑΚΟΥΛΗ ΕΥΑΓΓΕΛΙΑ του Θεοφάνη,ΜΑΡΟΥ ΜΑΙΡΗ του Ιωάννη,ΜΠΑΡΓΙΩΤΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΠΑΠΑΒΑΣΙΛΕΙΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΣΑ) του Δημητρίου (Τάκη),ΣΑΧΙΝΙΔΗΣ ΦΙΛΙΠΠΟΣ του Δημητρίου,ΤΟΛΙΚΑΣ ΜΙΧΑΗΛ του Στεργίου,ΤΣΙΤΑ ΒΑΣΙΛΙΚΗ του Γεωργίου,Κ.Κ.Ε.,ΑΒΡΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου,ΑΡΖΟΜΑΝΙΔΗΣ ΙΩΑΝΝΗΣ του Σταύρου,ΓΑΒΑΛΑ ΜΑΡΙΑ του Ρωσσέτου,ΔΑΣΚΑΛΑΚΗ ΑΓΓΕΛΑ του Μιχαήλ,ΚΑΡΥΩΤΗ ΚΥΡΙΑΚΗ του Αθανασίου,ΚΡΙΚΗΣ ΠΕΤΡΟΣ του Χρήστου,ΛΑΜΠΡΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Αριστείδη,ΜΑΡΟΥΔΑΣ ΡΙΖΟΣ του Κυριαζή,ΠΑΣΧΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΤΣΙΑΠΛΕΣ ΑΝΑΣΤΑΣΙΟΣ του Θωμά,ΤΣΙΚΡΙΤΣΗΣ ΑΣΤΕΡΙΟΣ του Αντωνίου,Ένωση Κεντρώων,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου,ΚΑΦΕΝΟΥΔΗ ΙΩΑΝΝΑ του Ευαγγέλου,ΛΕΚΚΟΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,ΜΑΝΤΕΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΝΑΣΙΚΑ ΖΩΗ του Ιωάννη,ΟΙΚΟΝΟΜΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΝΤΑΖΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΣΑΝΙΔΑ ΜΑΡΙΝΑ του Κωνσταντίνου,ΤΣΕΤΣΙΛΑΣ ΑΘΑΝΑΣΙΟΣ του Πέτρου,ΤΣΙΑΜΟΥΡΑ ΧΡΙΣΤΙΝΑ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΠΑΝΤΑΖΗΣ ΚΥΡΙΑΚΟΣ του Σάββα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΝΗΚΟΜΣΙΟΥ ΘΕΟΦΑΝΗΣ του Αποστόλου,ΚΑΡΑΝΑΣΤΑΣΗ ΑΙΚΑΤΕΡΙΝΗ του Χρήστου,ΣΙΟΥΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΤΣΑΜΟΥΡΗ ΦΩΤΕΙΝΗ του Ιωάννη,Ελλήνων Συνέλευσις,ΓΚΟΥΖΙΩΚΑΣ ΑΠΟΣΤΟΛΟΣ του Χρήστου,ΚΑΡΑΒΕΝΤΖΑΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΚΑΡΑΓΚΟΥΝΗ ΑΝΘΗ του Ιωάννη,ΝΑΚΟΥ ΛΑΜΠΡΙΝΗ του Απόστολου,ΝΤΟΥΛΑΠΤΣΗΣ ΓΕΩΡΓΙΟΣ του Παρασκευά,ΠΕΡΙΣΤΕΡΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ναπολέοντος,ΡΑΜΙΩΤΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΣΒΑΡΝΑΣ ΓΡΗΓΟΡΙΟΣ του Ιωάννη,ΣΙΔΗΡΟΠΟΥΛΟΥ ΣΟΦΙΑ του Γεωργίου,ΤΣΙΟΥΤΡΑ ΑΛΕΞΑΝΔΡΑ του Στεφάνου,ΦΩΤΙΟΥ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΚΑΜΠΟΖΗΣ ΠΑΡΑΣΧΟΣ (ΠΑΡΗΣ) του Θεοδώρου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΛΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Ιωσήφ,ΖΩΚΑΣ ΔΑΜΙΑΝΟΣ του Γρηγορίου,ΚΕΣΙΔΟΥ ΓΕΩΡΓΙΑ του Λαζάρου,ΚΟΚΚΑΣ ΑΝΔΡΕΑΣ του Θεοδώρου,ΚΩΤΣΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αποστόλου,ΜΑΝΤΖΙΟΥ ΦΑΝΗ του Ιωάννη,ΜΙΧΑΗΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΜΠΑΛΑΤΣΑΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΝΑΣΙΚΑΣ ΝΑΣΟΥΛΙΑΣ του Γρηγορίου,ΣΔΡΟΛΙΑΣ ΛΑΜΠΡΟΣ του Γεωργίου,ΦΟΥΝΤΑ ΙΩΑΝΝΑ-ΜΑΡΙΑ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΖΥΓΟΓΙΩΡΓΟΣ ΝΙΚΟΛΑΟΣ του Αστερίου,ΚΑΝΑΚΗΣ ΜΙΧΑΗΛ του Πέτρου,ΚΟΚΚΙΝΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΜΑΝΤΑ ΣΤΥΛΙΑΝΗ του Χρήστου,ΧΑΤΖΗ ΑΓΓΕΛΙΚΗ του Ιωάννη,Μ-Λ Κ.Κ.Ε.,ΖΑΡΔΑΣ ΝΙΚΟΛΑΟΣ του Θεοδώρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΟΥΚΑΣ ΓΕΩΡΓΙΟΣ-ΑΝΤΩΝΙΟΣ του Δημητρίου,Λαϊκή Ενότητα,ΒΡΥΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΓΙΑΝΝΑΚΟΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΑΘΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,ΜΠΑΛΑΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΤΖΑΒΟΛΑΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΜέΡΑ25,ΙΩΑΝΝΟΥ ΔΙΑΜΑΝΤΩ-ΑΝΑΣΤΑΣΙΑ του Ιωάννη,ΚΑΝΑΡΕΛΗ ΣΤΑΜΑΤΙΝΑ του Γεωργίου,ΛΟΚΑ ΠΟΛΥΞΕΝΗ (ΤΖΕΝΗ) του Βασιλείου,ΝΑΤΣΙΟΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΟΔΥΣΣΕΥΣ του Νικολάου,ΣΟΦΙΚΙΤΗΣ ΠΕΤΡΟΣ του Ανδρέα,ΦΟΙΝΙΚΙΑΔΗΣ ΜΙΧΑΗΛ του Αναστασίου,ΧΛΟΠΤΣΙΟΣ ΙΩΑΝΝΗΣ του Πασχάλη,Δημιουργία ξανά - Θ. Τζήμερος,ΓΚΕΝΣ ΓΕΩΡΓΙΟΣ-ΡΕΝΕ του Ντέτλεφ,ΚΟΛΤΣΙΔΑΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΜΠΟΛΜΑΤΗ ΚΩΝΣΤΑΝΤΙΝΑ του Μιχαήλ,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΔΑΡΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλεξάνδρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΡΑΓΕΩΡΓΟΣ ΛΑΜΠΡΟΣ του Ταξιάρχη,ΣΚΡΕΤΑ ΔΕΣΠΟΙΝΑ του Ιωάννη,Ανεξάρτητοι Υποψήφιοι,ΝΤΡΙΓΚΟΓΙΑΣ ΧΡΗΣΤΟΣ του Βασιλείου
22 - Λάρισας,141 E.T. Δήμου Κιλελέρ,538,366,3,1,4,362,104,34,4,10,27,12,27,47,12,13,5,2,174,19,2,13,1,18,5,21,39,3,21,144,6,3,3,3,0,1,3,0,38,3,7,0,2,15,1,10,1,22,13,1,15,1,3,2,1,6,1,11,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,1,0,0,0,2,0,2,1,0,3,1,3,0,2,2,0,0,1,1,0,0,0,0,0,0,5,2,2,1,2,0,1,0,0,1,0,0,0,0,0,4,0,3,0,0
22 - Λάρισας,142 E.T. Δήμου Κιλελέρ,406,271,1,1,2,269,55,0,3,16,6,11,4,33,7,6,0,4,158,63,3,5,12,14,18,64,39,17,29,80,7,4,0,3,2,0,2,1,10,0,4,2,1,4,4,1,0,0,1,3,7,2,1,1,0,1,0,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,1,1,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,7,4,2,0,0
22 - Λάρισας,143 E.T. Δήμου Κιλελέρ,291,208,3,3,6,202,48,48,7,13,4,5,5,10,4,8,1,3,106,55,1,6,8,12,12,56,27,7,33,44,5,1,0,0,1,1,2,0,23,1,10,0,0,15,1,5,1,9,4,5,4,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,1,1,3,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22 - Λάρισας,144 E.T. Δήμου Κιλελέρ,380,243,8,0,8,235,43,0,3,14,8,3,3,14,9,2,3,2,133,34,6,10,4,13,17,59,34,6,63,57,6,2,1,1,2,1,1,1,15,0,1,0,0,6,2,8,1,2,0,9,11,0,0,2,0,4,0,7,5,1,1,2,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,2,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,1,1,0,1,0,0,1,1,0,1,0,0,0,3,1,3,2,0
22 - Λάρισας,145 E.T. Δήμου Κιλελέρ,131,87,0,1,1,86,13,0,0,5,0,0,1,5,1,4,2,2,41,5,0,0,1,3,3,16,15,3,22,24,1,0,0,1,0,0,1,1,23,2,8,0,0,12,2,11,3,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1
22 - Λάρισας,146 E.T. Δήμου Κιλελέρ,446,312,5,3,8,304,66,66,2,15,8,2,7,56,16,8,1,0,162,48,4,3,6,25,25,53,9,12,58,93,10,2,3,2,3,1,1,0,22,1,11,0,0,6,0,9,0,8,4,3,7,0,1,1,0,2,0,3,3,0,1,0,7,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,1,3,0,1,1,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,1,3,0,2,2,0,0,3,3,0,0,0
22 - Λάρισας,147 E.T. Δήμου Κιλελέρ,334,232,3,0,3,229,28,6,0,7,3,1,4,8,3,3,1,3,162,131,5,2,17,25,12,45,24,8,25,51,12,5,2,3,3,2,1,1,5,0,4,0,0,3,0,0,0,5,3,0,7,1,2,0,0,2,1,5,4,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,1,1,0,1,0,0,0,2,1,2,0,0
22 - Λάρισας,148 E.T. Δήμου Κιλελέρ,271,165,2,0,2,163,42,0,2,1,7,8,4,24,4,2,1,3,86,22,5,4,5,9,19,26,17,2,35,39,5,3,0,0,1,0,0,0,10,0,5,6,0,3,0,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0
22 - Λάρισας,149 E.T. Δήμου Κιλελέρ,528,371,2,3,5,366,134,44,5,36,16,24,30,33,13,13,4,7,125,15,2,19,31,30,13,35,13,15,31,35,6,1,4,2,1,0,2,0,35,3,11,3,1,15,5,10,1,7,4,3,18,0,0,5,2,7,0,9,6,0,5,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,2,0,0,0,1,1,0,0,0,18,4,1,1,0,0,0,5,4,5,5,0,3,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,6,0,0,1,1,2,0,0,0,0,0,0,0,0,0,11,4,4,0,0
22 - Λάρισας,150 E.T. Δήμου Κιλελέρ,549,391,6,4,10,381,141,0,4,37,23,16,36,50,16,14,6,6,110,5,4,16,23,37,11,35,16,7,32,41,2,1,0,0,0,1,0,0,33,1,8,2,2,18,7,9,2,9,5,0,51,2,0,8,1,2,3,12,15,0,14,2,4,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,1,3,1,1,1,3,3,2,3,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,16,1,4,1,1,8,0,0,2,1,0,1,0,0,0,5,1,0,0,0
22 - Λάρισας,151 E.T. Δήμου Κιλελέρ,521,369,4,0,4,365,127,0,5,47,26,15,23,52,22,19,7,9,131,13,10,37,31,28,26,40,20,12,29,38,7,2,1,0,3,0,3,0,44,3,8,3,2,24,10,17,3,14,10,4,31,6,3,8,2,6,2,14,15,1,5,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,2,2,1,2,0,0,1,0,2,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,6,1,3,3,0,1,1,1,2,3,1,1,1,0,0,5,4,1,0,0
22 - Λάρισας,152 E.T. Δήμου Κιλελέρ,537,402,7,6,13,389,116,0,3,37,24,8,12,33,7,10,6,10,123,11,9,32,21,42,10,47,13,9,33,51,7,2,1,2,3,0,2,1,58,3,16,2,4,38,10,27,5,17,8,7,46,0,0,10,6,14,2,28,19,1,12,4,6,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,4,1,3,0,0,0,2,0,1,0,0,1,0,0,9,0,1,1,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,1,7,2,2,3,0,0,1,1,0,1,0,1,0,0,0,5,3,2,2,2
22 - Λάρισας,153 E.T. Δήμου Κιλελέρ,525,378,3,2,5,373,142,0,7,36,28,21,22,41,16,29,2,5,126,10,6,22,25,24,16,29,13,6,45,46,6,0,2,2,1,1,0,1,34,2,6,2,0,16,4,16,2,17,4,1,23,2,0,4,1,8,4,8,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2,2,1,0,0,0,0,0,1,0,17,0,1,4,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,3,1,5,3,1,1,3,0,1,0,0,0,8,2,1,0,0
22 - Λάρισας,154 E.T. Δήμου Κιλελέρ,551,396,2,2,4,392,127,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0
22 - Λάρισας,155 E.T. Δήμου Κιλελέρ,341,241,1,1,2,239,37,16,0,5,5,5,6,8,3,2,1,0,143,15,7,32,19,21,57,34,28,17,39,61,10,4,0,4,3,1,4,0,19,2,10,2,0,11,0,5,3,6,0,1,6,2,0,0,0,1,0,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,5,1,3,0,1,3,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,3,0,2,0,1,0,1,1,0,0,0,0,1,1,1,1,1
22 - Λάρισας,156 E.T. Δήμου Κιλελέρ,354,231,1,1,2,229,38,0,4,9,4,1,10,13,8,11,1,0,136,19,7,24,10,10,16,50,24,7,32,63,12,6,1,8,2,1,3,5,22,0,7,5,0,11,2,3,6,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,10,0,2,1,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
22 - Λάρισας,157 E.T. Δήμου Κιλελέρ,430,310,3,0,3,307,97,0,7,18,11,1,11,41,11,12,4,1,149,19,7,27,40,12,25,43,17,5,39,87,10,1,0,3,2,1,3,0,22,4,3,1,0,6,3,3,3,10,4,6,6,0,0,0,1,0,0,1,3,2,1,0,6,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,8,8,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,1,0,1,0,1,0,0,0,3,2,1,0,0
22 - Λάρισας,158 E.T. Δήμου Κιλελέρ,305,224,7,0,7,217,64,29,1,12,7,3,3,20,4,5,1,3,99,20,2,15,8,22,31,17,14,7,28,46,8,2,1,1,4,0,2,0,22,0,5,6,0,14,1,1,2,3,5,1,5,0,0,2,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,2,1,1,1,0,0,1,0,0,1,0
22 - Λάρισας,159 E.T. Δήμου Κιλελέρ,195,139,2,1,3,136,44,20,3,5,9,3,1,27,8,7,3,3,64,14,4,4,8,9,14,15,12,9,19,33,9,3,3,0,2,0,5,0,14,1,7,0,0,7,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
22 - Λάρισας,160 E.T. Δήμου Κιλελέρ,418,284,4,2,6,278,64,0,7,21,4,13,9,30,4,10,2,4,141,31,5,4,7,17,19,59,50,12,49,65,17,4,1,6,4,1,9,1,18,0,8,1,1,10,0,10,0,4,6,0,10,0,1,1,0,0,0,6,3,1,7,1,4,2,0,0,0,0,1,1,0,1,0,0,0,4,2,2,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,8,8,4,1,2,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,1,2,2,1,1,0,0,0,0,0,0,3,1,2,0,0
22 - Λάρισας,161 E.T. Δήμου Κιλελέρ,383,272,4,0,4,268,70,24,1,23,3,4,9,34,4,5,5,3,155,10,3,8,17,24,43,75,37,10,47,101,11,2,1,2,4,1,4,1,6,0,1,0,0,4,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,2,0,0,0,1,0,1,0,0,15,9,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
22 - Λάρισας,162 E.T. Δήμου Κιλελέρ,280,209,3,3,6,203,41,0,3,10,12,0,2,22,0,2,2,3,100,1,4,4,1,25,29,44,9,5,33,55,14,8,4,3,2,1,3,0,12,0,4,3,0,10,0,1,0,6,1,0,8,1,1,1,1,1,0,3,1,1,2,0,6,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,13,0,2,1,0,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,1,0,1,0,0,0,0,0,3,1,1,1,0,0,1,1,0,0,0
22 - Λάρισας,163 E.T. Δήμου Κιλελέρ,268,194,4,0,4,190,56,0,3,14,6,1,11,24,8,14,1,4,66,14,7,6,10,9,11,19,8,5,29,33,6,3,1,3,3,0,5,0,15,2,6,0,2,7,0,2,1,5,3,1,19,1,1,3,1,1,4,10,6,1,6,2,4,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0
22 - Λάρισας,164 E.T. Δήμου Κιλελέρ,369,248,2,2,4,244,73,73,1,29,12,9,3,32,13,15,4,2,98,19,8,5,5,27,6,37,19,10,25,52,5,4,0,1,1,0,1,1,33,0,13,7,0,14,0,5,1,30,3,0,16,2,0,5,1,2,0,11,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,2,1,0,0
