ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ (ΣΙΑ) του Πέτρου,ΚΑΡΑΓΙΩΡΓΟΥ- ΛΑΖΑΡΗ ΜΑΡΓΑΡΙΤΤΑ του Αγγελου,ΚΥΡΙΑΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αγγελου,ΜΑΡΚΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΝΙΚΟΛΑΟΥ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Αντωνίου,ΠΑΝΑΓΟΠΟΥΛΟΥ-ΣΤΑΥΡΟΥΛΙΑ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Νικολάου,ΠΑΠΑΝΙΚΟΥ ΓΕΩΡΓΙΑ του Χρήστου,ΡΙΖΟΥΛΗΣ ΑΝΔΡΕΑΣ του Κωνσταντίνου,ΣΠΑΡΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΤΣΟΝΑΚΑ ΑΓΓΕΛΙΚΗ του Βασιλείου,Νέα Δημοκρατία,ΜΗΤΣΟΤΑΚΗΣ ΚΥΡΙΑΚΟΣ του Κωνσταντίνου,ΑΛΕΞΟΠΟΥΛΟΥ ΧΡΙΣΤΙΝΑ του Μιχαήλ,ΓΙΑΝΝΙΑ ΕΥΣΤΑΘΙΑ (ΕΦΗ) του Νικολάου,ΚΑΤΣΑΝΙΩΤΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΚΟΝΙΔΑΡΗ - ΑΝΤΩΝΟΠΟΥΛΟΥ ΕΛΕΝΗ (ΕΛΕΝΑ) του Θωμά,ΚΟΥΤΡΟΥΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΝΤΑΒΛΟΥΡΟΣ ΑΘΑΝΑΣΙΟΣ του Περικλή,ΡΗΓΟΠΟΥΛΟΥ ΑΣΠΑΣΙΑ του Γερασίμου,ΤΑΠΕΙΝΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΤΡΑΧΗΛΗ ΑΘΗΝΑ του Ευάγγελου,ΤΣΙΓΚΡΗΣ ΑΓΓΕΛΟΣ του Αντωνίου,ΦΩΤΗΛΑΣ ΙΑΣΩΝ του Ασημάκη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΡΒΑΝΙΤΗΣ - ΑΒΡΑΜΗΣ ΜΙΧΑΗΛ του Κωνσταντίνου,ΓΙΑΧΑΛΗΣ ΑΝΑΣΤΑΣΙΟΣ του Φιλίππου,ΖΑΓΚΛΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΚΑΥΚΟΠΟΥΛΟΥ ΣΟΦΙΑ του Βασιλείου,ΜΠΙΤΣΙΚΟΛΗΣ ΣΤΑΥΡΟΣ του Κωνσταντίνου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Αναστασίου,ΠΑΛΑΙΟΛΟΓΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Φωτίου,ΤΑΧΛΙΑΜΠΟΥΡΗ ΑΝΤΩΝΙΑ του Μιχαήλ,ΧΡΙΣΤΟΠΟΥΛΟΣ ΑΝΤΩΝΗΣ του Πέτρου,ΧΡΥΣΑΝΘΟΠΟΥΛΟΥ ΑΝΔΡΙΑΝΑ του Ιωάννη,Κίνημα Αλλαγής,ΑΝΑΡΓΥΡΟΥ ΔΗΜΗΤΡΑ του Γεωργίου,ΒΟΥΛΔΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΛΟΗ ΟΛΥΜΠΙΑ του Ευαγγέλου,ΛΟΥΚΟΠΟΥΛΟΥ ΠΑΡΑΣΚΕΥΗ του Νικολάου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΛΕΜΟΝΙΑ του Ιωάννη,ΟΙΚΟΝΟΜΟΥ ΧΡΗΣΤΟΣ του Βασιλείου,ΠΑΠΑΝΔΡΕΟΥ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΣΚΑΝΔΑΜΗΣ ΜΑΡΙΝΟΣ του Μιχαήλ,ΣΟΛΩΜΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γρηγορίου,ΤΑΠΕΙΝΟΣ ΙΩΑΝΝΗΣ του Ηλία,ΤΖΟΥΡΑΜΑΝΗΣ ΑΝΔΡΕΑΣ του Αχιλλέα,ΦΙΛΙΠΠΑΤΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,Κ.Κ.Ε.,ΑΓΓΕΛΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΑΣΠΡΟΥΛΙΑΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη - Πανάγου,ΓΚΕΣΤΑ ΕΙΡΗΝΗ (ΡΕΝΑ) του Διονυσίου,ΖΑΜΠΑΤΗ ΑΛΕΞΑΝΔΡΑ (ΑΛΕΚΑ) του Σπυρίδωνος,ΖΑΡΝΑΒΑΛΟΥ ΣΤΑΥΡΟΥΛΑ του Φώτιου,ΚΑΡΑΘΑΝΑΣΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΣΙΑ) του Ιωάννη,ΜΑΖΗΣ ΑΝΔΡΕΑΣ του Νικολάου,ΠΑΡΙΣΗΣ ΣΩΤΗΡΙΟΣ του Νικολάου,ΣΚΙΑΔΑΣ ΠΑΝΑΓΙΩΤΗΣ (ΤΑΚΗΣ) του Βασιλείου,ΣΥΜΕΩΝΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Θεοδώρου,ΤΖΑΜΑΛΟΥΚΑ ΠΑΝΑΓΙΩΤΑ (ΤΕΤΗ) του Βασιλείου,Ένωση Κεντρώων,ΓΙΑΝΝΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Αναστασίου,ΚΑΡΑΠΑΝΟΥ ΧΑΡΟΥΛΑ του Στεφάνου,ΛΑΪΝΙΩΤΗΣ ΙΩΑΝΝΗΣ του Συμεών,ΜΑΡΙΝΕΣΚΟΥ ΛΑΟΥΡΕΝΤΣΙΑ του Ιωάννη,ΜΕΤΣΟΒΙΤΗΣ ΣΠΥΡΙΔΩΝ του Θεοφάνη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΡΙΤΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΣΙΩΡΟΥ ΑΝΔΡΟΜΑΧΗ του Ευθυμίου,ΣΥΜΙΑΝΑΚΗΣ ΕΜΜΑΝΟΥΗΛ (ΜΑΝΟΣ) του Νικολάου,Ο.Κ.Δ.Ε.,ΦΡΑΓΚΙΣΚΑΤΟΥ ΓΕΩΡΓΙΑ του Αντωνίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΓΓΕΛΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΘΕΟΧΑΡΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΚΑΛΟΥΔΙΩΤΗΣ ΕΥΑΓΓΕΛΟΣ του Γρηγορίου,ΚΑΝΙΣΤΡΑ ΙΩΑΝΝΑ του Παναγιώτη,ΜΑΣΟΥΡΑΣ ΙΑΣΩΝ του Θεοδώρου,ΜΠΕΛΙΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΝΤΡΕΝΟΓΙΑΝΝΗ ΑΝΤΩΝΙΑ του Νικολάου,ΠΑΝΑΓΟΠΟΥΛΟΣ ΕΛΕΥΘΕΡΙΟΣ του Βασιλείου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΜΑΡΙΑ του Λεωνίδα,ΧΑΪΝΤΑΡ ΑΧΜΑΝΤ ΝΕΚΤΑΡΙΟΣ ΝΕΜΕΡ του Χάελ,Ελλήνων Συνέλευσις,ΒΑΓΕΝΑ ΓΕΩΡΓΙΑ του Βασιλείου,ΓΚΙΤΣΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΚΑΡΑΓΙΑΝΝΙΔΟΥ ΑΝΝΑ του Παναγιώτη,ΜΙΧΑΛΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Γεωργίου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΤΖΙΡΗΣ-ΓΕΩΡΓΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΛΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Ιωσήφ,ΑΘΑΝΑΣΙΟΥ ΒΑΛΕΝΤΙΝΗ - ΠΑΡΑΣΚΕΥΗ του Νικολάου,ΔΟΥΛΑΒΕΡΗΣ ΦΩΤΙΟΣ του Αθανασίου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΝΤΟΤΣΙΚΑΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΠΑΠΑΛΕΞΟΠΟΥΛΟΣ ΑΛΕΞΙΟΣ του Νικολάου,ΣΕΡΕΤΗ ΝΙΚΟΛΕΤΑ του Πασχάλη,ΣΙΔΕΡΗΣ ΜΙΧΑΗΛ του Χρήστου,ΤΣΑΠΑΡΑ ΚΑΛΛΙΟΠΗ του Αλεξάνδρου,ΦΡΑΓΚΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΜΑΧΑΙΡΑΣ ΑΛΕΞΙΟΣ του Λεωνίδα,ΤΣΑΚΙΡΟΠΟΥΛΟΥ ΕΛΕΥΘΕΡΙΑ του Εμμανουήλ,ΦΩΤΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΠΑΠΑΠΑΝΑΓΙΩΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΜΠΟΓΔΑΝΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αθανασίου,ΞΗΡΟΥ ΔΙΑΜΑΝΤΩ του Φωτίου,ΣΙΟΒΑ ΙΩΑΝΝΑ του Κωνσταντίνου,Λαϊκή Ενότητα,ΒΡΕΤΤΟΣ ΕΥΣΤΑΘΙΟΣ του Κωνσταντίνου,ΓΚΟΥΛΕΜΑΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΕΛΕΖΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Θρασύβουλου,ΚΑΝΤΖΑΡΗ ΖΑΦΕΙΡΩ του Χρήστου,ΛΕΦΑ ΑΝΔΡΟΝΙΚΗ του Γεωργίου,ΠΕΤΡΑΚΟΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΠΗΛΙΟΥ - ΓΕΩΡΓΙΤΣΟΠΟΥΛΟΥ ΦΩΤΕΙΝΗ του Δονάτου,ΜέΡΑ25,ΑΠΟΣΤΟΛΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ (ΛΙΤΣΑ) του Ανδρέα,ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΛΙΝΑΡΔΟΥ ΒΕΝΕΤΙΑ του Θεοδώρου,ΜΑΓΔΑΛΗΝΟΣ ΝΙΚΟΛΑΟΣ του Χαραλάμπους,ΜΕΓΑΡΗ ΕΥΑΝΘΙΑ του Γεωργίου,ΜΟΥΣΤΡΗΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΠΑΝΑΓΟΠΟΥΛΟΣ ΑΡΙΣΤΟΤΕΛΗΣ (ΑΡΗΣ) του Παναγιώτη,ΠΑΠΑΝΤΩΝΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Θεμιστοκλή,ΠΕΤΤΑΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΣΚΛΑΒΕΝΙΤΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΤΣΑΡΤΟΛΙΑΣ ΧΡΗΣΤΟΣ του Ευσταθίου,Δημιουργία ξανά - Θ. Τζήμερος,ΚΑΙΣΑΡΙΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΖΩΗ του Νικολάου,ΑΘΑΝΑΣΟΥΛΗ ΝΑΤΑΛΙΑ του Θεοδώρου,ΣΟΦΟΥΛΗΣ ΕΜΜΑΝΟΥΗΛ του Αγγελου
31 - Αχαΐας,325 E.T. Δήμου Καλαβρύτων,216,96,0,5,5,91,20,0,8,0,0,8,1,1,1,0,6,11,1,43,0,8,0,14,10,9,12,1,0,9,14,6,4,0,0,0,0,0,0,0,0,0,0,0,18,2,0,9,1,0,1,2,5,13,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31 - Αχαΐας,326 E.T. Δήμου Καλαβρύτων,179,92,0,1,1,91,32,0,4,1,1,3,1,7,0,1,4,0,2,42,0,11,5,17,5,2,8,5,1,2,18,11,3,1,0,0,0,1,0,0,0,0,1,0,4,1,0,1,0,0,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31 - Αχαΐας,327 E.T. Δήμου Πατρέων,550,348,10,2,12,336,136,0,23,3,72,15,5,21,0,2,12,11,9,104,0,27,24,40,3,24,20,8,3,21,28,32,6,2,1,0,0,0,2,0,2,0,1,0,34,1,1,2,3,4,2,34,6,7,5,11,5,11,1,3,2,0,0,5,0,0,1,1,2,2,5,3,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2,0,4,1,6,10,3,1,4,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,1,0,0,10,1,1,2,0,1,1,0,5,2,1,1,2,1,2,0,1,1
31 - Αχαΐας,328 E.T. Δήμου Πατρέων,526,340,8,6,14,326,128,0,21,6,75,20,6,12,7,9,1,7,8,111,0,33,24,27,8,23,18,8,6,13,27,20,5,0,1,0,0,1,2,0,0,0,0,1,29,1,2,1,3,0,2,9,7,7,2,12,1,18,2,4,2,3,0,10,0,2,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,3,4,0,4,6,0,1,1,0,0,0,0,0,0,9,5,4,4,1,0,0,0,0,0,0,0,6,1,2,0,0,0,0,1,2,1,1,0,3,0,3,0,1,1
31 - Αχαΐας,329 E.T. Δήμου Πατρέων,528,356,7,5,12,344,204,0,19,1,122,18,5,10,5,3,12,16,7,61,0,12,11,19,6,16,10,3,2,4,8,19,4,0,1,0,0,0,3,0,3,0,0,2,26,1,2,1,2,3,3,8,3,10,5,4,2,17,5,1,3,1,0,5,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,1,11,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,2,2
31 - Αχαΐας,330 E.T. Δήμου Πατρέων,548,383,12,3,15,368,131,0,10,4,68,17,3,13,4,7,8,14,8,121,0,34,22,41,7,29,19,8,3,9,32,23,7,2,0,1,0,1,2,0,0,0,0,0,24,2,1,1,2,1,3,6,6,1,0,7,2,32,5,1,7,0,1,11,1,1,3,1,7,4,6,0,1,0,2,1,0,1,2,0,0,0,3,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,25,0,0,1,1,2,13,4,2,0,0,0,0,0,0,0,0,3,1,1,1,2,2,0,0,0,0,0,0,11,0,1,2,0,1,0,3,3,0,1,0,0,0,3,0,0,0
31 - Αχαΐας,331 E.T. Δήμου Πατρέων,554,367,6,5,11,356,177,0,29,8,103,19,9,17,6,6,6,16,10,87,0,21,17,33,5,19,14,3,5,9,26,31,5,3,3,0,0,1,0,1,0,0,1,1,34,0,6,0,3,1,4,0,12,13,4,5,2,13,3,1,1,0,1,3,2,2,3,1,2,2,3,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,3,2,3,1,0,1,0,0,0,0,0,0,4,1,1,1,2,0,1,0,1,0,0,1,16,1,0,3,0,0,0,0,5,0,0,0,1,0,4,0,1,1
31 - Αχαΐας,332 E.T. Δήμου Πατρέων,282,187,1,4,5,182,75,0,14,7,21,9,2,12,2,2,11,4,3,55,0,7,1,20,0,11,7,10,0,10,16,13,4,0,2,0,2,0,1,1,2,0,0,1,11,2,0,0,0,2,1,5,3,7,0,3,1,5,1,2,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,7,6,5,6,1,0,0,10,0,2,1,1,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,7,0,1,0,2,0,1,0,0,0
31 - Αχαΐας,333 E.T. Δήμου Πατρέων,565,382,9,2,11,371,184,0,59,30,50,17,3,29,3,6,24,17,6,111,0,34,9,46,7,22,17,7,3,11,35,23,9,3,1,0,0,0,4,0,0,0,1,1,22,1,3,1,3,4,1,0,3,11,4,2,1,14,1,1,2,0,1,6,0,1,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,2,1,0,1,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,10,2,3,2,2,2,0,1,0,1,1,0,2,0,6,0,0,1
31 - Αχαΐας,334 E.T. Δήμου Πατρέων,422,299,2,2,4,295,120,0,25,5,69,13,7,13,2,6,3,5,4,73,0,9,9,23,1,9,13,7,2,13,18,22,10,1,4,1,3,5,0,0,0,0,0,2,24,2,0,3,2,2,2,2,0,12,1,9,0,33,4,4,16,2,2,19,0,4,10,1,3,4,2,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0,0,6,1,0,2,0,0,0,0,0,0,4,0,0,0,2,0,0,1,1,0,1,0,11,0,0,0,1,0,0,0,5,0,0,1,4,4,4,2,1,1
31 - Αχαΐας,335 E.T. Δήμου Πατρέων,543,381,2,5,7,374,122,0,33,11,47,17,5,22,15,7,18,14,8,111,0,28,21,38,5,26,16,5,5,17,32,31,11,5,2,3,1,0,2,0,0,0,3,1,26,1,0,4,6,5,1,0,6,10,2,5,0,20,6,2,4,0,1,10,2,1,0,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,3,3,2,1,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,0,1,0,0,0,1,50,1,0,0,5,1,6,0,5,3
31 - Αχαΐας,336 E.T. Δήμου Πατρέων,540,386,4,7,11,375,160,0,39,18,29,22,3,24,4,18,8,16,19,99,0,18,11,39,4,24,15,13,9,13,22,27,9,2,0,0,1,0,4,0,0,1,0,0,32,0,3,3,2,1,1,0,8,3,4,5,1,33,15,3,14,1,1,21,0,2,0,4,0,7,5,1,1,3,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13,0,1,2,3,3,0,5,0,1,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,3,1,3,2,0,0,4,0,2,1,0,1,1,10,0,2,2
31 - Αχαΐας,337 E.T. Δήμου Πατρέων,379,252,6,1,7,245,87,0,30,6,13,15,6,21,4,4,1,16,4,86,0,16,9,47,2,40,12,4,0,12,11,9,1,0,0,0,0,0,0,0,0,0,0,0,23,3,1,5,6,0,0,23,2,6,2,7,1,22,4,2,5,0,3,5,1,2,0,2,0,7,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14,2,0,1,1,2,1,1,5,4,6,1,0,0,2,0,1,1
31 - Αχαΐας,338 E.T. Δήμου Πατρέων,410,297,4,1,5,292,114,0,32,13,13,19,7,17,3,10,3,15,13,103,0,28,10,55,0,45,17,4,2,26,13,12,5,2,0,0,1,0,1,0,0,0,1,0,23,0,2,4,2,0,0,7,2,7,8,3,3,13,5,1,4,0,1,3,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,2,1,0,2,0,0,0,2,1,1,1,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,10,4,2,1,0,1,0,1,1,1,0,0,0,0,4,0,0,0
31 - Αχαΐας,339 E.T. Δήμου Πατρέων,531,343,5,3,8,335,130,0,20,8,21,13,6,26,3,9,2,10,11,111,0,22,22,31,2,27,37,6,7,19,18,27,7,4,1,1,2,1,0,1,1,0,1,1,21,0,1,1,4,0,1,0,3,3,2,1,0,30,11,0,4,1,4,14,1,4,2,7,2,4,5,2,1,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,11,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,6,2,0,3,1,1,0,2,0,1,2,1,0,0,4,0,1,0
31 - Αχαΐας,340 E.T. Δήμου Πατρέων,514,321,4,1,5,316,115,0,15,3,22,18,3,32,1,12,15,12,4,85,0,9,20,25,4,20,23,6,6,14,14,25,6,0,0,2,0,0,2,1,1,0,0,1,29,0,1,3,1,1,1,0,4,10,5,2,0,37,13,7,6,0,3,14,5,2,2,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,20,0,2,0,3,1,4,10,1,1,2,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,13,1,2,3,1,1,0,2,1,2,0,1,0,0,3,0,0,1
31 - Αχαΐας,341 E.T. Δήμου Πατρέων,120,78,1,0,1,77,35,0,4,3,8,8,0,8,4,13,3,4,5,11,0,2,0,8,0,2,8,0,0,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,3,0,15,4,2,3,2,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31 - Αχαΐας,342 E.T. Δήμου Πατρέων,566,370,1,4,5,365,157,0,30,14,15,19,17,26,7,14,12,20,16,106,0,30,23,29,7,29,35,9,2,7,21,21,12,5,4,2,2,1,1,0,1,1,3,1,24,0,3,8,1,0,1,7,4,5,2,5,5,20,8,3,2,0,1,6,0,3,0,3,2,0,8,2,0,1,1,1,0,2,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,14,0,1,1,2,2,1,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,1,3,0,2,1,0,0,0,2,1,0,8,0,0,0
31 - Αχαΐας,343 E.T. Δήμου Πατρέων,569,408,3,1,4,404,189,0,39,14,25,45,6,16,8,18,17,18,11,109,0,27,14,14,5,29,29,8,2,8,19,30,11,2,1,1,1,0,6,0,1,1,0,0,37,2,5,7,4,0,0,37,5,9,7,9,0,21,7,4,3,2,1,9,1,1,2,1,0,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20,0,1,0,6,1,0,5,2,0,3,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,6,1,0,0,1,0,1,3,0,1,0,0,0,0,3,0,2,2
31 - Αχαΐας,344 E.T. Δήμου Πατρέων,562,370,4,3,7,363,144,0,22,13,17,24,5,21,6,8,14,11,10,107,0,28,18,37,3,16,23,7,12,5,9,14,12,6,0,3,2,1,2,1,3,0,1,1,31,0,3,3,2,1,4,0,2,7,8,2,4,21,5,1,5,0,2,11,1,1,5,1,2,3,8,4,3,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,4,6,0,1,5,4,1,2,0,0,0,0,1,0,2,1,0,0,4,0,1,0,0,0,2,3,6,2,1,2,0,2,0,1,0,0,0,1,0,0,8,0,2,2
31 - Αχαΐας,345 E.T. Δήμου Πατρέων,565,378,2,2,4,374,178,0,45,12,23,34,10,24,14,17,14,21,15,94,0,18,7,29,3,22,22,11,1,13,17,30,13,0,2,0,0,5,4,0,0,1,1,2,30,1,8,8,2,0,4,0,3,3,4,7,0,18,4,3,2,1,0,6,1,1,1,0,0,0,5,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,2,1,2,1,5,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17,0,0,1,0,0,3,0,1,1,2,3,0,0,2,0,1,1
31 - Αχαΐας,346 E.T. Δήμου Πατρέων,565,388,5,1,6,382,162,0,25,11,25,30,6,15,13,15,11,17,17,106,0,24,21,33,3,26,17,10,1,15,17,11,6,3,2,0,1,1,2,0,0,0,0,0,37,3,5,5,5,0,1,0,7,9,1,7,3,16,4,1,4,1,1,12,0,1,4,1,0,2,9,1,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,2,2,0,10,0,1,4,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,10,2,1,3,0,0,0,0,2,0,1,0,0,0,11,0,2,1
