ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΜΗΤΡΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παντελή,ΠΑΠΑΗΛΙΟΥ ΓΕΩΡΓΙΟΣ του Ηλία,ΡΟΥΣΙΑΣ ΜΑΡΙΝΟΣ του Ιωάννη,ΣΑΡΑΝΤΟΠΟΥΛΟΥ ΜΑΥΡΑ του Σπυρίδωνος,ΣΤΑΪΚΟΣ ΧΡΗΣΤΟΣ του Δημητρίου,Νέα Δημοκρατία,ΒΛΑΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΓΙΑΝΝΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΚΑΤΣΙΡΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΛΥΤΡΙΒΗ ΙΩΑΝΝΑ του Δημητρίου,ΠΑΠΑΗΛΙΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΛΥ) του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΟΓΛΗ ΔΕΣΠΟΙΝΑ του Αγγελου,ΗΛΙΟΠΟΥΛΟΥ ΔΑΦΝΗ του Γαβριήλ,ΚΟΛΟΚΟΤΡΩΝΗΣ ΒΑΣΙΛΕΙΟΣ του Θεοδώρου,ΣΚΑΝΤΖΟΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΧΑΡΜΠΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,Κίνημα Αλλαγής,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΒΟΓΙΑΤΖΟΓΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χρήστου,ΚΩΝΣΤΑΝΤΙΝΟΠΟΥΛΟΣ ΟΔΥΣΣΕΑΣ του Κωνσταντίνου,ΠΡΑΧΑΛΙΑΣ ΓΕΩΡΓΙΟΣ του Θεοδώρου,ΣΑΡΑΝΤΟΠΟΥΛΟΥ ΑΔΑΜΑΝΤΙΑ του Αριστείδη,Κ.Κ.Ε.,ΔΙΑΜΑΝΤΑΚΟΣ ΗΛΙΑΣ του Κωνσταντίνου,ΜΠΟΥΡΣΙΑΝΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΝΟΥΣΗ ΠΑΝΑΓΙΩΤΑ του Βασιλείου,ΡΟΥΣΑΛΗΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΦΡΑΓΚΟΥ ΣΤΑΥΡΟΥΛΑ του Ιωάννη,Ένωση Κεντρώων,ΓΙΑΝΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αγγελή,ΞΑΝΘΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Γεωργίου,ΡΩΣΣΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΠΡΙΦΤΗ ΕΥΓΕΝΙΑ του Γιοσήφ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΣΣΕΛΟΥΡΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΚΑΡΑΛΕΚΑ ΠΑΡΑΣΚΕΥΗ του Ιωάννη,ΛΙΑΜΠΟΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Σαράντη,ΣΚΑΝΤΖΟΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΑΛΕΞΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΝΙΚΟΛΑΟΥ ΑΝΤΩΝΙΟΣ του Αναστασίου,ΠΟΛΙΤΗ ΖΑΧΑΡΕΝΙΑ του Ηλία,Κ.Κ.Ε. (μ-λ),ΚΑΤΡΑΛΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΒΑΡΕΛΑ ΜΑΛΑΜΩ του Ευαγγέλου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΝΑΝΙΑΔΟΥ ΙΩΑΝΝΑ του Ιωάννη,ΔΡΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Κανέλλου,ΜΑΡΝΕΡΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αποστόλου,ΠΕΠΠΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΣΤΡΕΜΠΑ ΦΩΤΕΙΝΗ του Δημητρίου,Λαϊκή Ενότητα,ΑΛΕΞΑΝΔΡΗΣ ΣΑΡΑΝΤΟΣ του Νικολάου,ΓΕΩΡΓΙΟΠΟΥΛΟΥ ΙΟΥΛΙΑ (ΗΛΙΑΝΑ) του Δημητρίου,ΠΑΝΑΓΟΠΟΥΛΟΥ ΕΛΕΝΗ του Γεωργίου,ΣΤΑΘΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΧΟΥΝΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,ΜέΡΑ25,ΓΑΒΡΑΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΓΚΑΡΤΖΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΚΟΥΤΡΗ ΕΛΕΝΗ του Χρήστου,Δημιουργία ξανά - Θ. Τζήμερος,ΓΑΡΤΑΓΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Κωνσταντίνου,ΔΑΣΚΑΛΟΠΟΥΛΟΥ ΣΠΥΡΙΔΟΥΛΑ του Γεωργίου,ΣΤΑΘΗΣ ΔΙΟΝΥΣΙΟΣ του Γρηγορίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΕΟΔΟΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου
45 - Αρκαδίας,114 E.T. Δήμου Γορτυνίας,180,110,2,0,2,108,27,2,10,2,0,0,58,41,1,5,1,1,4,0,0,1,0,1,15,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0
45 - Αρκαδίας,115 E.T. Δήμου Γορτυνίας,529,269,3,0,3,266,77,4,33,14,0,16,141,101,7,20,0,3,1,1,0,0,0,0,33,1,0,26,3,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
45 - Αρκαδίας,116 E.T. Δήμου Γορτυνίας,253,134,2,0,2,132,36,0,21,9,0,1,38,28,1,3,0,1,6,0,0,3,0,1,29,1,1,14,10,0,10,2,0,0,1,2,1,0,0,0,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,4,0,0,1,0,0,0,0,0
45 - Αρκαδίας,117 E.T. Δήμου Γορτυνίας,394,174,0,1,1,173,69,4,24,17,0,3,70,46,5,0,2,3,5,0,0,0,1,1,13,0,5,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1
45 - Αρκαδίας,118 E.T. Δήμου Γορτυνίας,236,129,1,2,3,126,32,0,15,5,2,2,64,25,5,4,1,23,6,1,0,0,0,1,5,0,0,1,3,0,4,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,0,3,0
45 - Αρκαδίας,119 E.T. Δήμου Γορτυνίας,373,197,1,0,1,196,48,9,15,8,1,1,104,70,3,17,1,2,3,0,0,1,0,0,31,0,2,17,1,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0
45 - Αρκαδίας,120 E.T. Δήμου Γορτυνίας,351,125,2,3,5,120,59,3,30,4,3,3,47,39,0,0,2,3,0,0,0,0,0,0,11,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45 - Αρκαδίας,121 E.T. Δήμου Γορτυνίας,144,69,0,0,0,69,27,1,11,11,0,1,24,20,1,1,0,1,0,0,0,0,0,0,8,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0
45 - Αρκαδίας,122 E.T. Δήμου Μεγαλόπολης,109,49,0,0,0,49,15,6,2,0,4,2,19,12,1,1,0,0,1,0,1,0,0,0,4,0,0,3,0,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,123 E.T. Δήμου Μεγαλόπολης,83,41,0,0,0,41,17,0,1,2,0,9,16,11,0,2,0,0,1,0,1,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
45 - Αρκαδίας,124 E.T. Δήμου Μεγαλόπολης,176,77,0,0,0,77,18,3,3,3,0,0,24,19,1,0,0,0,2,0,0,0,2,0,5,0,0,5,0,0,18,1,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,1,0,0,0,0
45 - Αρκαδίας,125 E.T. Δήμου Μεγαλόπολης,536,212,2,1,3,209,83,6,33,8,2,10,81,57,8,4,3,7,4,0,1,0,2,0,16,0,1,12,2,0,10,1,5,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,4,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1
45 - Αρκαδίας,126 E.T. Δήμου Μεγαλόπολης,84,49,0,0,0,49,14,0,0,4,1,6,18,10,4,0,0,1,1,0,0,0,0,0,6,0,0,4,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5,0,0,2,0,0,0,0,0,0
45 - Αρκαδίας,127 E.T. Δήμου Μεγαλόπολης,344,155,1,2,3,152,34,4,12,2,1,11,84,65,5,0,2,3,3,0,0,1,0,1,16,3,0,6,5,0,5,1,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1
45 - Αρκαδίας,128 E.T. Δήμου Μεγαλόπολης,90,50,0,0,0,50,23,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,129 E.T. Δήμου Μεγαλόπολης,96,34,0,0,0,34,7,0,2,0,0,1,15,2,1,8,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
45 - Αρκαδίας,130 E.T. Δήμου Μεγαλόπολης,69,30,0,0,0,30,6,2,1,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45 - Αρκαδίας,131 E.T. Δήμου Μεγαλόπολης,105,46,0,1,1,45,16,5,5,0,1,3,19,13,2,3,0,0,3,0,0,0,0,3,6,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,132 E.T. Δήμου Μεγαλόπολης,105,26,0,1,1,25,5,1,1,0,0,3,17,9,6,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,133 E.T. Δήμου Μεγαλόπολης,51,29,1,0,1,28,8,0,3,3,1,0,13,9,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
45 - Αρκαδίας,134 E.T. Δήμου Μεγαλόπολης,139,67,0,3,3,64,23,1,6,0,0,11,21,13,0,1,1,0,0,0,0,0,0,0,10,1,0,5,1,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45 - Αρκαδίας,135 E.T. Δήμου Μεγαλόπολης,154,47,0,0,0,47,10,4,1,0,0,4,21,14,1,1,1,1,3,0,0,1,0,1,6,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45 - Αρκαδίας,136 E.T. Δήμου Μεγαλόπολης,89,38,1,2,3,35,14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45 - Αρκαδίας,137 E.T. Δήμου Μεγαλόπολης,156,65,1,0,1,64,18,3,8,1,0,2,25,15,1,8,0,1,1,0,0,1,0,0,4,1,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,1,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,2,1
45 - Αρκαδίας,138 E.T. Δήμου Μεγαλόπολης,310,109,2,0,2,107,36,4,10,6,0,10,48,35,1,3,5,0,3,1,0,2,0,0,12,1,0,8,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
45 - Αρκαδίας,139 E.T. Δήμου Μεγαλόπολης,75,33,0,1,1,32,18,3,4,0,1,7,3,3,0,0,0,0,1,0,0,1,0,0,6,1,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
45 - Αρκαδίας,140 E.T. Δήμου Μεγαλόπολης,78,41,0,0,0,41,10,1,0,1,0,2,18,12,0,0,0,1,1,0,0,0,0,1,8,0,0,7,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
45 - Αρκαδίας,141 E.T. Δήμου Μεγαλόπολης,161,30,0,0,0,30,13,4,2,3,1,2,11,11,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,142 E.T. Δήμου Μεγαλόπολης,102,59,0,0,0,59,18,2,4,7,0,0,23,14,0,3,0,3,3,0,0,1,0,0,9,0,0,9,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
45 - Αρκαδίας,143 E.T. Δήμου Μεγαλόπολης,92,45,0,0,0,45,13,2,7,1,0,1,19,15,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4,1,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0
45 - Αρκαδίας,144 E.T. Δήμου Μεγαλόπολης,121,69,0,1,1,68,32,1,14,4,4,4,16,6,2,1,1,1,0,0,0,0,0,0,10,1,1,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,2,1
45 - Αρκαδίας,145 E.T. Δήμου Μεγαλόπολης,160,78,1,1,2,76,34,3,13,5,1,10,28,21,0,2,2,1,2,0,0,1,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,146 E.T. Δήμου Μεγαλόπολης,199,71,3,1,4,67,23,2,6,4,4,2,29,19,0,0,4,0,1,0,1,0,0,0,6,0,0,4,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1
45 - Αρκαδίας,147 E.T. Δήμου Μεγαλόπολης,150,64,1,1,2,62,17,1,3,1,0,5,25,22,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,18,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,148 E.T. Δήμου Μεγαλόπολης,167,58,1,0,1,57,30,2,13,1,1,10,6,6,0,0,0,0,2,0,0,0,0,2,6,2,0,4,0,0,7,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2
45 - Αρκαδίας,149 E.T. Δήμου Μεγαλόπολης,556,374,6,2,8,366,124,0,0,0,0,0,143,0,0,0,0,0,11,0,0,0,0,0,22,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,15,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0
45 - Αρκαδίας,150 E.T. Δήμου Μεγαλόπολης,559,388,2,6,8,380,125,18,43,9,3,25,136,100,7,13,3,5,12,1,0,5,0,2,27,4,0,21,0,0,20,0,13,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,16,0,2,2,0,0,1,1,12,0,12,0,0,0,2,2,0,0,0,0,21,1,2,13,3,0,0,0,2,2
45 - Αρκαδίας,151 E.T. Δήμου Μεγαλόπολης,563,342,6,3,9,333,116,9,34,10,6,27,119,90,7,5,5,4,8,0,1,3,0,3,19,2,0,11,1,0,14,2,9,0,0,0,3,2,1,0,1,1,2,2,0,0,0,0,12,4,1,3,0,0,0,0,5,0,3,0,1,0,4,4,0,0,0,0,11,1,0,4,3,0,0,1,16,7
45 - Αρκαδίας,152 E.T. Δήμου Μεγαλόπολης,559,349,3,4,7,342,115,10,36,9,8,27,135,99,2,13,6,6,2,0,0,2,0,0,19,3,1,8,5,0,14,1,6,1,0,2,2,0,1,1,0,0,8,7,0,0,0,0,15,7,1,3,0,0,0,0,7,0,7,0,0,0,1,1,0,0,0,0,19,1,1,11,2,0,0,0,3,1
45 - Αρκαδίας,153 E.T. Δήμου Μεγαλόπολης,564,364,4,2,6,358,127,10,44,3,4,31,115,88,7,7,5,4,15,0,0,6,1,1,41,3,1,29,4,1,20,1,9,0,0,2,7,1,1,2,0,0,2,2,0,0,0,0,14,7,4,2,0,0,0,0,2,0,2,0,0,0,3,2,0,0,0,1,5,0,1,1,0,0,0,0,7,6
45 - Αρκαδίας,154 E.T. Δήμου Μεγαλόπολης,563,335,2,3,5,330,124,9,42,18,3,17,116,76,6,18,3,5,8,0,1,1,3,0,25,6,1,12,2,0,16,0,11,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,11,5,0,1,1,0,0,0,2,0,2,0,0,0,2,1,0,0,1,0,14,1,2,9,1,0,0,0,4,3
45 - Αρκαδίας,155 E.T. Δήμου Μεγαλόπολης,555,343,5,3,8,335,124,10,33,20,2,26,96,76,1,6,2,2,8,0,2,1,2,3,34,6,0,24,2,1,23,1,13,0,0,1,4,0,3,0,0,0,4,1,2,0,1,1,13,9,2,0,1,1,0,0,3,1,1,0,0,0,1,1,0,0,0,0,16,0,3,11,0,0,0,0,6,1
45 - Αρκαδίας,156 E.T. Δήμου Μεγαλόπολης,558,338,2,3,5,333,121,0,0,0,0,0,131,0,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,5,0
45 - Αρκαδίας,157 E.T. Δήμου Μεγαλόπολης,557,340,4,2,6,334,127,0,0,0,0,0,117,0,0,0,0,0,8,0,0,0,0,0,29,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,5,0
45 - Αρκαδίας,158 E.T. Δήμου Μεγαλόπολης,117,34,0,2,2,32,13,3,4,2,0,1,12,9,1,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,159 E.T. Δήμου Μεγαλόπολης,65,20,0,0,0,20,1,1,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
45 - Αρκαδίας,160 E.T. Δήμου Μεγαλόπολης,464,170,1,3,4,166,45,8,14,2,6,9,83,70,3,4,0,1,1,0,0,0,0,1,18,1,0,14,1,0,5,2,1,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,3,0,2,1,0,0,0,3,2
45 - Αρκαδίας,161 E.T. Δήμου Μεγαλόπολης,263,97,2,0,2,95,47,10,18,2,0,0,27,23,1,1,0,0,0,0,0,0,0,0,8,2,1,2,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,3,0
45 - Αρκαδίας,162 E.T. Δήμου Μεγαλόπολης,153,70,1,1,2,68,10,0,5,0,1,3,30,23,1,1,1,1,1,0,0,0,0,1,10,5,0,3,0,0,11,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45 - Αρκαδίας,163 E.T. Δήμου Μεγαλόπολης,107,69,0,2,2,67,32,2,3,4,4,17,18,15,0,0,0,0,3,0,1,0,0,0,5,1,0,3,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
45 - Αρκαδίας,164 E.T. Δήμου Μεγαλόπολης,162,77,0,0,0,77,27,0,9,4,1,8,20,17,1,1,1,0,3,0,0,2,0,1,10,0,0,8,0,0,5,0,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,1,0,0,0
45 - Αρκαδίας,165 E.T. Δήμου Μεγαλόπολης,106,62,0,1,1,61,17,3,1,1,1,7,18,13,2,0,0,0,1,0,0,1,0,0,9,0,0,4,5,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,1,0,0,0,0,4,4
45 - Αρκαδίας,166 E.T. Δήμου Μεγαλόπολης,194,75,0,1,1,74,29,3,19,0,2,0,20,19,0,1,0,0,12,0,2,3,0,7,10,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
45 - Αρκαδίας,167 E.T. Δήμου Μεγαλόπολης,230,110,1,0,1,109,20,0,0,0,0,0,56,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45 - Αρκαδίας,168 E.T. Δήμου Μεγαλόπολης,303,149,0,0,0,149,51,7,7,7,4,15,50,33,4,1,5,1,2,0,0,1,1,0,22,3,0,14,4,1,13,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0
45 - Αρκαδίας,169 E.T. Δήμου Μεγαλόπολης,178,74,0,0,0,74,18,1,1,0,1,8,24,16,1,5,1,1,0,0,0,0,0,0,11,2,0,6,0,0,13,2,8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
45 - Αρκαδίας,170 E.T. Δήμου Μεγαλόπολης,447,202,1,0,1,201,67,3,23,9,3,14,72,51,0,11,3,0,6,0,2,1,0,3,16,5,0,11,0,0,19,3,5,0,0,1,0,0,0,0,0,0,1,1,3,3,0,0,12,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,3,1,0,2,0,0,0,0,0,0
