ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΕΤΤΑ ΚΑΛΛΙΟΠΗ του Δημητρίου,ΓΟΥΛΙΑΡΟΥ ΘΕΟΔΩΡΑ του Δημητρίου,ΔΗΜΗΤΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ (ΜΙΜΗΣ) του Κλεάνθη,ΘΕΟΦΥΛΑΚΤΟΣ ΙΩΑΝΝΗΣ του Γαβριήλ,ΘΕΟΧΑΡΗ ΣΤΥΛΙΑΝΗ του Χαράλαμπου,ΜΟΥΜΟΥΛΙΔΗΣ ΘΕΜΙΣΤΟΚΛΗΣ (ΘΕΜΗΣ) του Σταματίου,ΝΤΖΙΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Νέα Δημοκρατία,ΑΚΡΙΤΙΔΗΣ ΠΟΛΥΧΡΟΝΙΟΣ (ΧΡΟΝΗΣ) του Παναγιώτη,ΑΜΑΝΑΤΙΔΗΣ ΓΕΩΡΓΙΟΣ του Ισαάκ,ΒΡΥΖΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Παναγιώτη,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΜΙΧΑΗΛ (ΜΙΧΑΛΗΣ) του Γεωργίου,ΠΡΩΪΟΥ-ΒΑΡΖΗ ΕΥΛΑΜΠΙΑ (ΕΥΗ) του Ευαγγέλου,ΣΕΜΕΡΤΖΙΔΟΥ ΚΑΛΛΙΟΠΗ (ΠΟΠΗ) του Μιλτιάδη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΕΞΗΣ ΣΠΥΡΙΔΩΝ του Προκοπίου,ΖΑΡΟΓΙΑΝΝΗ ΧΡΥΣΟΥΛΑ του Οδυσσέα,ΚΑΡΑΒΕΛΙΑΣ ΣΤΕΡΓΙΟΣ του Αθανασίου,ΠΕΧΛΙΒΑΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Λαζάρου,ΤΣΙΟΤΣΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Ηλία,Κίνημα Αλλαγής,ΒΡΑΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Τριαντάφυλλου,ΓΚΡΙΤΖΕΛΗ-ΤΟΚΜΑΚΙΔΗ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Πάσχου,ΖΑΡΟΓΙΑΝΝΗΣ ΛΟΥΚΑΣ του Ιωάννη,ΚΑΒΟΥΡΑ-ΓΕΛΑΔΑΡΗ ΕΛΕΝΗ (ΛΕΝΑ) του Ιωάννη,ΚΟΥΚΟΥΛΟΠΟΥΛΟΣ ΠΑΡΑΣΚΕΥΑΣ (ΠΑΡΙΣ) του Δημητρίου,ΤΑΪΓΑΝΙΔΟΥ ΕΛΕΝΗ του Ιωάννη,ΤΣΙΛΦΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Χρήστου,Κ.Κ.Ε.,ΑΔΑΜΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΑΝΤΑΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Φωτίου,ΚΟΥΔΟΥΝΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΚΟΥΖΙΑΚΗ ΘΕΟΔΩΡΑ-ΜΑΤΙΝΑ (ΤΙΝΑ) του Παναγιώτη,ΛΑΜΠΑΔΑ ΧΑΡΙΣ του Αριστείδη,ΤΑΤΑΡΙΔΗΣ ΠΕΤΡΟΣ του Φιλίππου,ΤΣΙΓΚΑ ΕΥΘΥΜΙΑ (ΕΦΗ) του Κωνσταντίνου,Ένωση Κεντρώων,ΚΩΤΣΙΔΗΣ ΛΑΖΑΡΟΣ του Κοσμά,ΛΑΛΑΠΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σπυρίδωνα,ΛΟΥΤΣΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Κοσμά,ΜΠΑΡΜΠΕΡΗ ΣΟΦΙΑ του Ιωάννη,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΜΑΡΙΑ του Ηλία,Ο.Κ.Δ.Ε.,ΚΑΡΥΔΗΣ ΜΑΡΚΟΣ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,ΔΙΝΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ του Νικολάου,ΠΡΑΣΣΟΣ ΣΤΕΦΑΝΟΣ του Αστερίου,Ελλήνων Συνέλευσις,ΓΕΩΡΓΙΑΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Κωνσταντίνου,ΓΚΙΟΥΡΑ ΘΕΟΔΩΡΑ του Κωνσταντίνου,ΚΑΡΑΚΟΥΛΑ ΜΑΡΚΗΣΙΑ του Χαρισίου,ΠΟΥΛΑΤΣΟΓΛΟΥ ΙΩΑΝΝΗΣ του Κυριάκου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΠΑΠΑΔΑΤΟΥ ΑΛΕΞΑΝΔΡΑ του Μιχαήλ,Ελληνική Λύση - Κ. Βελόπουλος,ΔΕΣΠΟΙΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χαραλάμπους,ΛΑΖΑΡΑΤΟΥ ΔΗΜΗΤΡΟΥΛΑ του Ιωάννη,ΜΕΤΟΙΚΙΔΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΛΕΞΙΟΣ του Κωνσταντίνου,ΣΑΛΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Θεοδώρου,Κ.Κ.Ε. (μ-λ),ΑΒΟΥΖΟΥΚΛΙΔΟΥ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΘΕΡΑΠΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΟΥΤΡΩΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΘΕΟΔΩΡΙΔΗΣ ΗΛΙΑΣ του Κωνσταντίνου,Λαϊκή Ενότητα,ΚΑΔΟΓΛΟΥ ΘΕΟΔΟΣΙΟΣ του Κωνσταντίνου,ΜέΡΑ25,ΚΑΛΟΓΙΑΝΝΙΔΗΣ ΣΤΑΥΡΟΣ του Ιωάννη,ΣΑΡΔΕΛΗ ΦΩΤΕΙΝΗ του Γεωργίου,ΣΕΡΕΤΗ ΜΑΡΙΑ του Κωνσταντίνου,ΣΜΥΡΛΗ ΣΩΤΗΡΙΑ του Σταύρου,ΤΣΟΥΦΛΙΔΗΣ ΑΝΤΩΝΙΟΣ του Χαραλάμπους,Δημιουργία ξανά - Θ. Τζήμερος,ΚΑΡΑΔΗΜΟΥ ΑΛΕΞΑΝΔΡΑ του Χρήστου,ΚΩΣΤΑΚΗ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΜΕΛΛΙΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΜΠΛΕΤΣΗΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,ΠΛΙΑΤΣΙΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΡΑΣΣΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
15 - Κοζάνης,139 E.T. Δήμου Εορδαίας,519,335,0,2,2,333,135,21,43,52,29,5,49,6,132,41,14,43,36,65,2,3,6,3,2,1,2,1,8,0,0,1,1,3,0,3,13,2,0,6,2,0,6,4,7,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,1,1,1,2,0,0,0,0,0,0,2,2,13,3,0,1,1,3,0,0,0,0,0,0,7,3
15 - Κοζάνης,140 E.T. Δήμου Εορδαίας,516,318,3,3,6,312,103,19,33,37,14,8,34,5,129,52,15,43,31,49,1,6,5,1,2,1,2,1,20,0,4,3,0,9,0,13,10,2,2,4,1,0,2,1,2,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,21,5,3,6,3,1,10,2,1,1,0,0,0,0,0,8,3,2,0,1,3,2,0,0,0,0,0,9,6
15 - Κοζάνης,141 E.T. Δήμου Εορδαίας,517,321,2,2,4,317,113,17,21,22,12,13,30,5,103,41,6,36,34,38,1,1,9,3,2,0,1,1,28,1,2,2,0,10,0,22,22,1,1,11,1,2,8,2,4,3,0,2,0,0,1,0,1,0,0,1,2,1,0,1,2,0,0,15,3,3,3,1,4,7,1,0,0,0,0,0,1,1,11,1,1,2,0,2,1,1,0,0,0,0,5,3
15 - Κοζάνης,142 E.T. Δήμου Εορδαίας,521,333,3,2,5,328,104,17,26,31,22,12,35,6,129,54,6,55,36,36,6,4,5,2,0,0,1,0,22,0,2,1,3,2,4,11,18,2,2,6,0,1,5,1,8,5,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,21,3,1,2,5,1,7,0,0,0,0,0,0,0,0,12,3,3,1,1,1,2,0,0,0,0,0,5,4
15 - Κοζάνης,143 E.T. Δήμου Εορδαίας,529,352,10,3,13,339,135,12,43,39,20,13,19,13,111,43,11,60,22,40,3,4,12,6,3,3,1,0,19,5,1,0,2,9,0,10,13,1,0,4,0,1,2,5,2,1,0,0,1,1,0,0,4,0,1,1,0,0,0,0,0,0,0,22,3,6,4,2,2,6,1,0,1,1,0,0,2,1,13,5,1,2,3,3,0,0,0,0,0,0,5,1
15 - Κοζάνης,144 E.T. Δήμου Εορδαίας,515,296,0,1,1,295,100,20,70,37,18,8,20,3,109,30,8,34,42,67,4,5,10,5,1,0,1,3,11,1,0,0,1,6,0,10,22,2,3,7,3,6,5,1,5,1,0,0,1,1,0,0,4,0,0,1,2,1,0,0,1,0,0,14,3,3,2,2,2,2,0,0,0,0,0,0,1,0,10,3,3,2,1,1,2,2,0,0,0,0,5,2
15 - Κοζάνης,145 E.T. Δήμου Εορδαίας,554,365,7,4,11,354,127,21,53,47,15,10,31,9,127,34,12,70,32,37,3,9,9,4,1,2,1,2,18,0,3,1,0,2,1,11,21,4,1,11,1,1,9,2,4,3,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,1,1,16,4,1,1,6,3,4,1,0,0,0,0,0,1,0,14,3,3,2,1,1,3,1,0,0,0,0,10,4
15 - Κοζάνης,146 E.T. Δήμου Εορδαίας,556,349,6,2,8,341,124,15,47,44,25,8,39,7,113,33,16,55,33,26,4,7,8,4,4,1,0,0,31,7,7,3,1,10,0,12,27,9,0,1,2,1,10,9,8,4,0,0,3,1,0,0,2,1,2,0,0,0,0,0,0,0,0,4,2,0,1,0,1,1,0,0,0,0,0,0,0,0,13,5,2,3,2,1,5,0,0,0,0,0,6,3
15 - Κοζάνης,147 E.T. Δήμου Εορδαίας,522,331,13,5,18,313,108,20,34,46,9,9,20,2,138,40,14,66,43,43,2,4,11,5,3,3,1,2,13,1,1,2,1,5,3,3,4,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,13,3,1,3,3,1,4,0,0,0,0,0,0,0,0,10,1,2,3,3,1,3,1,0,0,1,0,9,5
15 - Κοζάνης,148 E.T. Δήμου Εορδαίας,542,345,1,2,3,342,120,14,44,45,15,14,21,8,120,43,7,57,48,43,2,3,15,1,2,1,5,3,22,3,0,2,2,4,3,14,13,1,0,9,0,1,3,6,6,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,22,4,5,4,3,4,2,1,0,0,0,0,0,2,1,9,2,0,1,0,0,6,3,2,1,2,0,5,1
15 - Κοζάνης,149 E.T. Δήμου Εορδαίας,522,323,7,2,9,314,95,22,29,39,12,4,15,4,125,31,12,58,34,45,1,3,6,2,3,2,2,1,17,0,4,1,1,9,0,10,11,1,1,4,1,1,4,1,9,4,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,4,4,3,3,5,2,0,0,0,0,0,5,4,9,5,2,2,0,0,2,0,0,0,0,0,12,7
15 - Κοζάνης,150 E.T. Δήμου Εορδαίας,519,330,3,1,4,326,129,10,41,48,19,5,38,6,102,33,8,45,22,32,1,3,12,6,3,3,2,2,21,2,1,1,1,5,3,11,20,3,1,5,0,2,9,3,5,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11,4,2,2,3,2,1,0,0,0,0,0,0,1,0,13,3,2,4,0,1,5,3,0,0,0,1,6,2
15 - Κοζάνης,151 E.T. Δήμου Εορδαίας,518,297,9,6,15,282,124,18,32,42,23,9,36,8,92,39,10,54,22,20,1,6,5,0,4,1,0,2,14,0,0,2,1,5,2,9,13,2,0,7,0,2,4,8,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,4,1,3,5,0,0,0,0,0,0,1,0,10,3,0,1,0,1,5,0,0,1,3,0,1,0
15 - Κοζάνης,152 E.T. Δήμου Εορδαίας,522,332,6,6,12,320,101,15,27,36,11,7,28,3,137,46,12,60,41,38,2,3,13,6,1,2,4,2,23,1,1,1,0,9,3,14,6,0,0,2,0,0,4,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,3,3,2,4,2,3,1,0,0,1,0,0,0,0,9,2,0,4,1,2,5,2,1,3,0,0,3,0
15 - Κοζάνης,153 E.T. Δήμου Εορδαίας,511,315,9,0,9,306,104,12,18,43,14,7,18,3,129,36,13,68,34,45,1,8,7,1,4,2,2,1,21,0,2,3,4,2,1,12,8,3,0,1,0,0,1,1,7,3,0,0,1,2,1,0,2,1,1,0,1,0,1,1,0,0,0,7,0,1,2,0,1,1,1,0,1,1,0,0,1,0,10,4,2,3,1,3,5,3,2,0,1,2,2,1
15 - Κοζάνης,154 E.T. Δήμου Εορδαίας,522,322,3,1,4,318,127,14,33,52,27,10,40,5,115,41,6,46,47,31,1,2,8,3,6,1,3,1,29,1,5,1,3,7,0,23,14,4,0,7,0,1,6,4,3,2,2,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,5,2,0,1,1,1,2,0,0,0,0,0,0,0,0,6,0,1,2,3,2,2,1,0,1,0,1,7,3
15 - Κοζάνης,155 E.T. Δήμου Εορδαίας,537,316,7,2,9,307,131,14,42,51,16,13,39,9,113,33,19,56,23,36,2,9,5,2,2,2,1,0,19,4,2,1,1,3,1,14,12,1,1,2,1,0,4,3,4,1,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,5,1,0,0,1,1,2,0,0,0,0,0,0,1,0,7,1,0,1,1,2,1,0,0,0,0,0,7,3
15 - Κοζάνης,156 E.T. Δήμου Εορδαίας,367,239,2,0,2,237,101,23,19,35,22,5,39,6,79,27,7,50,16,21,3,1,12,10,1,2,2,0,13,0,2,0,0,1,1,10,10,0,0,4,0,0,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,1,1,1,2,2,0,0,0,0,1,0,1,0,5,0,1,1,0,2,1,1,0,1,0,0,2,1
15 - Κοζάνης,157 E.T. Δήμου Εορδαίας,358,243,0,1,1,242,123,22,33,29,21,7,28,5,50,23,6,20,9,11,0,1,5,1,2,0,2,0,20,1,3,3,0,8,0,8,18,3,0,6,1,1,4,3,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,3,0,2,0,3,2,0,0,0,0,0,0,0,0,11,1,2,2,3,2,1,1,0,0,0,1,2,1
15 - Κοζάνης,158 E.T. Δήμου Εορδαίας,451,303,2,0,2,301,113,9,28,40,19,6,41,10,106,29,17,48,27,36,0,6,8,5,1,2,2,0,23,0,2,7,0,4,1,11,25,2,0,2,1,0,11,6,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,3,0,10,6,0,2,4,1,1,0,1,0,0,1,4,2
15 - Κοζάνης,159 E.T. Δήμου Εορδαίας,313,196,4,4,8,188,60,16,18,9,14,5,8,4,93,36,9,43,32,16,3,5,7,0,1,1,0,0,6,2,1,0,0,1,0,4,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,2,1,0,0,0,0,0,0,1,1,6,3,1,2,2,2,0,0,0,0,0,0,2,1
15 - Κοζάνης,160 E.T. Δήμου Εορδαίας,393,241,2,0,2,239,65,7,16,29,10,5,10,3,131,45,8,73,31,37,2,10,9,6,4,5,1,1,9,0,1,3,1,3,3,2,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,1,1,1,2,0,0,0,0,0,6,3
15 - Κοζάνης,161 E.T. Δήμου Εορδαίας,432,294,0,7,7,287,93,11,24,32,15,10,17,2,102,33,4,75,18,28,3,2,11,0,1,2,2,3,23,2,1,0,2,7,1,14,18,1,1,4,1,0,6,5,3,0,0,0,0,0,0,0,3,0,0,2,2,0,0,2,1,1,0,13,1,3,3,1,2,1,0,0,0,0,1,0,0,0,10,1,0,3,1,1,1,0,0,0,0,0,6,3
15 - Κοζάνης,162 E.T. Δήμου Εορδαίας,332,241,3,1,4,237,101,16,32,40,24,6,29,8,68,22,3,46,17,20,1,4,7,2,2,1,1,2,28,1,0,0,0,5,1,26,7,2,0,3,0,0,3,0,6,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,2,2,2,0,1,0,0,0,0,0,0,0,0,7,3,0,2,0,1,4,0,1,0,1,0,0,0
15 - Κοζάνης,163 E.T. Δήμου Εορδαίας,349,235,3,3,6,229,82,13,23,27,15,9,18,2,87,34,4,33,13,22,3,2,6,3,3,0,0,1,19,0,0,0,1,9,0,10,11,1,1,4,2,0,4,3,6,3,1,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,1,1,1,0,0,1,1,0,0,0,0,0,2,0,5,2,0,3,1,0,0,0,0,0,0,0,5,3
15 - Κοζάνης,164 E.T. Δήμου Εορδαίας,466,294,8,4,12,282,104,17,25,33,18,7,25,7,90,32,7,48,19,23,2,8,8,1,3,0,3,3,19,3,0,2,0,8,0,12,28,18,2,11,0,0,17,2,4,1,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,1,1,7,1,0,2,0,1,2,2,0,0,0,0,0,1,0,11,2,1,3,1,2,0,0,0,0,0,0,5,1
15 - Κοζάνης,165 E.T. Δήμου Εορδαίας,486,286,1,1,2,284,98,12,14,29,15,8,22,6,102,34,7,58,20,36,4,5,5,1,2,0,0,1,40,1,6,3,1,16,2,23,17,14,0,1,1,0,12,2,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,3,0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,4,1
15 - Κοζάνης,166 E.T. Δήμου Εορδαίας,471,300,2,6,8,292,135,16,38,36,26,8,44,4,105,31,9,41,38,31,1,3,4,1,2,1,0,1,10,0,2,1,0,1,0,6,17,10,0,4,0,0,14,0,5,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,7,1,1,1,0,3,3,0,0,0,0,0,0,0,0,5,1,2,2,0,0,2,0,0,1,0,0,0,0
15 - Κοζάνης,167 E.T. Δήμου Εορδαίας,484,293,7,1,8,285,98,10,20,30,13,5,33,2,94,25,7,50,21,26,2,2,5,2,1,1,0,0,31,2,1,4,0,12,0,18,16,1,0,3,0,3,7,2,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,12,5,2,3,2,0,2,0,0,0,0,0,0,1,0,16,1,2,1,1,2,0,0,0,0,0,0,7,4
15 - Κοζάνης,168 E.T. Δήμου Εορδαίας,542,329,3,1,4,325,130,30,30,38,16,6,19,3,87,36,12,32,10,29,1,1,9,2,3,2,1,0,41,1,4,1,2,20,1,22,21,5,0,12,1,1,7,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,16,2,0,4,4,3,1,0,0,0,0,1,0,4,3,3,2,0,1,2,0,1,0,0,0,0,0,9,2
15 - Κοζάνης,169 E.T. Δήμου Εορδαίας,547,286,1,2,3,283,149,33,40,35,33,8,34,4,77,31,33,41,6,23,5,3,5,1,2,0,0,1,23,2,3,4,4,9,2,5,10,2,0,6,1,0,1,5,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,0,1,1,1,0,1,0,0,0,0,6,1,2,5,2,0,0,0,0,0,0,0,2,1
15 - Κοζάνης,170 E.T. Δήμου Εορδαίας,503,259,5,4,9,250,118,27,28,26,29,14,25,6,56,27,3,24,9,15,6,2,3,1,1,0,0,0,41,2,7,3,6,16,3,21,8,0,0,3,0,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,1,1,0,1,0,1,0,0,0,0,0,0,4,0,4,1,2,0,1,0,3,1,0,0,0,2,2,0
15 - Κοζάνης,171 E.T. Δήμου Εορδαίας,382,225,1,0,1,224,88,13,16,35,18,12,17,5,57,11,11,38,16,22,0,0,1,0,0,0,0,0,21,0,0,3,0,5,2,14,12,1,0,2,2,0,7,4,3,1,0,0,1,1,0,0,0,0,0,0,2,0,1,2,0,0,0,19,6,0,4,6,3,5,5,5,5,0,0,0,0,0,7,2,0,0,1,0,1,1,1,0,0,0,8,8
15 - Κοζάνης,172 E.T. Δήμου Εορδαίας,500,325,3,1,4,321,166,30,45,49,18,18,33,8,97,26,5,57,36,34,0,1,8,2,2,1,1,2,14,0,4,0,0,4,0,14,10,5,0,3,0,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,2,0,1,0,0,0,0,0,0,0,0,0,8,2,1,1,1,0,3,0,0,2,1,1,0,0
15 - Κοζάνης,173 E.T. Δήμου Εορδαίας,550,361,5,3,8,353,158,56,52,33,23,9,22,12,100,19,15,53,23,36,3,5,13,5,1,1,2,1,23,1,1,8,0,6,0,13,18,3,0,1,3,0,5,3,6,3,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,15,1,5,4,6,2,1,1,0,1,1,0,0,0,0,6,3,0,1,0,1,2,1,0,0,0,0,9,5
15 - Κοζάνης,174 E.T. Δήμου Εορδαίας,499,347,3,0,3,344,166,32,52,53,27,11,27,29,98,23,10,54,28,20,1,5,11,2,3,1,1,3,17,0,5,3,1,3,1,15,6,1,0,2,0,1,1,0,6,3,1,0,2,3,0,0,3,1,2,1,0,0,0,0,0,0,0,23,6,4,7,5,2,3,1,0,1,0,0,0,1,0,6,0,1,0,1,1,1,1,0,0,0,1,5,2
15 - Κοζάνης,175 E.T. Δήμου Εορδαίας,508,309,3,5,8,301,117,29,27,25,16,9,16,7,94,17,8,56,17,36,3,3,10,3,2,0,3,1,21,0,0,1,0,8,0,12,14,3,1,5,1,2,6,1,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,17,5,6,4,3,4,6,1,1,0,0,0,0,0,0,13,2,0,0,2,1,1,0,0,1,0,0,7,4
15 - Κοζάνης,176 E.T. Δήμου Εορδαίας,528,385,6,3,9,376,197,23,69,38,38,8,75,10,93,27,13,30,23,32,3,9,2,0,0,1,0,0,17,0,0,2,0,6,0,13,20,3,2,9,1,1,7,3,6,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,11,3,3,3,1,1,1,0,0,0,0,0,0,4,3,12,2,3,2,1,0,0,0,0,0,0,0,12,7
15 - Κοζάνης,177 E.T. Δήμου Εορδαίας,469,334,6,2,8,326,151,33,41,45,27,9,55,14,86,22,10,41,19,39,0,4,9,4,0,1,4,1,34,1,3,2,0,8,4,19,13,2,0,4,1,0,10,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,4,1,2,4,0,1,1,0,0,0,1,1,0,0,11,6,0,3,2,3,1,0,0,0,0,0,7,2
15 - Κοζάνης,178 E.T. Δήμου Εορδαίας,314,189,0,1,1,188,68,14,18,15,18,12,8,1,73,22,6,33,29,15,6,4,7,2,2,4,1,0,9,0,0,1,0,2,0,4,9,2,0,4,1,0,6,0,1,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,1,0,0,9,3,1,4,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2
15 - Κοζάνης,179 E.T. Δήμου Κοζάνης,484,290,3,0,3,287,91,30,13,20,22,22,9,13,86,9,15,26,57,21,5,5,3,1,2,0,0,0,48,4,19,13,0,35,3,7,28,3,0,6,3,21,0,11,2,1,1,0,1,1,0,0,4,1,2,1,0,0,0,0,0,0,0,5,0,3,0,2,0,1,1,0,0,0,0,0,0,0,14,3,4,1,1,1,0,0,0,0,0,0,5,1
15 - Κοζάνης,180 E.T. Δήμου Κοζάνης,478,280,1,3,4,276,110,45,18,22,40,22,6,8,66,8,21,19,40,11,0,4,6,2,3,2,0,2,43,2,14,10,2,27,0,2,21,0,0,1,2,16,0,13,3,0,1,0,1,2,0,0,2,0,1,0,1,0,1,1,0,1,0,11,2,3,2,1,0,4,1,0,0,1,0,0,0,0,10,5,1,5,3,1,1,1,0,0,0,0,0,0
15 - Κοζάνης,181 E.T. Δήμου Κοζάνης,455,288,5,3,8,280,111,45,10,19,37,29,9,15,63,7,11,24,36,9,1,9,5,1,2,0,0,0,22,1,15,5,1,17,0,1,38,4,0,1,8,26,1,18,3,1,1,0,2,0,0,0,1,0,1,1,2,0,2,0,2,0,0,16,1,2,1,4,2,7,0,0,0,0,0,0,0,0,13,3,1,2,0,2,2,1,2,0,0,1,4,2
15 - Κοζάνης,182 E.T. Δήμου Κοζάνης,444,259,2,0,2,257,95,52,8,17,25,25,6,9,74,7,11,19,54,9,8,4,2,1,2,1,0,0,31,0,16,9,1,20,2,5,28,3,2,1,5,19,0,12,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7,1,1,1,0,1,3,0,0,0,0,0,0,0,0,8,4,0,1,1,2,1,0,0,0,0,0,8,1
15 - Κοζάνης,183 E.T. Δήμου Κοζάνης,449,260,5,4,9,251,100,44,4,24,23,26,7,9,49,7,6,11,32,7,2,7,6,0,2,0,2,4,48,2,28,10,3,29,2,2,13,0,1,0,2,12,0,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,2,1,1,4,1,0,0,1,0,0,0,0,13,5,3,2,3,2,1,1,0,1,0,0,7,5
15 - Κοζάνης,184 E.T. Δήμου Κοζάνης,406,289,2,2,4,285,54,13,3,8,17,12,4,11,152,31,48,29,55,69,6,6,7,4,3,1,0,0,31,2,2,8,1,19,3,6,3,1,0,0,1,1,0,0,6,1,1,0,1,3,0,0,2,0,0,2,0,0,0,0,0,0,0,21,4,2,0,6,3,3,0,0,0,0,0,0,2,1,6,1,1,0,0,0,1,0,0,1,0,0,0,0
