ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΛΑΧΟΠΟΥΛΟΥ ΑΛΕΞΑΝΔΡΑ του Δημητρίου,ΚΑΡΑΓΙΑΝΝΙΔΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΞΑΝΘΟΠΟΥΛΟΣ ΘΕΟΦΙΛΟΣ του Σάββα,ΠΑΓΚΑΛΙΔΟΥ ΔΗΜΗΤΡΑ του Παύλου,ΠΑΡΑΣΧΙΔΗΣ ΚΥΡΙΑΖΗΣ του Μιχαήλ,Νέα Δημοκρατία,ΚΥΡΙΑΖΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Τριαντάφυλλου,ΜΑΓΓΑΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΜΠΛΟΥΧΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΤΟΥΦΕΚΤΣΗ ΘΕΟΔΩΡΑ (ΝΤΟΡΑ) του Βασιλείου,ΤΣΙΑΜΟΥΡΑ ΠΑΝΑΓΙΩΤΑ του Αθανασίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΝΙΚΟΛΑΪΔΗΣ ΕΛΕΥΘΕΡΙΟΣ του Παναγιώτη,ΠΟΥΤΑΧΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ανθιμου,ΣΕΛΑΛΜΑΖΙΔΗΣ ΗΛΙΑΣ του Δημητρίου,ΤΣΑΠΑΚΙΔΗΣ ΚΟΣΜΑΣ του Νικολάου,ΧΟΡΟΖΙΔΟΥ ΧΡΥΣΑΝΘΗ του Αβραάμ,Κίνημα Αλλαγής,ΚΕΦΑΛΙΔΟΥ ΧΑΡΟΥΛΑ (ΧΑΡΑ) του Δημητρίου,ΝΙΚΟΛΑΪΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΞΑΝΘΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΠΑΠΟΥΤΣΗΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΧΑΡΙΣΚΟΥ ΧΡΥΣΑΝΘΗ (ΧΡΙΣΤΙΑΝΑ) του Αντωνίου,Κ.Κ.Ε.,ΚΑΨΙΜΑΝΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,ΚΟΤΖΑΜΠΑΣΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΜΑΛΛΗ ΜΑΡΙΑ του Γεωργίου,ΜΗΤΡΟΥ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΠΑΤΖΕΛΑΣ ΣΤΑΥΡΟΣ του Γεωργίου,Ένωση Κεντρώων,ΑΠΟΣΤΟΛΙΔΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΚΑΡΑΠΑΝΟΥ ΟΥΡΑΝΙΑ του Στεφάνου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΜΑΡΙΑ του Ευαγγέλου,ΣΑΠΑΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,ΤΣΑΚΩΝΑΣ ΧΡΙΣΤΟΦΟΡΟΣ του Χαράλαμπου,Ο.Κ.Δ.Ε.,ΒΟΥΖΑΣ ΗΛΙΑΣ του Λαζάρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΟΥΙΡΟΥΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΑΝΘΟΥΛΗ ΣΩΤΗΡΙΑ του Χρήστου,ΓΚΛΑΒΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Διαμαντή,ΕΦΡΑΙΜΙΔΟΥ ΕΥΘΥΜΙΑ του Αλεξάνδρου,ΚΟΡΩΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΤΕΡΖΙΔΗΣ ΘΕΟΔΩΡΟΣ του Μιχαήλ,Ελληνική Λύση - Κ. Βελόπουλος,ΓΡΑΜΜΑΤΙΚΟΠΟΥΛΟΣ ΑΔΑΜ του Γεωργίου,ΚΟΥΡΤΙΔΗΣ ΜΙΧΑΗΛ του Αβραάμ,ΤΑΚΦΟΡΙΔΟΥ ΧΡΥΣΑΝΘΗ του Σωτηρίου,ΧΑΤΖΗΒΑΣΙΛΕΙΟΥ ΕΥΑ του Δημητρίου,ΨΩΜΙΑΔΗΣ ΙΩΑΝΝΗΣ του Χρήστου,Κ.Κ.Ε. (μ-λ),ΟΙΚΟΝΟΜΙΔΗΣ ΙΑΚΩΒΟΣ του Περικλή,Μ-Λ Κ.Κ.Ε.,ΚΟΣΜΑ ΧΡΥΣΑΝΘΗ του Παναγιώτη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΓΙΑΓΚΙΔΗΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΟΛΓΑ του Δημητρίου,ΠΛΑΚΙΔΗΣ ΧΡΗΣΤΟΣ του Θεοδώρου,Λαϊκή Ενότητα,ΕΡΜΕΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΚΟΓΙΟΥ ΕΛΕΝΗ του Ιωάννη,ΠΡΟΚΟΒΑΣ ΑΠΟΣΤΟΛΟΣ του Κυπαρίσση,ΜέΡΑ25,ΒΡΑΣΚΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΜΑΝΙΑΔΑΚΗ ΑΓΓΕΛΙΚΗ του Αναστασίου,ΤΟΓΓΙΑΛΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αντωνίου,Δημιουργία ξανά - Θ. Τζήμερος,ΓΡΗΓΟΡΙΟΥ ΘΕΟΧΑΡΙΑ του Παναγιώτη,ΚΟΥΚΟΥΤΣΟΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΣΑΒΒΙΔΗΣ ΙΕΡΟΚΛΗΣ του Θεοδώρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΑΠΟΥΝΙΔΟΥ ΕΛΕΝΗ του Σάββα
4 - Δράμας,191 E.T. Δήμου Παρανεστίου,286,111,1,0,1,110,17,0,10,1,0,2,55,22,2,27,0,1,1,0,0,1,0,0,19,14,4,0,0,0,2,0,0,2,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,8,1,2,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
4 - Δράμας,192 E.T. Δήμου Παρανεστίου,598,281,4,2,6,275,52,8,15,7,4,6,152,51,16,74,2,2,10,3,0,1,0,3,22,3,14,4,0,1,5,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,10,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,6,4
4 - Δράμας,193 E.T. Δήμου Παρανεστίου,537,275,2,1,3,272,58,5,12,28,1,1,122,42,16,52,0,4,12,7,1,0,1,1,25,13,9,0,1,1,5,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,28,3,5,10,3,4,1,1,0,0,1,0,1,0,0,0,0,0,13,3,3,2,0,0,0,0,4,3
4 - Δράμας,194 E.T. Δήμου Παρανεστίου,538,259,3,2,5,254,52,12,16,6,3,2,104,40,7,44,2,7,7,5,0,1,0,1,39,15,11,7,0,3,4,1,0,0,1,0,9,4,1,0,1,0,0,0,0,0,2,0,2,0,0,0,13,1,2,3,1,2,0,0,0,0,2,1,1,0,0,0,0,0,10,2,3,2,6,0,2,2,6,2
4 - Δράμας,195 E.T. Δήμου Παρανεστίου,349,101,0,0,0,101,30,2,12,10,0,3,59,20,3,29,3,0,1,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
4 - Δράμας,196 E.T. Δήμου Παρανεστίου,387,117,2,0,2,115,26,2,5,8,0,3,56,25,3,19,1,3,0,0,0,0,0,0,14,10,1,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
4 - Δράμας,197 E.T. Δήμου Παρανεστίου,452,174,1,1,2,172,44,9,9,8,9,4,65,27,3,24,1,0,4,0,3,0,0,0,39,23,2,2,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,2,3,1,1,2,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
4 - Δράμας,198 E.T. Δήμου Παρανεστίου,377,135,1,0,1,134,7,2,1,3,0,0,103,33,11,53,0,3,3,1,0,0,0,1,7,3,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,2,0,0,1,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0
4 - Δράμας,199 E.T. Δήμου Προσοτσάνης,538,237,2,0,2,235,58,11,13,20,4,2,100,31,8,60,0,0,13,1,1,1,4,2,20,8,9,0,1,1,3,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,17,2,2,9,0,2,0,0,0,0,0,0,0,0,1,1,0,0,8,1,3,1,1,0,0,0,6,5
4 - Δράμας,200 E.T. Δήμου Προσοτσάνης,503,252,1,0,1,251,58,5,23,13,2,0,119,29,21,53,1,1,12,2,2,1,1,0,22,5,13,2,0,0,2,0,0,1,1,0,5,1,0,0,0,0,0,0,2,1,2,2,0,0,0,0,17,2,6,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,6,1,2,0,1,1,0,0,4,4
4 - Δράμας,201 E.T. Δήμου Προσοτσάνης,504,239,1,0,1,238,63,5,19,18,5,3,110,33,18,49,0,6,4,2,0,0,1,0,24,7,13,0,3,0,2,0,0,0,1,0,4,0,0,1,0,0,2,0,2,2,1,0,0,0,0,0,14,6,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,3,0,4,1,1,1,2,1
4 - Δράμας,202 E.T. Δήμου Προσοτσάνης,500,241,8,2,10,231,59,5,11,23,3,3,114,34,6,68,3,1,6,1,1,0,0,0,16,7,9,0,0,0,8,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,3,0,0,3,1,0,0,0,1,0,0,1,1,1,0,0,5,0,0,1,1,0,0,1,5,3
4 - Δράμας,203 E.T. Δήμου Προσοτσάνης,505,215,1,1,2,213,53,3,25,15,2,1,89,34,10,33,6,3,10,2,0,0,3,1,22,11,7,0,1,2,6,0,1,2,1,2,3,1,0,1,0,0,0,0,2,1,4,4,0,0,0,0,14,2,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,3,2
4 - Δράμας,204 E.T. Δήμου Προσοτσάνης,519,222,4,1,5,217,47,2,19,16,1,4,93,47,10,31,2,2,8,2,1,1,2,0,22,10,10,0,0,2,8,0,0,3,0,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,19,4,6,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,11,4,0,0,1,0,0,1,3,2
4 - Δράμας,205 E.T. Δήμου Προσοτσάνης,518,260,5,2,7,253,55,6,26,12,2,6,129,47,17,52,2,5,5,1,0,0,4,0,30,10,14,0,2,2,7,0,0,0,2,2,2,1,0,0,1,0,0,0,0,0,3,0,0,0,3,0,11,3,1,2,0,3,1,1,0,0,1,0,0,0,0,0,0,0,5,0,2,1,2,1,0,0,2,0
4 - Δράμας,206 E.T. Δήμου Προσοτσάνης,504,219,1,3,4,215,53,10,13,18,1,3,99,33,8,43,2,4,7,2,0,0,0,2,12,3,6,2,1,0,3,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,15,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,1,2,2,7,5
4 - Δράμας,207 E.T. Δήμου Προσοτσάνης,492,220,3,2,5,215,63,9,25,13,3,1,89,31,9,42,0,4,6,0,0,0,2,1,20,10,5,0,0,4,3,1,0,1,0,1,2,1,0,0,0,0,0,0,2,2,3,2,0,0,1,0,14,4,2,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,5,2
4 - Δράμας,208 E.T. Δήμου Προσοτσάνης,495,236,3,3,6,230,48,6,7,11,4,1,111,48,13,44,2,1,9,4,0,0,0,0,17,4,10,1,0,2,4,2,0,0,2,0,5,2,1,0,0,0,0,0,0,0,4,3,1,0,0,0,17,2,3,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,1,3,0,0,0,7,6
4 - Δράμας,209 E.T. Δήμου Προσοτσάνης,332,139,5,1,6,133,26,3,6,12,1,1,52,19,4,25,0,0,3,0,0,2,0,0,29,18,7,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,4,2,1,0,0,0,0,0,4,3
4 - Δράμας,210 E.T. Δήμου Προσοτσάνης,297,113,5,0,5,108,20,6,3,8,1,0,50,19,5,24,2,0,2,1,1,0,0,0,9,1,8,0,0,0,8,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,8,5
4 - Δράμας,211 E.T. Δήμου Προσοτσάνης,293,124,0,1,1,123,32,2,12,9,2,1,50,22,3,22,0,1,3,2,0,0,1,0,22,2,19,1,0,0,3,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,1,2,0,1,1,5,3
4 - Δράμας,212 E.T. Δήμου Προσοτσάνης,527,218,1,1,2,216,33,6,5,10,0,4,122,53,8,54,1,0,1,0,0,0,0,0,27,15,9,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,11,2,1,3,0,4,0,0,0,0,2,0,1,0,2,2,0,0,6,2,1,0,1,0,1,0,3,2
4 - Δράμας,213 E.T. Δήμου Προσοτσάνης,513,217,1,2,3,214,35,10,13,1,2,2,108,44,5,48,0,2,4,0,0,0,0,0,29,9,10,0,7,2,6,5,0,1,0,0,5,0,2,0,0,1,0,0,2,2,1,0,0,0,0,0,11,0,3,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,0,7,6
4 - Δράμας,214 E.T. Δήμου Προσοτσάνης,514,206,1,3,4,202,37,7,10,7,2,1,114,50,3,55,1,2,7,2,0,1,0,1,12,3,3,0,2,3,6,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,3,0,0,0,3,0,12,3,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,5,4
4 - Δράμας,215 E.T. Δήμου Προσοτσάνης,504,225,2,0,2,223,43,11,9,13,1,0,103,34,18,46,0,2,8,1,1,0,1,1,30,13,10,1,1,4,7,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,13,3,2,2,0,0,0,0,3,0
4 - Δράμας,216 E.T. Δήμου Προσοτσάνης,505,228,0,0,0,228,38,2,18,6,0,0,141,37,26,65,0,8,8,0,0,0,7,0,14,5,3,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,2,2,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,4,1
4 - Δράμας,217 E.T. Δήμου Προσοτσάνης,506,214,2,0,2,212,42,4,11,16,1,0,118,57,5,49,0,2,2,1,0,0,0,0,17,4,10,1,1,0,6,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,3,1,0,0,0,2,14,1,2,4,2,1,0,0,0,0,1,0,0,1,1,0,1,0,3,0,3,0,0,0,0,0,3,1
4 - Δράμας,218 E.T. Δήμου Προσοτσάνης,500,169,3,2,5,164,22,6,6,2,2,0,94,41,5,41,1,1,4,2,0,0,0,2,12,4,6,0,1,0,6,2,0,2,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,13,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,3,0,1,0,0,0,1,0
4 - Δράμας,219 E.T. Δήμου Προσοτσάνης,503,204,1,0,1,203,33,3,10,5,1,2,115,28,3,73,1,4,8,2,2,0,0,0,13,5,6,2,0,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,2,2
4 - Δράμας,220 E.T. Δήμου Προσοτσάνης,396,191,0,2,2,189,25,1,5,9,1,0,113,27,0,77,2,2,4,3,0,0,0,0,15,11,3,0,0,0,6,2,1,0,1,0,1,1,0,0,0,0,0,0,1,1,6,0,0,0,6,0,11,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,0,0,1,2,0
4 - Δράμας,221 E.T. Δήμου Προσοτσάνης,424,198,2,0,2,196,34,2,14,9,0,0,90,15,4,67,0,1,3,1,0,0,0,0,24,12,9,0,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,2,1,17,0,0,0,16,0,10,3,1,2,1,1,0,0,0,0,2,0,2,0,2,2,0,0,3,1,0,2,2,0,0,1,3,1
4 - Δράμας,222 E.T. Δήμου Προσοτσάνης,436,194,0,4,4,190,34,1,11,14,1,5,89,15,3,60,3,3,5,0,0,1,1,0,26,12,3,3,5,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,6,0,18,1,3,4,4,1,0,0,0,0,1,0,1,0,0,0,0,0,4,0,3,0,2,0,0,2,1,1
4 - Δράμας,223 E.T. Δήμου Προσοτσάνης,429,168,3,1,4,164,43,0,15,21,1,1,69,20,6,38,0,3,2,1,0,0,0,0,15,10,4,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,9,0,18,2,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,1,1
4 - Δράμας,224 E.T. Δήμου Προσοτσάνης,162,60,0,0,0,60,18,4,4,5,3,1,26,16,0,6,0,0,2,0,0,1,0,1,5,5,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 - Δράμας,225 E.T. Δήμου Προσοτσάνης,493,252,3,2,5,247,49,6,3,31,2,2,79,25,11,36,0,6,6,2,0,0,0,1,58,11,27,5,9,3,14,12,0,0,1,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,13,3,2,1,3,1,0,0,0,0,2,0,1,0,2,1,0,1,6,2,3,0,6,1,1,3,4,4
4 - Δράμας,226 E.T. Δήμου Προσοτσάνης,486,211,2,4,6,205,38,1,9,18,3,3,86,29,12,37,0,5,7,2,2,1,0,2,33,8,15,0,7,3,12,12,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,3,1,4,0,0,0,0,0,0,2,0,0,2,2,0,2,0,7,1,3,1,2,0,1,0,5,4
4 - Δράμας,227 E.T. Δήμου Προσοτσάνης,474,240,2,1,3,237,47,7,7,21,4,4,93,51,3,30,3,0,2,1,0,1,0,0,58,14,23,1,14,6,9,8,0,0,0,0,5,0,1,1,0,0,0,0,2,1,1,1,0,0,0,0,6,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,7,1,1,3,1,0
4 - Δράμας,228 E.T. Δήμου Προσοτσάνης,448,214,2,2,4,210,43,2,9,23,1,3,89,42,5,32,2,3,6,1,0,0,1,0,38,11,14,0,9,2,13,10,1,0,1,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,3,1,0,1,0,0,0,0,5,1,2,1,0,0,0,0,1,1,0,0,2,0,1,0,4,3
4 - Δράμας,229 E.T. Δήμου Προσοτσάνης,441,200,2,2,4,196,41,6,5,18,0,5,66,21,10,24,0,7,4,3,0,0,0,0,37,13,9,1,8,4,16,14,0,0,1,0,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,2,1,3,0,0,0,0,2,0,0,0,1,0,1,0,8,0,2,2,1,0,0,1,4,3
4 - Δράμας,230 E.T. Δήμου Προσοτσάνης,466,201,2,0,2,199,45,6,3,28,0,3,91,33,5,41,2,7,3,1,0,0,1,0,31,4,23,0,2,1,2,2,0,0,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,8,1,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,7,0,3,1,3,1,0,0,4,1
4 - Δράμας,231 E.T. Δήμου Προσοτσάνης,521,239,1,0,1,238,18,3,3,11,0,0,187,72,3,105,0,1,4,0,0,0,0,1,15,0,12,0,3,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
4 - Δράμας,232 E.T. Δήμου Προσοτσάνης,408,144,2,0,2,142,35,3,14,14,0,0,65,39,1,19,1,1,7,5,0,0,0,0,8,1,4,1,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,1,2,2
4 - Δράμας,233 E.T. Δήμου Προσοτσάνης,400,161,1,1,2,159,51,2,22,16,0,0,61,32,2,18,2,3,3,0,0,0,0,1,13,5,5,3,0,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,1,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,10,2,2,1,2,0,0,0,3,0
