ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΤΩΝΙΟΥ ΧΡΗΣΤΟΣ του Αθανασίου,ΚΑΛΠΑΚΗΣ ΣΤΕΡΓΙΟΣ του Δημητρίου,ΚΑΡΑΣΑΡΛΙΔΟΥ ΕΥΦΡΟΣΥΝΗ (ΦΡΟΣΩ) του Γεωργίου,ΟΥΡΣΟΥΖΙΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΠΑΓΙΑΝΝΟΥΛΗ ΕΥΑΓΓΕΛΙΑ (ΕΥΗ) του Θεοδώρου,ΤΟΛΚΑΣ ΑΓΓΕΛΟΣ του Χαράλαμπου,Νέα Δημοκρατία,ΒΕΣΥΡΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Φωτίου,ΒΛΑΧΟΓΙΑΝΝΗ ΙΦΙΓΕΝΕΙΑ του Γεωργίου,ΚΑΡΑΤΖΙΟΥΛΑ ΝΙΚΗ του Κωνσταντίνου,ΚΟΥΤΣΟΥΠΙΑΣ ΦΩΤΙΟΣ του Δημητρίου,ΜΠΑΡΤΖΩΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Στέργιου,ΤΣΑΒΔΑΡΙΔΗΣ ΛΑΖΑΡΟΣ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΝΝΑΚΟΒΙΤΗΣ ΕΜΜΑΝΟΥΗΛ του Βασιλείου,ΕΥΤΗΡΙΑΔΟΥ ΑΝΝΑ του Παύλου,ΘΕΟΔΩΡΟΥ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΕΪΣΙΔΟΥ ΟΛΥΜΠΙΑ του Αντωνίου,ΠΛΑΣΤΑΡΑΣ ΙΩΑΝΝΗΣ του Θωμά,ΤΣΑΚΙΡΗΣ ΜΙΧΑΗΛ του Νικολάου,Κίνημα Αλλαγής,ΓΚΙΟΝΟΓΛΟΥ ΧΑΡΑΛΑΜΠΟΣ του Ηρακλή,ΜΠΡΟΥΣΚΕΛΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΘΕΟΔΩΡΟΣ του Χρήστου,ΣΑΒΒΙΔΟΥ ΕΙΡΗΝΗ του Ιωάννη,ΤΟΡΟΡΗ ΜΑΡΙΑ του Κωνσταντίνου,ΧΑΤΖΗΑΘΑΝΑΣΙΟΥ ΤΗΛΕΜΑΧΟΣ του Βασιλείου,Κ.Κ.Ε.,ΔΙΑΚΟΓΛΟΥ ΙΩΑΝΝΗΣ του Κυριάκου,ΙΑΚΩΒΙΔΗΣ ΗΛΙΑΣ του Κωνσταντίνου,ΣΟΦΡΟΝΩΦ - ΤΑΜΠΑΚΗ ΙΩΑΝΝΑ του Ελευθέριου,ΤΣΙΟΥΛΑΚΟΣ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Ιωάννη,ΤΣΟΥΚΑΛΑΣ ΘΩΜΑΣ του Παύλου,ΧΑΤΖΗΘΕΟΔΩΡΙΔΟΥ ΚΥΡΙΑΚΗ (ΚΟΥΛΑ) του Μιχαήλ,Ένωση Κεντρώων,ΑΚΕΨΩΜΑΪΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Εμμανουήλ,ΒΕΤΣΟΣ ΑΝΔΡΕΑΣ του Νικολάου,ΓΑΛΛΟΥ ΙΩΑΝΝΑ του Αδάμ,ΔΙΜΠΑΛΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΑΠΑΔΗΜΗΤΡΟΠΟΥΛΟΥ ΘΕΟΔΩΡΑ του Αριστείδη,Ο.Κ.Δ.Ε.,ΛΑΧΑΝΗΣ ΤΗΛΕΜΑΧΟΣ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΠΑΠΑΧΡΥΣΟΣΤΟΜΙΔΗΣ ΛΑΖΑΡΟΣ του Μιχαήλ,ΤΣΙΑΝΟΥ ΜΑΡΙΑΝΑ του Αντωνίου,Ελλήνων Συνέλευσις,ΓΑΛΑΝΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΖΑΤΙΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ,ΠΡΟΪΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΣΠΥΡΙΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ανέστη,ΤΣΑΠΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ (ΚΑΡΟΛΙΝΑ) του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΓΙΑΝΝΗ ΑΝΤΩΝΙΑ του Περικλή,ΜΟΥΡΑΤΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αναστασίου,ΜΠΑΝΤΩΛΑΣ ΑΠΟΣΤΟΛΟΣ-ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΤΡΕΜΠΕΛΗ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΤΣΑΝΤΕΚΙΔΗΣ ΜΙΧΑΗΛ του Σταύρου,ΨΑΘΑΣ ΣΩΤΗΡΙΟΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΜΩΡΑΪΤΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΧΑΤΖΗΘΕΟΔΩΡΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Μιχαήλ,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΣΛΑΝΙΔΟΥ ΜΙΛΕΝΑ του Αλέξιου,ΚΑΛΟΣΤΕΦΑΝΟΣ ΘΕΟΔΩΡΟΣ του Χρήστου,ΠΛΙΑΚΟΥ ΔΕΣΠΟΙΝΑ του Ζαφειρίου,ΧΑΤΖΗΠΑΡΑΣΚΕΥΑΣ ΓΕΩΡΓΙΟΣ του Φιλίππου,Λαϊκή Ενότητα,ΚΙΟΣΕΟΓΛΟΥ ΕΛΕΥΘΕΡΙΟΣ του Γεωργίου,ΚΟΥΦΑΚΗ ΑΘΗΝΑ του Νικολάου,ΟΡΦΑΝΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλέξανδρου,ΜέΡΑ25,ΟΡΦΑΝΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ελευθερίου,ΠΑΠΑΪΩΑΝΝΟΥ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΤΟΡΝΑΖΑΚΗ ΑΘΗΝΑ του Αριστείδη,ΧΡΗΣΤΟΥ ΠΑΣΧΑΛΙΝΗ (ΛΙΝΑ) του Θεόδωρου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΡΒΑΝΙΤΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΔΙΟΝΥΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΑΝΤΣΑΔΟΥ ΕΥΘΥΜΙΑ του Βλαδίμηρου,ΜΠΟΥΡΑΖΑΝΗ ΙΩΑΝΝΑ του Παναγιώτη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΡΟΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωακείμ
12 - Ημαθίας,154 E.T. Δήμου Βέροιας,532,335,0,4,4,331,77,7,23,22,17,13,20,164,35,7,47,51,36,71,5,3,0,0,0,1,0,33,8,12,5,3,3,17,5,1,2,0,0,0,1,7,2,1,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,10,2,1,0,4,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,16,4,3,4,3,5,0,1,2,1,6,4
12 - Ημαθίας,155 E.T. Δήμου Βέροιας,553,358,6,3,9,349,88,8,32,20,33,16,20,173,69,10,31,55,62,57,13,5,1,4,1,3,3,18,2,1,3,5,6,12,12,0,1,6,1,1,4,6,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,16,9,4,4,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,6,2,3,3,4,0,2,2,1,4,4
12 - Ημαθίας,156 E.T. Δήμου Βέροιας,570,394,3,6,9,385,108,12,18,31,32,26,19,189,73,7,48,49,57,75,9,3,2,1,2,1,0,20,6,1,7,4,1,10,19,3,3,9,0,0,4,7,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,1,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,11,5,2,2,2,3,2,1,0,0,8,8
12 - Ημαθίας,157 E.T. Δήμου Βέροιας,568,357,3,6,9,348,114,7,26,23,17,26,27,153,44,5,32,57,51,52,9,1,1,3,0,0,1,16,3,2,3,2,0,10,13,1,1,4,0,2,6,4,1,1,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,16,3,1,2,3,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,1,0,2,4,0,0,1,0,10,6
12 - Ημαθίας,158 E.T. Δήμου Βέροιας,565,353,5,1,6,347,128,17,29,30,29,21,23,142,52,6,32,37,36,56,6,3,0,1,0,0,1,21,1,0,1,2,5,17,13,0,2,8,0,0,1,4,0,1,0,0,1,0,0,3,2,0,2,1,0,0,0,1,0,7,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13,8,3,1,3,2,0,0,0,1,6,5
12 - Ημαθίας,159 E.T. Δήμου Βέροιας,560,365,2,0,2,363,99,10,34,24,23,26,22,174,50,13,44,54,53,55,6,1,1,3,1,0,1,27,1,6,3,6,4,17,9,0,2,3,0,2,2,10,9,3,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,17,6,4,2,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,2,3,3,5,0,3,3,1,1,1
12 - Ημαθίας,160 E.T. Δήμου Βέροιας,568,340,2,5,7,333,75,9,20,17,24,21,23,151,64,7,39,38,35,51,10,2,2,0,1,2,3,18,3,5,3,1,1,11,13,2,0,6,0,1,4,4,0,1,1,0,2,0,0,1,1,1,0,2,1,0,0,0,0,28,8,8,4,1,6,4,0,0,1,0,1,0,0,0,0,2,1,1,0,18,3,8,3,1,2,0,0,1,0,7,4
12 - Ημαθίας,161 E.T. Δήμου Βέροιας,568,365,3,4,7,358,102,7,33,34,28,17,27,168,65,17,33,52,51,70,11,4,1,3,2,3,2,21,5,3,7,3,0,11,11,0,0,9,1,1,6,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,2,3,3,3,1,2,0,0,0,0,2,0,1,1,0,1,1,1,0,15,3,3,1,4,5,1,1,0,1,8,5
12 - Ημαθίας,162 E.T. Δήμου Βέροιας,568,338,2,3,5,333,96,8,18,24,19,20,27,138,35,3,31,47,38,53,7,1,3,0,1,0,1,25,9,1,1,6,1,14,16,0,3,8,0,0,6,5,2,0,1,1,0,0,0,4,2,1,2,0,0,0,0,0,0,19,4,7,1,4,10,0,0,0,0,0,2,1,1,1,1,2,0,0,1,9,1,3,1,1,3,1,0,2,2,7,3
12 - Ημαθίας,163 E.T. Δήμου Βέροιας,569,360,8,2,10,350,92,10,33,26,25,20,13,169,57,9,44,45,45,66,5,1,0,0,2,1,0,29,6,8,6,4,1,14,16,0,1,8,0,2,6,6,1,1,1,0,3,0,0,1,0,0,0,1,0,0,0,1,0,12,1,5,1,0,4,1,0,0,1,1,0,0,0,0,0,2,1,1,0,7,2,3,2,3,1,0,1,1,0,8,4
12 - Ημαθίας,164 E.T. Δήμου Βέροιας,567,351,10,2,12,339,90,9,17,20,26,19,21,161,43,15,42,57,56,53,13,2,4,4,3,0,2,18,7,1,6,2,2,8,14,1,3,8,0,2,6,6,1,0,1,2,5,0,0,5,1,0,4,0,0,0,0,0,0,16,4,5,2,4,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,9,6,1,3,0,3,2,1,2,1,3,1
12 - Ημαθίας,165 E.T. Δήμου Βέροιας,555,353,4,1,5,348,93,15,19,23,24,17,20,161,47,7,28,49,44,59,12,3,1,0,3,4,2,21,4,3,4,4,0,10,17,1,3,9,1,0,3,4,0,1,0,0,0,0,0,1,0,1,0,4,3,0,0,0,1,17,3,4,2,4,3,1,0,0,0,0,2,0,0,0,2,1,0,0,0,9,4,2,1,0,4,2,0,1,1,2,1
12 - Ημαθίας,166 E.T. Δήμου Βέροιας,547,316,3,0,3,313,104,14,19,42,20,18,27,110,47,11,15,35,26,41,11,3,2,5,1,0,5,30,6,3,10,5,2,11,15,0,2,10,0,1,7,5,2,0,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,14,4,2,4,4,4,1,0,0,1,1,0,0,0,0,0,1,0,1,0,14,5,2,2,2,1,0,0,1,0,5,4
12 - Ημαθίας,167 E.T. Δήμου Βέροιας,563,342,2,6,8,334,83,18,13,28,23,17,19,156,56,9,38,48,32,54,8,5,2,3,1,1,1,26,8,0,9,8,4,12,10,1,3,5,0,0,1,3,0,1,1,0,1,0,0,2,0,0,1,1,0,0,0,0,1,22,9,7,1,1,6,3,0,0,0,0,4,0,0,0,0,0,0,0,0,11,4,4,2,1,3,1,0,1,1,5,2
12 - Ημαθίας,168 E.T. Δήμου Βέροιας,566,315,4,2,6,309,109,15,22,31,27,23,22,110,31,10,27,30,35,37,15,11,2,4,4,2,2,16,6,2,3,4,5,4,13,3,0,6,0,1,5,5,2,1,3,0,1,0,0,2,1,0,1,1,0,0,0,0,0,19,5,5,2,2,7,2,1,0,1,0,1,1,1,0,0,1,1,0,1,9,3,5,1,0,3,0,0,0,1,3,2
12 - Ημαθίας,169 E.T. Δήμου Βέροιας,565,323,3,2,5,318,82,7,17,24,22,12,12,130,56,2,27,41,45,46,6,2,0,1,1,1,0,28,8,4,7,3,2,17,17,0,2,12,2,0,12,10,3,2,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,15,3,3,1,0,6,1,1,0,1,1,0,0,0,0,0,2,0,0,0,15,4,6,1,4,4,0,0,3,0,5,2
12 - Ημαθίας,170 E.T. Δήμου Βέροιας,568,298,9,2,11,287,95,14,19,23,27,30,27,106,41,6,23,33,26,41,13,7,4,2,4,2,2,10,1,0,2,4,1,5,11,2,1,4,1,0,4,2,0,1,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,19,7,11,0,3,4,3,1,0,0,0,2,1,1,0,2,0,0,0,0,14,6,5,3,1,4,0,1,2,2,8,7
12 - Ημαθίας,171 E.T. Δήμου Βέροιας,567,304,4,2,6,298,83,13,25,18,29,22,10,135,57,6,32,36,35,53,10,3,4,0,0,1,3,9,2,2,3,0,0,3,22,2,8,13,1,0,7,8,1,2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,16,7,7,2,3,2,2,0,0,0,0,1,0,1,0,1,2,0,1,0,6,2,1,2,1,1,0,0,0,0,3,2
12 - Ημαθίας,172 E.T. Δήμου Βέροιας,567,310,9,0,9,301,99,7,21,20,25,16,17,99,24,9,25,29,34,32,14,3,2,2,1,1,3,23,5,1,0,3,3,18,16,2,1,2,0,0,6,8,1,1,4,1,3,0,0,2,0,0,0,0,0,0,0,0,0,16,8,6,1,4,3,1,0,0,1,1,2,0,0,1,0,1,1,0,0,11,5,1,1,3,1,0,1,0,0,8,6
12 - Ημαθίας,173 E.T. Δήμου Βέροιας,566,312,8,5,13,299,93,7,18,36,25,18,12,117,47,7,19,32,27,37,17,3,2,7,2,0,4,12,0,2,5,4,1,2,16,6,3,6,0,2,3,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,4,6,1,1,2,1,0,0,2,2,2,2,0,2,0,0,0,0,0,13,2,3,1,3,0,0,0,0,0,7,4
12 - Ημαθίας,174 E.T. Δήμου Βέροιας,566,281,2,2,4,277,84,15,15,15,26,19,19,122,44,12,19,29,29,55,9,3,1,3,2,0,1,9,0,0,0,4,2,5,15,0,0,7,0,1,8,4,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,11,3,1,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13,6,6,1,1,4,1,2,1,0,4,2
12 - Ημαθίας,175 E.T. Δήμου Βέροιας,570,309,8,5,13,296,102,9,19,29,23,17,17,111,33,5,13,39,26,55,7,2,2,2,2,1,1,18,2,1,1,4,2,10,18,0,4,12,1,1,10,3,2,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,14,3,4,5,4,4,2,1,0,0,0,2,0,0,0,0,1,1,0,0,6,3,1,1,1,3,0,2,1,0,8,3
12 - Ημαθίας,176 E.T. Δήμου Βέροιας,567,306,14,2,16,290,75,8,15,20,26,13,7,115,30,16,26,36,25,38,7,2,1,2,1,0,0,20,4,3,3,3,8,11,8,0,1,5,0,0,0,6,1,2,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,18,4,4,4,4,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,11,3,6,3,2,5,0,0,0,0,16,8
12 - Ημαθίας,177 E.T. Δήμου Βέροιας,563,313,6,4,10,303,104,21,29,31,24,29,14,100,27,7,23,31,27,44,20,13,1,4,3,3,2,18,4,2,2,0,4,9,10,1,1,9,0,2,1,10,0,3,2,2,3,0,0,3,0,0,1,3,3,0,0,0,0,13,2,2,4,1,3,2,2,1,0,0,2,2,1,0,1,0,0,0,0,14,6,6,4,1,1,0,1,0,0,3,2
12 - Ημαθίας,178 E.T. Δήμου Βέροιας,567,308,4,3,7,301,104,7,23,28,25,19,25,100,25,7,17,32,32,38,13,6,6,1,3,1,1,16,4,2,5,2,1,6,10,2,3,6,0,1,3,5,2,0,1,0,1,0,0,1,0,0,0,3,3,0,1,1,1,19,8,9,1,5,5,3,0,0,3,3,0,0,0,0,0,0,0,0,0,15,6,7,0,1,6,1,1,3,1,6,4
12 - Ημαθίας,179 E.T. Δήμου Βέροιας,180,93,2,0,2,91,36,1,2,2,5,1,19,32,9,0,16,6,2,16,4,2,1,0,0,1,1,3,0,1,1,0,1,0,6,0,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12 - Ημαθίας,180 E.T. Δήμου Βέροιας,178,121,2,0,2,119,42,1,3,14,13,2,11,40,10,5,6,9,14,15,21,12,1,7,0,1,0,5,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0
12 - Ημαθίας,181 E.T. Δήμου Βέροιας,453,265,1,2,3,262,60,13,5,13,13,17,9,107,37,6,41,35,18,31,14,7,1,7,4,0,0,17,3,3,3,2,1,11,7,0,0,5,0,0,1,12,5,4,1,1,0,0,0,0,0,0,0,9,9,0,1,1,0,25,6,5,5,7,3,2,0,0,0,0,3,2,1,0,1,0,0,0,0,3,0,1,2,0,1,0,0,0,0,4,1
12 - Ημαθίας,182 E.T. Δήμου Βέροιας,504,322,4,0,4,318,73,4,13,32,30,20,12,121,30,14,58,21,31,35,18,7,4,1,6,4,2,27,11,3,7,3,2,13,16,0,2,9,0,1,6,4,0,2,1,0,2,1,0,3,1,0,1,5,5,0,0,0,0,30,12,11,2,3,10,5,1,0,0,0,1,0,0,0,0,0,0,0,0,10,3,1,3,2,2,0,1,1,0,6,2
12 - Ημαθίας,183 E.T. Δήμου Βέροιας,191,133,1,1,2,131,20,0,3,4,5,6,6,52,24,1,26,2,13,18,9,2,0,1,0,0,2,5,2,1,0,1,1,3,1,0,0,0,0,0,1,6,0,1,0,0,2,0,0,1,1,0,1,4,3,0,0,0,1,16,4,4,0,3,5,0,0,0,1,1,2,1,0,0,0,1,0,0,0,4,2,2,1,0,1,1,1,0,0,8,3
12 - Ημαθίας,184 E.T. Δήμου Βέροιας,256,174,2,0,2,172,16,2,2,5,1,5,3,103,42,2,34,18,31,29,7,4,1,2,2,0,0,13,4,4,4,1,1,5,4,0,0,3,0,0,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,5,4,2,9,5,3,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,2,1
12 - Ημαθίας,185 E.T. Δήμου Βέροιας,327,223,1,1,2,221,68,6,14,19,10,13,15,101,50,3,30,19,29,31,6,4,3,2,1,0,1,7,1,1,0,0,0,7,10,0,1,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,1,0,2,1,1,0,0,0,0,1,0,0,0,0,4,1,0,0,9,3,5,1,1,2,1,0,1,0,4,1
12 - Ημαθίας,186 E.T. Δήμου Βέροιας,442,276,3,0,3,273,117,11,18,58,26,12,25,76,14,4,23,26,23,27,2,2,0,0,0,0,0,12,1,1,1,7,1,8,23,2,2,9,0,2,8,8,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,9,3,3,0,1,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,12,6,5,1,1,0,0,0,0,0,9,2
12 - Ημαθίας,187 E.T. Δήμου Βέροιας,117,65,0,0,0,65,17,3,5,2,5,7,0,20,15,1,3,3,5,4,0,0,0,0,0,0,0,5,0,0,0,0,0,5,13,1,1,10,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12 - Ημαθίας,188 E.T. Δήμου Βέροιας,229,162,1,0,1,161,52,4,4,15,22,9,11,55,20,0,12,29,10,15,1,0,0,0,1,0,0,15,1,2,1,8,2,9,10,0,2,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,3,3,14,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,2,4,3,0,0,0,0,0,0,0
12 - Ημαθίας,189 E.T. Δήμου Βέροιας,159,97,2,0,2,95,23,2,6,8,10,1,7,33,20,3,7,4,6,14,7,4,1,2,3,0,2,11,2,2,0,0,0,9,9,2,3,6,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,1
12 - Ημαθίας,190 E.T. Δήμου Βέροιας,408,243,2,3,5,238,56,5,36,8,6,12,9,121,52,7,39,25,42,45,10,4,0,2,1,3,3,11,1,2,3,0,3,2,13,1,3,5,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,1,1,2,2,0,0,0,0,3,2,0,0,1,0,0,0,0,5,3,3,0,1,4,0,0,1,1,3,3
12 - Ημαθίας,191 E.T. Δήμου Βέροιας,405,245,3,1,4,241,65,2,42,7,9,14,20,131,53,2,46,42,42,35,7,1,3,3,1,1,1,7,2,1,3,1,2,0,9,2,0,5,0,0,4,4,1,2,1,1,0,0,0,4,1,0,3,1,1,0,0,1,0,7,1,2,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,2,1
12 - Ημαθίας,192 E.T. Δήμου Βέροιας,465,282,2,0,2,280,70,4,41,11,7,21,13,146,84,4,39,45,38,35,4,1,1,2,0,0,0,24,4,4,6,8,2,12,6,0,2,2,0,0,0,2,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,13,6,1,1,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,5,0,1,4,2,1,2,0,1,0
12 - Ημαθίας,193 E.T. Δήμου Βέροιας,464,274,5,2,7,267,75,2,45,19,8,10,11,130,60,10,34,26,37,45,8,1,2,1,1,1,1,13,1,3,5,1,1,6,11,0,2,7,0,2,4,2,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,2,2,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,7,3,1,1,1,3,0,0,2,0,4,2
12 - Ημαθίας,194 E.T. Δήμου Βέροιας,418,269,2,2,4,265,48,3,15,14,13,7,13,148,44,7,29,45,63,56,6,1,1,1,0,1,1,33,10,2,16,6,0,15,6,2,1,3,1,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,0,2,2,0,0,0,0,0,5,3
12 - Ημαθίας,195 E.T. Δήμου Βέροιας,383,268,2,1,3,265,35,1,2,8,12,7,13,117,40,0,37,53,24,31,10,2,0,5,0,0,1,59,5,3,0,6,3,57,15,0,1,6,0,0,6,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,2,1,5,0,2,3,0,2,2
12 - Ημαθίας,196 E.T. Δήμου Βέροιας,330,213,2,0,2,211,27,2,5,10,5,6,5,123,52,4,40,55,12,33,2,2,0,0,2,0,0,35,1,2,2,1,0,32,7,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,1,1,0,1,4,3,1,0,1,2,0,0,2,0,2,1
12 - Ημαθίας,197 E.T. Δήμου Βέροιας,450,303,2,1,3,300,88,5,20,25,21,14,16,95,27,7,20,22,21,47,14,4,0,9,1,3,4,26,4,4,6,7,1,14,31,0,6,27,0,1,16,4,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,17,5,5,3,2,8,1,1,0,2,0,4,4,2,1,1,1,0,0,1,8,5,2,1,0,6,2,1,0,1,2,1
12 - Ημαθίας,198 E.T. Δήμου Βέροιας,469,325,7,3,10,315,79,5,5,28,11,7,22,135,44,9,32,41,51,44,9,1,0,0,0,0,0,27,9,2,1,5,0,16,18,0,3,6,0,1,8,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21,10,8,1,5,3,3,0,0,0,0,2,1,0,0,0,2,0,0,0,10,8,0,6,0,2,0,1,0,0,6,1
12 - Ημαθίας,199 E.T. Δήμου Βέροιας,445,289,3,2,5,284,58,8,6,27,11,20,14,74,32,1,8,14,15,33,18,11,2,2,3,1,2,97,0,1,97,1,17,2,8,3,1,1,0,0,2,4,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,0,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,6,1,0,3,0,4,2
12 - Ημαθίας,200 E.T. Δήμου Βέροιας,548,352,5,1,6,346,66,2,7,10,18,13,23,121,50,4,21,25,25,46,18,14,1,3,2,2,2,113,4,0,113,1,11,3,4,2,0,1,0,0,2,2,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,12,5,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,2,0,0,0,0,2,2
