ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΚΟΥΤΣΗΣ ΙΩΑΝΝΗΣ του Αποστόλου,ΘΕΛΕΡΙΤΗ ΜΑΡΙΑ του Παναγιώτη,ΠΕΤΡΟΥ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΤΣΟΓΚΑΣ ΓΕΩΡΓΙΟΣ του Παύλου,ΦΙΛΙΠΠΑΚΗ ΣΟΦΙΑ του Ανδρέα,ΨΥΧΟΓΙΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Νέα Δημοκρατία,ΑΝΑΓΝΩΣΤΑΡΑ ΣΟΦΙΑ του Παναγιώτη,ΔΗΜΑΣ ΧΡΙΣΤΟΣ του Σταύρου,ΚΟΛΛΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ταξιάρχου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΜΑΡΙΑ του Ιωάννη,ΣΟΥΚΟΥΛΗ-ΒΙΛΙΑΛΗ ΜΑΡΙΑ ΕΛΕΝΗ (ΜΑΡΙΛΕΝΑ) του Δημητρίου,ΤΑΓΑΡΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΕΞΑΝΔΡΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Εμμανουήλ,ΑΡΓΥΡΟΠΟΥΛΟΥ ΣΟΦΙΑ του Δημητρίου,ΜΑΡΚΕΛΛΟΣ ΣΤΥΛΙΑΝΟΣ του Αναστασίου,ΣΕΪΤΑΝΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΤΣΙΟΓΚΑ ΠΑΡΑΣΚΕΥΗ του Αθανασίου,Κίνημα Αλλαγής,ΑΝΔΡΕΟΥ ΙΩΑΝΝΗΣ του Δημητρίου,ΓΚΙΛΙΤΣΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΔΗΜΑ ΜΑΡΓΑΡΙΤΑ του Νικολάου,ΣΠΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανέστη,ΦΑΡΜΑΚΗ-ΓΚΕΚΗ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΧΑΝΙΑΣ ΝΙΚΟΛΑΟΣ του Ηλία,Κ.Κ.Ε.,ΑΛΩΝΙΣΤΙΩΤΗΣ ΠΑΝΑΓΙΩΤΗΣ (ΤΑΚΗΣ) του Αντωνίου,ΚΑΖΑΚΟΠΟΥΛΟΥ ΑΝΘΙΠΠΗ του Αργυρίου,ΚΕΛΛΑΡΗΣ ΙΩΑΝΝΗΣ του Γερασίμου,ΛΑΜΠΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΜΠΟΖΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΤΖΕΚΟΥ ΠΑΡΑΣΚΕΥΗ (ΒΙΒΗ) του Δημητρίου,Ένωση Κεντρώων,ΜΑΡΑ ΑΝΝΑ του Νίκο,ΜΠΟΥΛΟΓΕΩΡΓΟΣ ΑΘΑΝΑΣΙΟΣ του Αριστείδη,ΤΟΜΑΡΑΣ ΑΘΑΝΑΣΙΟΣ του Μιλτιάδη,Ο.Κ.Δ.Ε.,ΕΡΗΜΑΚΗ ΑΝΑΣΤΑΣΙΑ του Βλασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΧΑΡΙΛΑΟΣ του Παναγή,Ελλήνων Συνέλευσις,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΗΛΙΑΣ του Νικολάου,ΚΑΝΕΛΛΟΥ ΕΙΡΗΝΗ του Ηλία,ΜΑΛΛΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜΠΑΡΛΑΜΠΑ ΕΛΕΝΗ του Κωνσταντίνου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΒΑΛΣΑΜΗ ΗΛΙΑΝΑ του Παύλου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΝΑΣΤΑΣΟΠΟΥΛΟΥ ΕΛΕΝΗ του Βασιλείου,ΚΑΛΑΡΑΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΚΕΛΛΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΜΑΥΡΙΑΣ ΜΑΡΚΟΣ του Παναγιώτη,ΜΙΧΑΗΛΙΔΟΥ ΜΑΡΓΑΡΙΤΑ του Ιωάννη,ΠΑΠΑΧΡΗΣΤΟΥ ΜΙΧΑΗΛ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΚΑΜΑΡΕΤΣΟΥ ΜΑΡΙΑΝΑ του Λουδοβίκου,ΣΠΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνα,Μ-Λ Κ.Κ.Ε.,ΣΠΥΡΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ του Παναγιώτη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΡΕΤΑΣ ΑΘΑΝΑΣΙΟΣ του Φωτίου,ΓΙΑΚΙΜΤΣΟΥΚΗΣ ΕΥΑΓΓΕΛΟΣ του Αθανασίου,ΚΑΛΛΙΑΝΙΩΤΗ ΠΕΤΡΟΥΛΑ του Γεωργίου,ΚΑΤΕΜΗ ΕΥΑΓΓΕΛΙΑ (ΛΙΤΣΑ) του Δημητρίου,Λαϊκή Ενότητα,ΡΙΣΚΑ ΜΑΡΙΑΝΘΗ (ΜΑΙΡΗ) του Δημητρίου,ΤΣΑΚΟΥΜΑΓΚΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αντωνίου,ΤΣΟΥΚΑΛΑΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΜέΡΑ25,ΒΑΣΙΛΑΚΟΠΟΥΛΟΣ ΘΕΟΔΩΡΟΣ του Βασιλείου,ΒΟΥΖΟΥΝΑΡΑΣ ΔΗΜΗΤΡΙΟΣ του Μιλτιάδου,ΔΗΜΗΤΡΙΑΔΗ ΜΑΡΙΑ του Αναστασίου,ΚΑΝΕΛΛΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ (ΑΛΕΚΟΣ) του Δημητρίου,ΚΥΡΙΑΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Σωτηρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΠΙΝΙΚΗ του Χαράλαμπου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΝΑΣΤΑΣΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Αναστασίου,ΚΑΨΟΥΡΟΥ ΜΑΡΙΑ του Ιωάννη,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Παναγιώτη,ΣΤΑΜΟΥ ΣΠΥΡΙΔΩΝ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΘΑΝΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ του Αθανασίου,Ανεξάρτητοι Υποψήφιοι,ΘΕΟΔΟΣΙΑΔΗΣ ΒΑΣΙΛΕΙΟΣ του Μιλτιάδη
43 - Κορινθίας,301 E.T. Δήμου Σικυωνίων,489,261,2,0,2,259,79,14,13,4,9,8,38,106,36,63,29,9,11,16,17,3,2,12,1,7,31,7,3,0,8,16,7,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,2,0,2,2,1,0,0,0,0,1,0,0,0
43 - Κορινθίας,302 E.T. Δήμου Σικυωνίων,471,227,3,0,3,224,63,6,20,1,28,10,17,95,42,46,15,16,18,21,17,5,2,10,1,5,18,9,2,8,3,4,1,4,1,1,0,0,1,1,2,2,1,1,1,0,1,0,3,2,0,1,0,0,0,9,7,2,1,1,6,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,0,1,0,1,0,1,0,1,5,3,0,0
43 - Κορινθίας,303 E.T. Δήμου Σικυωνίων,563,293,1,1,2,291,72,6,20,1,23,9,19,125,45,76,8,38,16,22,18,1,1,15,2,0,34,7,12,2,14,5,5,8,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,7,4,6,1,0,2,1,0,0,0,0,3,1,0,0,1,3,2,0,0,7,1,3,2,0,0,0,1,0,0,0,0,6,3,0,0
43 - Κορινθίας,304 E.T. Δήμου Σικυωνίων,96,30,0,0,0,30,9,2,2,0,3,2,2,18,2,6,13,2,0,7,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,305 E.T. Δήμου Σικυωνίων,483,194,0,0,0,194,60,5,15,4,2,3,7,62,30,37,3,11,13,11,4,1,2,2,1,0,48,6,5,27,15,8,2,10,7,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,3,0,0,1,1,3,0,2,1,0,0,0,2,0,0,0
43 - Κορινθίας,306 E.T. Δήμου Σικυωνίων,397,222,2,3,5,217,42,6,10,0,7,3,18,134,46,82,10,25,18,48,9,1,1,7,0,2,20,4,1,6,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,4,0,1,0,0,5,1,0,0,0,0,0,0,0,0
43 - Κορινθίας,307 E.T. Δήμου Σικυωνίων,328,176,1,1,2,174,56,5,19,2,15,5,17,62,13,19,24,18,5,12,2,0,0,1,0,1,32,7,0,10,23,9,5,10,3,1,0,0,0,4,5,2,2,0,0,0,0,0,1,1,0,0,0,0,0,4,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0
43 - Κορινθίας,308 E.T. Δήμου Σικυωνίων,243,105,0,0,0,105,34,15,10,0,16,4,10,38,14,13,6,4,16,12,10,3,1,6,1,3,10,1,5,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,2,1,0,0,1,1,0,0,0,0,0,1,1,0,0
43 - Κορινθίας,309 E.T. Δήμου Σικυωνίων,238,117,1,1,2,115,41,3,22,0,6,12,13,53,14,14,10,3,20,12,6,1,0,2,0,0,5,2,1,1,2,2,0,6,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0
43 - Κορινθίας,310 E.T. Δήμου Σικυωνίων,218,114,0,1,1,113,37,3,6,0,7,7,10,40,10,22,6,4,6,13,5,1,0,2,0,1,15,1,0,4,8,7,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,1,0,1,1,0,4,0,0,0
43 - Κορινθίας,Ετερ. Κορινθίας (από Εφετείο Θεσσαλονίκης),40,24,1,0,1,23,10,0,3,1,2,2,3,9,0,7,1,4,2,1,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43 - Κορινθίας,Ετερ. Κορινθίας (από 88ο Ε.Τ. Νομ. Αττικής-Αθηνών),353,202,5,1,6,196,53,7,16,9,13,8,17,111,9,71,19,21,10,47,1,1,0,1,0,0,8,1,1,1,1,5,0,11,4,3,2,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,1,0,0,2,0,1,0,1,0,0,0,0
43 - Κορινθίας,Ετερ. Κορινθίας (από 89ο Ε.Τ. Νομ. Αττικής-Αθηνών),357,209,3,3,6,203,49,4,17,3,7,6,17,91,22,47,13,28,8,24,4,2,0,0,1,0,22,6,3,10,4,13,1,8,5,0,2,2,0,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,7,2,3,3,0,2,0,1,1,0,0,0,2,1,0,0,1,1,1,0,1,10,2,1,3,0,0,3,0,0,0,0,0,5,3,0,0
43 - Κορινθίας,ΚΑΤΑΣΤΗΜΑ ΚΡΑΤΗΣΗΣ ΚΟΡΙΝΘΟΥ (ΦΥΛΑΚΩΝ),12,10,0,0,0,10,4,1,0,0,0,0,0,3,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Σύνολο,,141452,85751,1044,560,1604,84147,25890,3264,6827,2232,5433,4841,8370,35139,6139,15745,8444,4648,8572,11012,2866,634,475,1522,353,343,7129,1579,1959,1503,1499,2280,876,2357,514,387,361,244,246,703,900,292,156,236,20,4,209,72,342,146,176,97,53,60,16,3433,1176,635,599,229,923,403,82,23,25,34,9,459,104,68,135,114,226,88,36,50,3085,708,240,931,303,255,537,625,203,115,107,144,1288,615,3,2
