ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΡΑ ΓΙΟΥΣΟΥΦ ΑΪΧΑΝ του Μεμέτ,ΜΑΡΚΟΥ ΣΤΑΥΡΟΥΛΑ του Γεωργίου,ΤΣΙΟΥΜΑΚΑ (ΤΣΑΤΣΑΡΙΔΟΥ) ΜΑΓΔΑΛΗΝΗ του Ζαχαρία,ΦΕΡΧΑΤ ΟΖΓΚΙΟΥΡ του Ναζήφ,ΧΑΡΙΤΟΥ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Αθανασίου,Νέα Δημοκρατία,ΑΛΗ ΟΓΛΟΥ  ΦΕΡΑΛ του Ιμπράμ,ΕΛΕΥΘΕΡΙΑΔΟΥ ΠΑΡΑΣΚΕΥΗ (ΒΟΥΛΑ) του Πολέμαρχου,ΙΑΤΡΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΚΑΤΡΑΝΤΖΗ ΜΟΥΣΤΑΦΑ του Χασάν,ΣΤΥΛΙΑΝΙΔΗΣ ΕΥΡΙΠΙΔΗΣ του Στυλιανού,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΕΩΡΓΙΟΥ ΧΡΗΣΤΟΣ του Βασιλείου,ΝΑΣΟΥΔΗΣ ΕΥΡΙΠΙΔΗΣ του Αθανασίου,ΤΣΟΥΡΝΑΚΑΚΗ ΓΕΩΡΓΙΑ του Νικολάου,Κίνημα Αλλαγής,ΑΧΜΕΤ ΙΛΧΑΝ του Σαμπρή,ΓΟΛΓΑΚΗ ΚΥΡΙΑΚΗ του Βασιλείου,ΜΑΝΑΝΑΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου,ΟΣΜΑΝ ΟΓΛΟΥ ΣΙΠΕΛ του Ζεκή,ΤΣΙΤΗΡΙΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Σάββα,Κ.Κ.Ε.,ΑΡΝΑΟΥΤ ΜΟΥΣΤΑΦΑ ΜΟΥΜΙΝ ΤΖΕΛΑΕΤΙΝ του Μουχαρέμ,ΚΑΣΑΠΑΝΤΩΝΙΟΥ ΑΜΑΛΙΑ του Γεωργίου,ΤΑΞΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Παναγιώτη,ΦΑΚΙΡΙΔΗΣ ΝΙΚΟΛΑΟΣ του Σπύρου,ΧΑΤΣΗ ΑΛΗ ΑΛΗ του Καμπέρ,Ένωση Κεντρώων,ΚΑΣΤΡΙΝΗΣ ΛΕΩΝΙΔΑΣ του Γρηγορίου,ΜΠΑΡΔΑ ΕΛΙΣΑΒΕΤ (ΕΛΣΑ) του Ιωάννη,ΧΑΤΖΗ ΧΟΥΣΕΪΝ ΑΛΗΜ του Μουμίν,Ο.Κ.Δ.Ε.,ΓΚΙΩΡΓΚΑΣ ΔΗΜΗΤΡΙΟΣ του Σταύρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΤΖΙΑΡΑΣ ΘΡΑΣΥΒΟΥΛΟΣ του Χρήσιμου,Ελλήνων Συνέλευσις,ΓΙΑΔΑΝΟΥ ΕΥΑΓΓΕΛΙΑ του Βασιλείου,ΦΑΡΑΣΟΠΟΥΛΟΣ ΓΑΒΡΙΗΛ του Ευθυμίου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΣΙΟΡΟΚΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,Ελληνική Λύση - Κ. Βελόπουλος,ΔΑΜΙΑΝΙΔΗΣ ΚΩΣΤΑΣ του Μιχαήλ,ΠΟΥΡΤΣΙΔΗΣ ΝΙΚΟΛΑΟΣ του Στεφάνου,ΣΑΚΑΛΗ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΛΑΜΠΡΟΥ ΜΑΡΙΑ του Αντωνίου,ΜΟΥΣΤΑΦΑ ΕΡΧΑΝ του Αλή,Μ-Λ Κ.Κ.Ε.,ΜΑΤΘΑΙΟΠΟΥΛΟΣ ΘΕΟΦΙΛΟΣ του Γεωργίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΑΛΟΓΙΑΝΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,Λαϊκή Ενότητα,ΚΑΛΑΜΠΟΥΚΑΣ ΧΡΗΣΤΟΣ του Γρηγορίου,ΜέΡΑ25,ΚΡΙΘΑΡΙΔΗ ΒΑΛΕΝΤΙΝΑ του Ιβάν,ΜΙΜΙΡΙΝΗΣ ΜΙΧΑΗΛ του Κωνσταντίνου,Δημιουργία ξανά - Θ. Τζήμερος,ΜΑΝΩΛΑΤΟΣ ΣΠΥΡΙΔΩΝ του Διονυσίου,ΜΑΡΚΟΥ ΣΤΕΦΑΝΟΣ του Γεωργίου,ΣΤΥΛΙΔΟΥ ΟΛΓΑ του Ανέστη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΔΑΜΟΥΛΗΣ ΙΩΑΝΝΗΣ του Ευαγγέλου
2 - Ροδόπης,135 E.T. Δήμου Κομοτηνής,160,214,6,2,8,206,35,1,4,4,0,20,111,0,20,18,0,56,12,6,2,1,16,0,1,8,0,2,1,0,0,0,1,0,4,2,1,0,0,0,0,0,1,0,1,2,0,3,0,1,2,1,1,0,0,0,1,0,0,0,11,1,6,2,1,0,1,6,4
2 - Ροδόπης,136 E.T. Δήμου Κομοτηνής,267,169,0,2,2,167,39,1,6,3,0,24,95,0,11,16,0,64,6,1,1,1,6,0,0,6,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,9,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0
2 - Ροδόπης,137 E.T. Δήμου Κομοτηνής,320,207,3,1,4,203,28,1,2,2,0,20,137,1,30,23,0,82,3,2,0,0,9,0,0,5,0,1,2,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,14,0,8,3,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,4,2
2 - Ροδόπης,138 E.T. Δήμου Κομοτηνής,440,135,3,3,6,129,102,11,0,1,19,64,20,0,0,5,7,5,0,0,0,0,5,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 - Ροδόπης,139 E.T. Δήμου Κομοτηνής,442,145,8,0,8,137,120,13,2,1,33,71,7,1,0,0,0,6,1,0,0,0,2,2,0,0,0,0,4,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,140 E.T. Δήμου Κομοτηνής,441,163,7,2,9,154,105,9,2,1,32,59,35,2,0,13,3,13,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,1,0
2 - Ροδόπης,141 E.T. Δήμου Κομοτηνής,440,157,6,0,6,151,133,6,0,0,29,94,10,0,0,3,2,4,0,0,0,0,2,2,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2 - Ροδόπης,142 E.T. Δήμου Κομοτηνής,388,234,1,1,2,232,75,1,14,5,0,44,84,0,8,8,0,67,10,3,1,3,28,2,1,17,0,2,12,0,1,0,8,0,3,1,1,0,0,0,0,0,1,0,0,0,0,9,3,1,1,0,0,0,0,0,1,0,0,0,7,1,2,1,0,0,0,1,0
2 - Ροδόπης,143 E.T. Δήμου Κομοτηνής,563,269,8,6,14,255,83,10,6,7,17,29,72,3,3,9,14,37,3,0,2,0,72,64,0,6,0,0,9,0,1,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,1,1,2,2,0,0,0,1,1,0,0,3,0,0,1,0,0,0,2,1
2 - Ροδόπης,144 E.T. Δήμου Κομοτηνής,553,314,15,3,18,296,90,9,13,6,10,42,102,0,9,10,8,72,14,5,1,6,50,32,2,12,0,1,12,0,0,0,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,17,6,2,7,0,0,0,0,0,0,0,0,0,6,2,3,1,0,0,0,3,1
2 - Ροδόπης,145 E.T. Δήμου Κομοτηνής,569,233,10,4,14,219,67,10,4,6,14,27,60,0,2,2,9,45,7,4,0,1,49,49,0,0,0,0,24,1,0,2,2,19,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,2,1,2,1,1,3,0,1,0,0,0
2 - Ροδόπης,146 E.T. Δήμου Κομοτηνής,563,296,0,2,2,294,83,5,7,9,2,53,142,0,11,25,5,99,11,8,3,0,25,9,0,9,0,0,8,0,1,1,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,8,5,1,1,0,0,0,0,0,3,3,0,0,7,1,2,4,1,1,1,0,0
2 - Ροδόπης,147 E.T. Δήμου Κομοτηνής,566,319,3,0,3,316,88,5,9,6,13,43,112,0,9,14,4,81,16,8,4,2,37,28,2,4,0,1,21,0,2,0,6,13,0,0,0,0,0,0,1,0,3,0,3,1,0,14,4,5,3,1,0,1,0,0,1,1,0,0,12,2,6,4,1,2,1,5,1
2 - Ροδόπης,148 E.T. Δήμου Κομοτηνής,562,316,11,1,12,304,82,2,4,6,7,48,142,0,6,22,14,96,7,1,3,1,28,12,0,11,0,5,12,0,4,0,3,5,2,1,1,0,1,0,1,1,0,0,0,0,0,8,2,4,1,0,0,0,0,0,2,0,0,0,14,0,7,2,0,0,1,3,0
2 - Ροδόπης,149 E.T. Δήμου Κομοτηνής,493,309,19,3,22,287,66,4,7,5,15,25,99,0,5,7,10,69,21,11,1,3,49,32,0,8,0,4,15,0,1,0,2,11,4,3,0,0,0,0,1,1,0,0,0,0,0,17,6,3,2,0,0,0,0,0,0,0,0,0,2,0,1,7,2,2,0,6,3
2 - Ροδόπης,150 E.T. Δήμου Κομοτηνής,563,255,4,9,13,242,69,2,4,6,7,43,107,1,4,22,9,64,9,3,2,0,27,21,1,3,0,1,6,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,0,0,0,0,0,0,2,2,0,0,6,1,5,2,0,0,0,4,3
2 - Ροδόπης,151 E.T. Δήμου Κομοτηνής,568,325,4,7,11,314,103,6,8,11,2,55,108,0,6,14,5,78,9,5,1,2,45,27,3,9,1,1,13,0,3,1,6,2,2,0,2,0,1,0,0,0,0,0,0,0,0,12,3,3,2,0,0,0,0,0,0,0,1,0,16,3,9,3,0,1,2,1,1
2 - Ροδόπης,152 E.T. Δήμου Κομοτηνής,564,313,2,1,3,310,81,9,10,7,3,39,139,1,10,11,24,89,8,4,0,0,56,36,1,11,0,0,6,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0,0,0,0,1,1,0,0,7,1,5,4,0,1,3,2,1
2 - Ροδόπης,153 E.T. Δήμου Κομοτηνής,559,334,9,3,12,322,83,3,5,12,1,54,159,0,14,8,3,128,10,2,3,1,23,9,1,8,0,1,14,0,2,1,7,4,2,1,0,1,0,0,1,0,1,1,0,0,0,17,3,5,3,1,1,0,0,0,0,0,3,0,3,0,2,4,1,1,1,1,0
2 - Ροδόπης,154 E.T. Δήμου Κομοτηνής,580,328,3,0,3,325,106,7,9,6,5,63,101,4,11,11,13,57,13,6,1,3,63,47,1,8,0,1,22,0,1,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,5,3,2,2,0,0,0,1,0,1,0,3,1,2,0,0,0,0,2,2
2 - Ροδόπης,155 E.T. Δήμου Κομοτηνής,569,235,15,1,16,219,54,12,4,0,14,17,49,3,1,11,15,19,1,1,0,0,80,72,1,1,2,0,22,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,1,0,0,1,0,0,0,0,0,4,2,2,2,1,0,0,1,1
2 - Ροδόπης,156 E.T. Δήμου Κομοτηνής,569,275,9,11,20,255,73,11,3,2,21,29,62,1,2,3,30,24,2,1,0,0,75,66,0,2,0,2,27,1,1,0,2,21,1,0,0,1,1,0,1,1,0,0,0,0,0,4,1,2,1,3,0,2,0,0,0,0,0,0,3,0,2,2,1,1,0,1,0
2 - Ροδόπης,157 E.T. Δήμου Κομοτηνής,567,232,8,5,13,219,45,5,5,1,10,18,93,1,5,14,11,60,1,0,0,0,47,35,0,9,0,2,6,0,0,0,2,3,0,0,0,0,0,0,3,3,0,0,0,1,0,11,4,5,2,0,0,0,0,0,0,0,1,0,9,2,2,1,0,1,0,1,0
2 - Ροδόπης,158 E.T. Δήμου Κομοτηνής,575,301,10,5,15,286,76,5,4,8,12,38,119,1,7,12,7,86,4,2,2,0,40,29,1,9,0,0,15,0,1,1,7,6,2,2,0,0,1,0,0,0,1,0,0,1,1,10,3,1,3,1,0,1,0,0,0,0,0,0,10,0,3,4,0,1,0,2,1
2 - Ροδόπης,159 E.T. Δήμου Κομοτηνής,564,304,8,5,13,291,76,3,9,2,4,49,126,2,6,11,5,93,14,4,4,1,33,14,0,12,3,1,10,1,3,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,17,8,4,2,0,0,0,0,0,1,0,0,0,9,0,5,3,1,1,0,1,1
2 - Ροδόπης,160 E.T. Δήμου Κομοτηνής,562,302,4,1,5,297,83,1,7,8,1,58,118,0,10,13,4,87,12,6,2,1,37,7,1,22,0,1,9,0,2,0,3,1,4,1,0,0,0,0,2,0,0,0,0,0,0,18,9,2,3,0,0,0,0,0,0,0,1,1,9,1,7,0,0,0,0,4,1
2 - Ροδόπης,161 E.T. Δήμου Κομοτηνής,567,230,8,3,11,219,59,12,1,1,8,25,72,2,4,9,19,37,8,3,2,1,50,38,1,10,0,1,10,0,0,0,3,7,1,0,0,0,0,0,1,1,1,1,0,0,0,5,3,1,0,3,0,2,0,0,1,0,0,0,3,0,1,4,0,1,0,1,1
2 - Ροδόπης,162 E.T. Δήμου Κομοτηνής,561,248,13,2,15,233,67,8,5,1,12,33,92,1,5,12,14,57,4,0,0,0,41,32,1,7,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,3,1,0,0,0,0,0,0,0,0,0,4,0,3,2,0,1,0,6,6
2 - Ροδόπης,163 E.T. Δήμου Κομοτηνής,572,333,5,1,6,327,82,2,7,9,5,54,134,0,10,5,9,100,8,3,1,2,52,22,2,19,0,0,20,0,2,1,2,13,2,1,0,0,0,0,3,0,1,1,0,0,0,15,5,5,0,0,0,0,0,0,0,0,0,0,8,1,6,2,1,0,1,0,0
2 - Ροδόπης,164 E.T. Δήμου Κομοτηνής,564,316,7,5,12,304,89,3,8,7,9,49,125,0,18,17,2,83,10,2,2,1,25,9,2,11,0,0,16,1,1,4,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,13,4,5,1,1,0,0,0,0,0,0,1,1,11,5,4,4,1,0,0,7,6
2 - Ροδόπης,165 E.T. Δήμου Κομοτηνής,562,282,4,7,11,271,82,8,7,2,7,49,96,0,4,12,14,65,8,4,2,1,44,26,1,17,0,0,13,1,1,0,1,10,2,2,0,0,0,0,2,1,1,0,0,0,0,8,1,5,1,1,0,0,0,0,0,0,1,0,7,1,4,2,0,1,0,4,2
2 - Ροδόπης,166 E.T. Δήμου Κομοτηνής,570,223,1,8,9,214,61,14,1,1,20,18,58,3,4,1,27,22,1,1,0,0,75,67,0,0,2,2,12,0,1,0,1,10,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 - Ροδόπης,167 E.T. Δήμου Κομοτηνής,561,265,9,7,16,249,63,7,4,2,15,20,80,3,9,5,15,43,7,2,2,0,65,55,0,4,0,3,18,0,0,1,6,11,1,0,0,0,0,0,0,0,1,0,1,2,0,8,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1
2 - Ροδόπης,168 E.T. Δήμου Κομοτηνής,534,209,3,9,12,197,58,11,1,0,14,23,54,0,7,5,11,29,2,0,0,0,55,49,0,3,0,0,13,0,0,0,4,8,3,2,0,0,1,0,0,0,0,0,0,0,0,4,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,4,1
2 - Ροδόπης,169 E.T. Δήμου Κομοτηνής,553,230,3,5,8,222,87,10,3,5,14,36,74,1,4,12,4,50,1,1,0,0,35,26,0,7,1,0,8,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,1,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,1,1
2 - Ροδόπης,170 E.T. Δήμου Κομοτηνής,559,258,9,4,13,245,63,4,8,2,4,34,98,0,6,5,9,75,3,1,2,0,50,34,2,12,0,1,8,0,0,0,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,1,1,0,0,11,3,5,2,1,0,0,0,0
2 - Ροδόπης,171 E.T. Δήμου Κομοτηνής,547,281,7,1,8,273,87,2,10,4,1,56,131,0,12,14,0,105,12,3,5,0,18,2,0,12,0,1,6,0,2,2,2,0,2,0,2,0,0,0,1,1,0,0,0,0,0,6,0,1,2,1,1,0,0,0,0,0,1,0,5,0,3,2,0,0,0,1,1
2 - Ροδόπης,172 E.T. Δήμου Κομοτηνής,560,321,11,2,13,308,98,5,9,6,8,58,124,0,6,14,7,96,19,8,4,5,28,19,0,8,1,0,8,0,0,0,3,4,2,2,0,0,0,0,1,1,1,0,0,0,0,13,2,5,3,0,0,0,0,0,0,0,1,1,8,0,7,3,1,0,0,2,1
2 - Ροδόπης,173 E.T. Δήμου Κομοτηνής,552,304,5,3,8,296,77,4,2,7,6,46,146,0,12,14,2,115,11,2,4,1,25,12,3,6,0,0,8,0,0,0,5,1,1,1,0,0,0,0,0,0,1,1,0,0,0,12,4,6,2,0,0,0,0,0,1,0,0,0,7,1,6,2,1,1,0,5,3
2 - Ροδόπης,174 E.T. Δήμου Κομοτηνής,558,254,2,3,5,249,93,13,3,6,10,46,95,0,9,18,5,63,7,1,3,2,32,23,0,4,0,0,11,0,0,0,2,8,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0,5,3,1,0,0,0,0,0,0
2 - Ροδόπης,175 E.T. Δήμου Κομοτηνής,539,366,10,5,15,351,66,5,5,5,8,37,154,2,10,16,13,111,8,1,1,4,67,44,2,12,3,5,12,0,2,0,6,2,5,2,1,1,0,0,1,1,0,0,0,0,0,13,4,2,4,0,0,0,2,0,4,4,0,0,12,1,9,3,0,0,1,4,3
2 - Ροδόπης,176 E.T. Δήμου Κομοτηνής,547,305,5,1,6,299,91,4,10,1,10,45,135,2,7,18,10,95,13,5,2,4,29,21,0,6,0,0,8,0,3,2,3,0,4,2,1,0,0,0,1,1,1,0,1,0,0,11,3,5,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,2,1
2 - Ροδόπης,177 E.T. Δήμου Κομοτηνής,551,337,5,6,11,326,63,4,8,1,4,34,177,0,17,31,9,118,15,6,4,4,26,15,1,6,0,1,8,0,0,3,3,1,6,2,2,0,1,0,1,1,1,0,0,0,0,17,3,6,1,0,0,0,0,0,1,0,1,1,4,1,3,4,1,1,1,1,0
2 - Ροδόπης,178 E.T. Δήμου Κομοτηνής,551,345,5,2,7,338,88,2,9,11,1,54,165,0,12,16,1,122,14,3,4,4,25,0,3,21,0,0,13,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,6,2,3,0,0,0,0,0,0,0,0,0,12,2,6,6,1,2,0,2,2
2 - Ροδόπης,179 E.T. Δήμου Κομοτηνής,566,267,7,6,13,254,74,18,5,3,15,33,98,1,3,6,15,73,1,0,0,0,52,35,1,13,0,3,8,0,0,0,0,8,2,2,0,0,0,0,1,1,1,0,1,0,0,4,3,1,0,1,0,1,1,1,0,0,0,0,4,0,2,4,1,1,1,3,3
2 - Ροδόπης,180 E.T. Δήμου Κομοτηνής,536,265,10,4,14,251,75,5,5,5,25,22,63,0,11,7,10,33,12,5,4,0,53,40,1,7,0,0,21,0,0,0,1,19,1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,3,0,8,0,5,0,0,1,1,3,1,6,1,2,1,0,1,0,1,1
2 - Ροδόπης,181 E.T. Δήμου Κομοτηνής,532,345,2,3,5,340,87,7,5,4,7,49,154,0,9,19,11,105,11,7,2,0,31,17,0,13,0,1,17,0,1,0,5,9,9,1,4,0,0,0,1,1,0,0,0,0,0,15,3,3,3,0,0,0,0,0,0,0,0,0,9,1,4,3,0,0,2,3,0
2 - Ροδόπης,182 E.T. Δήμου Κομοτηνής,540,308,11,3,14,294,81,6,10,9,2,48,122,2,15,15,8,79,16,9,3,0,39,28,2,7,0,0,7,0,0,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,12,3,3,2,0,0,0,0,0,4,3,0,0,8,0,7,2,1,1,0,1,1
2 - Ροδόπης,183 E.T. Δήμου Κομοτηνής,537,378,3,4,7,371,94,3,6,8,3,63,168,0,19,16,3,122,19,5,6,7,44,17,3,14,0,5,17,0,2,1,12,2,3,0,3,0,0,0,0,0,1,0,1,0,0,8,3,3,1,1,1,0,0,0,5,5,1,0,7,2,3,0,0,0,0,3,2
2 - Ροδόπης,184 E.T. Δήμου Κομοτηνής,559,250,7,1,8,242,71,3,1,1,6,44,105,1,8,11,7,75,7,3,2,0,25,16,1,8,0,0,13,0,1,0,5,5,2,0,1,0,0,0,1,0,0,0,0,0,0,7,1,2,0,1,0,1,0,0,0,0,0,0,3,0,2,3,0,1,0,4,3
2 - Ροδόπης,185 E.T. Δήμου Κομοτηνής,544,245,10,1,11,234,102,8,5,1,12,48,80,0,6,7,15,49,6,4,0,1,26,13,1,4,0,5,5,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,6,0,2,2,0,0,1,3,1
2 - Ροδόπης,186 E.T. Δήμου Κομοτηνής,550,293,2,0,2,291,95,1,4,4,4,75,116,1,7,18,5,82,7,5,1,0,29,16,0,10,0,0,11,0,0,0,3,6,2,1,0,1,0,0,0,0,0,0,0,1,1,10,1,5,2,0,0,0,0,0,1,1,1,0,10,2,6,5,0,0,2,3,0
2 - Ροδόπης,187 E.T. Δήμου Κομοτηνής,525,299,12,5,17,282,74,3,12,8,1,42,121,0,6,12,5,92,14,7,2,1,33,19,4,6,0,2,6,3,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,12,3,5,2,0,0,0,0,0,0,0,0,0,15,1,8,3,1,0,1,2,2
2 - Ροδόπης,188 E.T. Δήμου Κομοτηνής,526,362,9,10,19,343,90,10,7,6,9,48,149,1,10,19,15,98,12,4,3,3,32,19,2,6,0,2,17,1,2,0,6,6,3,1,0,0,0,0,0,0,0,0,0,0,0,16,4,6,3,1,0,1,0,0,5,4,2,0,10,1,5,3,0,1,1,3,2
2 - Ροδόπης,189 E.T. Δήμου Κομοτηνής,532,259,3,6,9,250,78,16,3,1,14,34,80,0,7,5,17,50,9,0,1,1,58,46,1,9,0,0,11,0,0,0,3,7,1,1,0,0,0,0,1,0,1,0,1,0,0,3,0,2,1,2,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,3,1
2 - Ροδόπης,190 E.T. Δήμου Κομοτηνής,529,254,4,6,10,244,79,14,3,3,10,41,79,0,6,9,19,40,6,3,2,0,56,51,1,4,0,0,8,0,0,0,2,4,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,3,2,0,0,0,0,4,0,2,1,0,1,0,1,0
2 - Ροδόπης,191 E.T. Δήμου Κομοτηνής,480,305,2,1,3,302,65,0,4,0,0,50,140,1,19,10,6,100,13,4,2,5,28,12,1,11,0,1,13,3,1,0,6,1,3,2,0,0,0,0,1,1,0,0,0,1,0,16,4,8,1,1,0,0,0,0,0,0,0,0,18,1,9,0,0,0,0,3,1
2 - Ροδόπης,192 E.T. Δήμου Κομοτηνής,475,303,2,5,7,296,84,2,3,3,4,60,122,0,10,18,24,69,11,2,3,4,30,16,1,8,1,2,15,0,2,1,6,4,0,0,0,0,0,0,0,0,1,1,0,0,0,20,4,7,4,0,0,0,0,0,0,0,1,0,5,0,3,1,1,0,0,6,0
2 - Ροδόπης,193 E.T. Δήμου Κομοτηνής,478,310,4,1,5,305,71,2,7,5,1,51,167,1,8,23,11,112,7,3,2,1,30,11,3,13,0,3,5,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,2,7,2,0,0,0,0,0,0,0,0,0,6,2,3,1,0,0,1,1,0
2 - Ροδόπης,194 E.T. Δήμου Κομοτηνής,477,286,3,4,7,279,59,1,5,2,0,40,127,0,12,16,15,81,9,2,4,2,52,33,1,10,3,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,20,4,11,2,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,0,2,2
2 - Ροδόπης,195 E.T. Δήμου Κομοτηνής,521,318,9,1,10,308,52,7,0,0,24,4,51,0,2,5,35,6,0,0,0,0,190,183,0,0,0,0,14,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,196 E.T. Δήμου Κομοτηνής,524,320,10,7,17,303,43,7,0,0,24,6,66,3,0,9,39,6,2,0,0,0,167,162,1,2,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0
2 - Ροδόπης,197 E.T. Δήμου Κομοτηνής,523,308,6,4,10,298,49,5,0,0,29,4,39,1,0,4,21,10,0,0,0,0,195,182,0,0,0,0,12,1,1,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2 - Ροδόπης,198 E.T. Δήμου Κομοτηνής,522,328,3,6,9,319,46,13,0,0,22,0,83,3,2,4,53,18,0,0,0,0,176,175,0,0,0,0,10,1,1,0,0,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2 - Ροδόπης,199 E.T. Δήμου Κομοτηνής,381,247,4,5,9,238,60,1,7,11,0,35,90,0,5,13,1,67,10,1,1,5,31,0,2,24,1,1,22,0,8,3,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,17,3,2,3,0,0,0,0,0,1,0,0,0,4,2,1,1,0,0,0,0,0
2 - Ροδόπης,200 E.T. Δήμου Κομοτηνής,517,293,8,4,12,281,43,4,0,2,18,10,87,3,1,2,28,50,6,1,2,0,121,112,0,3,0,1,7,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,0,0,0,0,0,0,0,2,2,4,0,4,1,0,0,0,2,0
